FOLDER,IN FILE,CLIP LENGTH,CHANNEL,OFFSET,DURATION,SAMPLE RATE,MANUAL ID,CONFIDENCE
../TEST/,ScreamingPiha4.wav,29.513061224489796,1,3.0,3.0,48000,Screaming Piha,0.8513
../TEST/,ScreamingPiha4.wav,29.513061224489796,1,9.0,3.0,48000,Screaming Piha,0.8051
../TEST/,ScreamingPiha5.wav,117.93845804988662,1,0.0,3.0,48000,Screaming Piha,0.9393
../TEST/,ScreamingPiha5.wav,117.93845804988662,1,3.0,3.0,48000,Screaming Piha,0.9978
../TEST/,ScreamingPiha5.wav,117.93845804988662,1,6.0,3.0,48000,Screaming Piha,0.9996
../TEST/,ScreamingPiha5.wav,117.93845804988662,1,9.0,3.0,48000,Screaming Piha,0.9987
../TEST/,ScreamingPiha5.wav,117.93845804988662,1,12.0,3.0,48000,Screaming Piha,0.9501
../TEST/,ScreamingPiha5.wav,117.93845804988662,1,15.0,3.0,48000,Screaming Piha,0.9993
../TEST/,ScreamingPiha5.wav,117.93845804988662,1,18.0,3.0,48000,Screaming Piha,0.9991
../TEST/,ScreamingPiha5.wav,117.93845804988662,1,21.0,3.0,48000,Screaming Piha,0.7485
../TEST/,ScreamingPiha5.wav,117.93845804988662,1,24.0,3.0,48000,Screaming Piha,0.9874
../TEST/,ScreamingPiha5.wav,117.93845804988662,1,27.0,3.0,48000,Screaming Piha,0.9975
../TEST/,ScreamingPiha5.wav,117.93845804988662,1,30.0,3.0,48000,Screaming Piha,0.9981
../TEST/,ScreamingPiha5.wav,117.93845804988662,1,33.0,3.0,48000,Screaming Piha,0.7702
../TEST/,ScreamingPiha5.wav,117.93845804988662,1,36.0,3.0,48000,Screaming Piha,0.7832
../TEST/,ScreamingPiha5.wav,117.93845804988662,1,39.0,3.0,48000,Screaming Piha,0.8106
../TEST/,ScreamingPiha5.wav,117.93845804988662,1,42.0,3.0,48000,Screaming Piha,0.9962
../TEST/,ScreamingPiha5.wav,117.93845804988662,1,45.0,3.0,48000,Screaming Piha,0.999
../TEST/,ScreamingPiha5.wav,117.93845804988662,1,48.0,3.0,48000,Screaming Piha,0.9991
../TEST/,ScreamingPiha5.wav,117.93845804988662,1,51.0,3.0,48000,Screaming Piha,0.9987
../TEST/,ScreamingPiha6.wav,153.76349206349207,1,0.0,3.0,48000,Screaming Piha,0.9905
../TEST/,ScreamingPiha6.wav,153.76349206349207,1,3.0,3.0,48000,Screaming Piha,0.9738
../TEST/,ScreamingPiha6.wav,153.76349206349207,1,6.0,3.0,48000,Screaming Piha,0.9848
../TEST/,ScreamingPiha6.wav,153.76349206349207,1,9.0,3.0,48000,Screaming Piha,0.9863
../TEST/,ScreamingPiha6.wav,153.76349206349207,1,18.0,3.0,48000,Screaming Piha,0.7718
../TEST/,ScreamingPiha6.wav,153.76349206349207,1,21.0,3.0,48000,Screaming Piha,0.9393
../TEST/,ScreamingPiha6.wav,153.76349206349207,1,24.0,3.0,48000,Screaming Piha,0.9655
../TEST/,ScreamingPiha6.wav,153.76349206349207,1,30.0,3.0,48000,Screaming Piha,0.9377
../TEST/,ScreamingPiha6.wav,153.76349206349207,1,36.0,3.0,48000,Golden-bellied Euphonia,0.1385
../TEST/,ScreamingPiha6.wav,153.76349206349207,1,39.0,3.0,48000,Screaming Piha,0.138
../TEST/,ScreamingPiha6.wav,153.76349206349207,1,42.0,3.0,48000,Screaming Piha,0.8403
../TEST/,ScreamingPiha6.wav,153.76349206349207,1,45.0,3.0,48000,Screaming Piha,0.9067
../TEST/,ScreamingPiha6.wav,153.76349206349207,1,48.0,3.0,48000,Screaming Piha,0.9221
../TEST/,ScreamingPiha6.wav,153.76349206349207,1,51.0,3.0,48000,Gun,0.1395
../TEST/,ScreamingPiha6.wav,153.76349206349207,1,51.0,3.0,48000,Spix's Guan,0.1299
../TEST/,ScreamingPiha6.wav,153.76349206349207,1,57.0,3.0,48000,Screaming Piha,0.8403
../TEST/,ScreamingPiha6.wav,153.76349206349207,1,60.0,3.0,48000,Screaming Piha,0.9876
../TEST/,ScreamingPiha6.wav,153.76349206349207,1,63.0,3.0,48000,Long-billed Woodcreeper,0.2239
../TEST/,ScreamingPiha6.wav,153.76349206349207,1,63.0,3.0,48000,Screaming Piha,0.1506
../TEST/,ScreamingPiha6.wav,153.76349206349207,1,66.0,3.0,48000,Screaming Piha,0.4956
../TEST/,ScreamingPiha7.wav,290.8086167800453,1,0.0,3.0,48000,White-lored Tyrannulet,0.9993
../TEST/,ScreamingPiha7.wav,290.8086167800453,1,3.0,3.0,48000,White-lored Tyrannulet,0.8427
