OFFSET,DURATION,FOLDER,IN FILE,CHANNEL,CLIP LENGTH,SAMPLE RATE,MANUAL ID
0.5581395348837209,3.13953488372093,E:/Mixed_Bird/subset/,Aburria-aburri-387212.wav,0,84.48,44100,bird
30.511627906976745,3.1860465116279038,E:/Mixed_Bird/subset/,Aburria-aburri-387212.wav,0,84.48,44100,bird
77.88372093023256,0.04651162790698038,E:/Mixed_Bird/subset/,Aburria-aburri-387212.wav,0,84.48,44100,bird
77.97674418604652,2.9767441860465027,E:/Mixed_Bird/subset/,Aburria-aburri-387212.wav,0,84.48,44100,bird
1.3255813953488371,0.5116279069767442,E:/Mixed_Bird/subset/,Accipiter-collaris-260335.wav,0,45.37469387755102,44100,bird
1.9767441860465116,0.04651162790697683,E:/Mixed_Bird/subset/,Accipiter-collaris-260335.wav,0,45.37469387755102,44100,bird
2.046511627906977,0.6279069767441858,E:/Mixed_Bird/subset/,Accipiter-collaris-260335.wav,0,45.37469387755102,44100,bird
7.976744186046512,0.9534883720930232,E:/Mixed_Bird/subset/,Accipiter-collaris-260335.wav,0,45.37469387755102,44100,bird
14.767441860465116,1.0697674418604652,E:/Mixed_Bird/subset/,Accipiter-collaris-260335.wav,0,45.37469387755102,44100,bird
20.953488372093023,1.0465116279069768,E:/Mixed_Bird/subset/,Accipiter-collaris-260335.wav,0,45.37469387755102,44100,bird
28.13953488372093,1.0232558139534866,E:/Mixed_Bird/subset/,Accipiter-collaris-260335.wav,0,45.37469387755102,44100,bird
34.04651162790697,1.0697674418604706,E:/Mixed_Bird/subset/,Accipiter-collaris-260335.wav,0,45.37469387755102,44100,bird
41.55813953488372,1.4186046511627879,E:/Mixed_Bird/subset/,Accipiter-collaris-260335.wav,0,45.37469387755102,44100,bird
1.3953488372093024,0.9999999999999998,E:/Mixed_Bird/subset/,Accipiter-collaris-260336.wav,0,26.932244897959183,44100,bird
7.372093023255814,1.6279069767441863,E:/Mixed_Bird/subset/,Accipiter-collaris-260336.wav,0,26.932244897959183,44100,bird
18.348837209302324,0.8837209302325597,E:/Mixed_Bird/subset/,Accipiter-collaris-260336.wav,0,26.932244897959183,44100,bird
19.88372093023256,0.5581395348837184,E:/Mixed_Bird/subset/,Accipiter-collaris-260336.wav,0,26.932244897959183,44100,bird
23.97674418604651,0.8372093023255829,E:/Mixed_Bird/subset/,Accipiter-collaris-260336.wav,0,26.932244897959183,44100,bird
1.8837209302325582,0.511627906976744,E:/Mixed_Bird/subset/,Actitis-macularius-257516.wav,0,21.76,44100,bird
5.046511627906977,0.6046511627906979,E:/Mixed_Bird/subset/,Actitis-macularius-257516.wav,0,21.76,44100,bird
6.5813953488372094,1.0232558139534884,E:/Mixed_Bird/subset/,Actitis-macularius-257516.wav,0,21.76,44100,bird
9.186046511627907,0.8139534883720927,E:/Mixed_Bird/subset/,Actitis-macularius-257516.wav,0,21.76,44100,bird
14.627906976744185,0.674418604651164,E:/Mixed_Bird/subset/,Actitis-macularius-257516.wav,0,21.76,44100,bird
19.186046511627907,19.999999999999996,E:/Mixed_Bird/subset/,Actitis-macularius-257516.wav,0,21.76,44100,bird
0.0,0.046511627906976744,E:/Mixed_Bird/subset/,Adelomyia-melanogenys-45834.wav,0,21.311995464852608,44100,bird
0.046511627906976744,1.883720930232558,E:/Mixed_Bird/subset/,Adelomyia-melanogenys-45834.wav,0,21.311995464852608,44100,bird
2.0697674418604652,0.5348837209302326,E:/Mixed_Bird/subset/,Adelomyia-melanogenys-45834.wav,0,21.311995464852608,44100,bird
3.0,0.6976744186046511,E:/Mixed_Bird/subset/,Adelomyia-melanogenys-45834.wav,0,21.311995464852608,44100,bird
3.9767441860465116,0.3023255813953485,E:/Mixed_Bird/subset/,Adelomyia-melanogenys-45834.wav,0,21.311995464852608,44100,bird
4.767441860465116,0.09302325581395365,E:/Mixed_Bird/subset/,Adelomyia-melanogenys-45834.wav,0,21.311995464852608,44100,bird
4.930232558139535,0.5348837209302326,E:/Mixed_Bird/subset/,Adelomyia-melanogenys-45834.wav,0,21.311995464852608,44100,bird
5.465116279069767,0.20930232558139483,E:/Mixed_Bird/subset/,Adelomyia-melanogenys-45834.wav,0,21.311995464852608,44100,bird
5.790697674418604,1.837209302325582,E:/Mixed_Bird/subset/,Adelomyia-melanogenys-45834.wav,0,21.311995464852608,44100,bird
7.837209302325581,0.04651162790697683,E:/Mixed_Bird/subset/,Adelomyia-melanogenys-45834.wav,0,21.311995464852608,44100,bird
7.906976744186046,7.976744186046512,E:/Mixed_Bird/subset/,Adelomyia-melanogenys-45834.wav,0,21.311995464852608,44100,bird
15.976744186046512,0.953488372093025,E:/Mixed_Bird/subset/,Adelomyia-melanogenys-45834.wav,0,21.311995464852608,44100,bird
17.046511627906977,19.999999999999996,E:/Mixed_Bird/subset/,Adelomyia-melanogenys-45834.wav,0,21.311995464852608,44100,bird
0.4883720930232558,1.5116279069767442,E:/Mixed_Bird/subset/,Adelomyia-melanogenys-542853.wav,0,23.855986394557824,44100,bird
3.9767441860465116,0.6279069767441863,E:/Mixed_Bird/subset/,Adelomyia-melanogenys-542853.wav,0,23.855986394557824,44100,bird
5.372093023255814,0.41860465116279055,E:/Mixed_Bird/subset/,Adelomyia-melanogenys-542853.wav,0,23.855986394557824,44100,bird
6.023255813953488,0.04651162790697683,E:/Mixed_Bird/subset/,Adelomyia-melanogenys-542853.wav,0,23.855986394557824,44100,bird
6.069767441860465,0.04651162790697683,E:/Mixed_Bird/subset/,Adelomyia-melanogenys-542853.wav,0,23.855986394557824,44100,bird
6.627906976744186,0.6511627906976747,E:/Mixed_Bird/subset/,Adelomyia-melanogenys-542853.wav,0,23.855986394557824,44100,bird
7.976744186046512,0.9302325581395348,E:/Mixed_Bird/subset/,Adelomyia-melanogenys-542853.wav,0,23.855986394557824,44100,bird
9.441860465116278,0.5581395348837219,E:/Mixed_Bird/subset/,Adelomyia-melanogenys-542853.wav,0,23.855986394557824,44100,bird
10.813953488372093,0.39534883720930303,E:/Mixed_Bird/subset/,Adelomyia-melanogenys-542853.wav,0,23.855986394557824,44100,bird
11.976744186046512,0.6744186046511622,E:/Mixed_Bird/subset/,Adelomyia-melanogenys-542853.wav,0,23.855986394557824,44100,bird
13.325581395348838,0.16279069767441712,E:/Mixed_Bird/subset/,Adelomyia-melanogenys-542853.wav,0,23.855986394557824,44100,bird
13.488372093023255,0.04651162790697683,E:/Mixed_Bird/subset/,Adelomyia-melanogenys-542853.wav,0,23.855986394557824,44100,bird
14.069767441860465,0.11627906976744207,E:/Mixed_Bird/subset/,Adelomyia-melanogenys-542853.wav,0,23.855986394557824,44100,bird
14.767441860465116,0.1860465116279073,E:/Mixed_Bird/subset/,Adelomyia-melanogenys-542853.wav,0,23.855986394557824,44100,bird
15.976744186046512,0.5813953488372103,E:/Mixed_Bird/subset/,Adelomyia-melanogenys-542853.wav,0,23.855986394557824,44100,bird
17.558139534883722,0.04651162790697683,E:/Mixed_Bird/subset/,Adelomyia-melanogenys-542853.wav,0,23.855986394557824,44100,bird
17.97674418604651,0.13953488372093048,E:/Mixed_Bird/subset/,Adelomyia-melanogenys-542853.wav,0,23.855986394557824,44100,bird
