,Unnamed: 0,FOLDER,IN FILE,CLIP LENGTH,CHANNEL,OFFSET,DURATION,SAMPLE RATE,MANUAL ID,CONFIDENCE,CLASS NAME
20461,20461,./../all_10_species/,XC64378 - Buff-throated Woodcreeper - Xiphorhynchus guttatus.mp3,37.5075625,0,9.0,3.0,48000,Xiphorhynchus guttatus,0.7608810663223267,Buff-throated Woodcreeper
20463,20463,./../all_10_species/,XC64378 - Buff-throated Woodcreeper - Xiphorhynchus guttatus.mp3,37.5075625,0,15.0,3.0,48000,Xiphorhynchus guttatus,0.9637702703475952,Buff-throated Woodcreeper
20464,20464,./../all_10_species/,XC64378 - Buff-throated Woodcreeper - Xiphorhynchus guttatus.mp3,37.5075625,0,18.0,3.0,48000,Xiphorhynchus guttatus,0.9638162851333618,Buff-throated Woodcreeper
20468,20468,./../all_10_species/,XC64378 - Buff-throated Woodcreeper - Xiphorhynchus guttatus.mp3,37.5075625,0,30.0,3.0,48000,Xiphorhynchus guttatus,0.8012514710426331,Buff-throated Woodcreeper
20469,20469,./../all_10_species/,XC64378 - Buff-throated Woodcreeper - Xiphorhynchus guttatus.mp3,37.5075625,0,33.0,3.0,48000,Xiphorhynchus guttatus,0.948397934436798,Buff-throated Woodcreeper
20472,20472,./../all_10_species/,XC388411 - Green-backed Trogon - Trogon viridis.mp3,25.944,0,3.0,3.0,48000,Trogon viridis,0.7772620320320129,Green-backed Trogon
20473,20473,./../all_10_species/,XC388411 - Green-backed Trogon - Trogon viridis.mp3,25.944,0,6.0,3.0,48000,Trogon viridis,0.8951021432876587,Green-backed Trogon
20477,20477,./../all_10_species/,XC388411 - Green-backed Trogon - Trogon viridis.mp3,25.944,0,18.0,3.0,48000,Trogon viridis,0.6896615624427795,Green-backed Trogon
20478,20478,./../all_10_species/,XC388411 - Green-backed Trogon - Trogon viridis.mp3,25.944,0,21.0,3.0,48000,Trogon viridis,0.9078627228736876,Green-backed Trogon
20494,20494,./../all_10_species/,XC446774 - Blue-grey Tanager - Thraupis episcopus.mp3,15.648979166666669,0,3.0,3.0,48000,Thraupis episcopus,0.6061280369758606,Blue-grey Tanager
20496,20496,./../all_10_species/,XC446774 - Blue-grey Tanager - Thraupis episcopus.mp3,15.648979166666669,0,9.0,3.0,48000,Thraupis episcopus,0.6622499823570251,Blue-grey Tanager
20501,20501,./../all_10_species/,XC5172 - Green-backed Trogon - Trogon viridis.mp3,6.086541666666666,0,0.0,3.0,48000,Trogon viridis,0.89730304479599,Green-backed Trogon
20502,20502,./../all_10_species/,XC5172 - Green-backed Trogon - Trogon viridis.mp3,6.086541666666666,0,3.0,3.0,48000,Trogon viridis,0.8174288868904114,Green-backed Trogon
20513,20513,./../all_10_species/,XC77083 - Slate-throated Whitestart - Myioborus miniatus.mp3,68.96327083333334,0,3.0,3.0,48000,Myioborus miniatus,0.5282260775566101,Slate-throated Whitestart
20514,20514,./../all_10_species/,XC77083 - Slate-throated Whitestart - Myioborus miniatus.mp3,68.96327083333334,0,6.0,3.0,48000,Myioborus miniatus,0.6714284420013428,Slate-throated Whitestart
20519,20519,./../all_10_species/,XC77083 - Slate-throated Whitestart - Myioborus miniatus.mp3,68.96327083333334,0,21.0,3.0,48000,Myioborus miniatus,0.8589271306991577,Slate-throated Whitestart
20530,20530,./../all_10_species/,XC77083 - Slate-throated Whitestart - Myioborus miniatus.mp3,68.96327083333334,0,54.0,3.0,48000,Myioborus miniatus,0.7340785264968872,Slate-throated Whitestart
20533,20533,./../all_10_species/,XC77083 - Slate-throated Whitestart - Myioborus miniatus.mp3,68.96327083333334,0,63.0,3.0,48000,Myioborus miniatus,0.8063085079193115,Slate-throated Whitestart
20539,20539,./../all_10_species/,XC175785 - Rufous-collared Sparrow - Zonotrichia capensis.mp3,22.98777083333333,0,12.0,3.0,48000,Zonotrichia capensis,0.8810885548591614,Rufous-collared Sparrow
20541,20541,./../all_10_species/,XC175785 - Rufous-collared Sparrow - Zonotrichia capensis.mp3,22.98777083333333,0,18.0,3.0,48000,Zonotrichia capensis,0.6026650667190552,Rufous-collared Sparrow
20543,20543,./../all_10_species/,XC56622 - White-throated Toucan - Ramphastos tucanus.mp3,120.048,0,0.0,3.0,48000,Ramphastos tucanus,0.998955011367798,White-throated Toucan
20544,20544,./../all_10_species/,XC56622 - White-throated Toucan - Ramphastos tucanus.mp3,120.048,0,3.0,3.0,48000,Ramphastos tucanus,0.998456597328186,White-throated Toucan
20545,20545,./../all_10_species/,XC56622 - White-throated Toucan - Ramphastos tucanus.mp3,120.048,0,6.0,3.0,48000,Ramphastos tucanus,0.9962679743766784,White-throated Toucan
20546,20546,./../all_10_species/,XC56622 - White-throated Toucan - Ramphastos tucanus.mp3,120.048,0,9.0,3.0,48000,Ramphastos tucanus,0.9959967136383056,White-throated Toucan
20547,20547,./../all_10_species/,XC56622 - White-throated Toucan - Ramphastos tucanus.mp3,120.048,0,12.0,3.0,48000,Ramphastos tucanus,0.9982763528823853,White-throated Toucan
20548,20548,./../all_10_species/,XC56622 - White-throated Toucan - Ramphastos tucanus.mp3,120.048,0,15.0,3.0,48000,Ramphastos tucanus,0.9994847774505616,White-throated Toucan
20549,20549,./../all_10_species/,XC56622 - White-throated Toucan - Ramphastos tucanus.mp3,120.048,0,18.0,3.0,48000,Ramphastos tucanus,0.9985015392303468,White-throated Toucan
20551,20551,./../all_10_species/,XC56622 - White-throated Toucan - Ramphastos tucanus.mp3,120.048,0,24.0,3.0,48000,Ramphastos tucanus,0.9989197254180908,White-throated Toucan
20552,20552,./../all_10_species/,XC56622 - White-throated Toucan - Ramphastos tucanus.mp3,120.048,0,27.0,3.0,48000,Ramphastos tucanus,0.9863328337669371,White-throated Toucan
20553,20553,./../all_10_species/,XC56622 - White-throated Toucan - Ramphastos tucanus.mp3,120.048,0,30.0,3.0,48000,Ramphastos tucanus,0.9982798099517822,White-throated Toucan
20554,20554,./../all_10_species/,XC56622 - White-throated Toucan - Ramphastos tucanus.mp3,120.048,0,33.0,3.0,48000,Ramphastos tucanus,0.9992642998695374,White-throated Toucan
20555,20555,./../all_10_species/,XC56622 - White-throated Toucan - Ramphastos tucanus.mp3,120.048,0,36.0,3.0,48000,Ramphastos tucanus,0.9997978806495668,White-throated Toucan
20556,20556,./../all_10_species/,XC56622 - White-throated Toucan - Ramphastos tucanus.mp3,120.048,0,39.0,3.0,48000,Ramphastos tucanus,0.9998457431793212,White-throated Toucan
20557,20557,./../all_10_species/,XC56622 - White-throated Toucan - Ramphastos tucanus.mp3,120.048,0,42.0,3.0,48000,Ramphastos tucanus,0.999756157398224,White-throated Toucan
20559,20559,./../all_10_species/,XC56622 - White-throated Toucan - Ramphastos tucanus.mp3,120.048,0,48.0,3.0,48000,Ramphastos tucanus,0.995381772518158,White-throated Toucan
20560,20560,./../all_10_species/,XC56622 - White-throated Toucan - Ramphastos tucanus.mp3,120.048,0,51.0,3.0,48000,Ramphastos tucanus,0.9904312491416932,White-throated Toucan
20561,20561,./../all_10_species/,XC56622 - White-throated Toucan - Ramphastos tucanus.mp3,120.048,0,54.0,3.0,48000,Ramphastos tucanus,0.9989643096923828,White-throated Toucan
20562,20562,./../all_10_species/,XC56622 - White-throated Toucan - Ramphastos tucanus.mp3,120.048,0,57.0,3.0,48000,Ramphastos tucanus,0.9874130487442015,White-throated Toucan
20563,20563,./../all_10_species/,XC56622 - White-throated Toucan - Ramphastos tucanus.mp3,120.048,0,60.0,3.0,48000,Ramphastos tucanus,0.998976230621338,White-throated Toucan
20565,20565,./../all_10_species/,XC56622 - White-throated Toucan - Ramphastos tucanus.mp3,120.048,0,66.0,3.0,48000,Ramphastos tucanus,0.9994341731071472,White-throated Toucan
20566,20566,./../all_10_species/,XC56622 - White-throated Toucan - Ramphastos tucanus.mp3,120.048,0,69.0,3.0,48000,Ramphastos tucanus,0.99961119890213,White-throated Toucan
20567,20567,./../all_10_species/,XC56622 - White-throated Toucan - Ramphastos tucanus.mp3,120.048,0,72.0,3.0,48000,Ramphastos tucanus,0.9996336698532104,White-throated Toucan
20569,20569,./../all_10_species/,XC56622 - White-throated Toucan - Ramphastos tucanus.mp3,120.048,0,78.0,3.0,48000,Ramphastos tucanus,0.9996827840805054,White-throated Toucan
20570,20570,./../all_10_species/,XC56622 - White-throated Toucan - Ramphastos tucanus.mp3,120.048,0,81.0,3.0,48000,Ramphastos tucanus,0.9991186261177064,White-throated Toucan
20571,20571,./../all_10_species/,XC56622 - White-throated Toucan - Ramphastos tucanus.mp3,120.048,0,84.0,3.0,48000,Ramphastos tucanus,0.9801762104034424,White-throated Toucan
20572,20572,./../all_10_species/,XC56622 - White-throated Toucan - Ramphastos tucanus.mp3,120.048,0,87.0,3.0,48000,Ramphastos tucanus,0.9988101720809937,White-throated Toucan
20573,20573,./../all_10_species/,XC56622 - White-throated Toucan - Ramphastos tucanus.mp3,120.048,0,90.0,3.0,48000,Ramphastos tucanus,0.9946500658988952,White-throated Toucan
20574,20574,./../all_10_species/,XC56622 - White-throated Toucan - Ramphastos tucanus.mp3,120.048,0,93.0,3.0,48000,Ramphastos tucanus,0.52260822057724,White-throated Toucan
20575,20575,./../all_10_species/,XC56622 - White-throated Toucan - Ramphastos tucanus.mp3,120.048,0,96.0,3.0,48000,Ramphastos tucanus,0.9878585338592528,White-throated Toucan
20576,20576,./../all_10_species/,XC56622 - White-throated Toucan - Ramphastos tucanus.mp3,120.048,0,99.0,3.0,48000,Ramphastos tucanus,0.6470410823822021,White-throated Toucan
20577,20577,./../all_10_species/,XC56622 - White-throated Toucan - Ramphastos tucanus.mp3,120.048,0,102.0,3.0,48000,Ramphastos tucanus,0.9974466562271118,White-throated Toucan
20579,20579,./../all_10_species/,XC56622 - White-throated Toucan - Ramphastos tucanus.mp3,120.048,0,108.0,3.0,48000,Ramphastos tucanus,0.9808117151260376,White-throated Toucan
20581,20581,./../all_10_species/,XC56622 - White-throated Toucan - Ramphastos tucanus.mp3,120.048,0,114.0,3.0,48000,Ramphastos tucanus,0.993209421634674,White-throated Toucan
20583,20583,./../all_10_species/,XC82087 - Pale-breasted Thrush - Turdus leucomelas albiventer.mp3,37.198375,0,0.0,3.0,48000,Turdus leucomelas,0.5847844481468201,Pale-breasted Thrush
20584,20584,./../all_10_species/,XC82087 - Pale-breasted Thrush - Turdus leucomelas albiventer.mp3,37.198375,0,3.0,3.0,48000,Turdus leucomelas,0.8430539965629578,Pale-breasted Thrush
20586,20586,./../all_10_species/,XC82087 - Pale-breasted Thrush - Turdus leucomelas albiventer.mp3,37.198375,0,9.0,3.0,48000,Turdus leucomelas,0.668978750705719,Pale-breasted Thrush
20588,20588,./../all_10_species/,XC82087 - Pale-breasted Thrush - Turdus leucomelas albiventer.mp3,37.198375,0,15.0,3.0,48000,Turdus leucomelas,0.9202166199684144,Pale-breasted Thrush
20593,20593,./../all_10_species/,XC82087 - Pale-breasted Thrush - Turdus leucomelas albiventer.mp3,37.198375,0,30.0,3.0,48000,Turdus leucomelas,0.8847172260284424,Pale-breasted Thrush
20596,20596,./../all_10_species/,XC546027 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3,46.13225,0,3.0,3.0,48000,Tolmomyias sulphurescens,0.6606576442718506,Yellow-olive Flatbill
20597,20597,./../all_10_species/,XC546027 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3,46.13225,0,6.0,3.0,48000,Tolmomyias sulphurescens,0.7384681701660156,Yellow-olive Flatbill
20598,20598,./../all_10_species/,XC546027 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3,46.13225,0,9.0,3.0,48000,Tolmomyias sulphurescens,0.5760109424591064,Yellow-olive Flatbill
20599,20599,./../all_10_species/,XC546027 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3,46.13225,0,12.0,3.0,48000,Tolmomyias sulphurescens,0.6066005229949951,Yellow-olive Flatbill
20600,20600,./../all_10_species/,XC546027 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3,46.13225,0,15.0,3.0,48000,Tolmomyias sulphurescens,0.5688082575798035,Yellow-olive Flatbill
20601,20601,./../all_10_species/,XC546027 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3,46.13225,0,18.0,3.0,48000,Tolmomyias sulphurescens,0.8150122165679932,Yellow-olive Flatbill
20603,20603,./../all_10_species/,XC546027 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3,46.13225,0,24.0,3.0,48000,Tolmomyias sulphurescens,0.6324318051338196,Yellow-olive Flatbill
20604,20604,./../all_10_species/,XC546027 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3,46.13225,0,27.0,3.0,48000,Tolmomyias sulphurescens,0.5218905210494995,Yellow-olive Flatbill
20605,20605,./../all_10_species/,XC546027 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3,46.13225,0,30.0,3.0,48000,Tolmomyias sulphurescens,0.577409565448761,Yellow-olive Flatbill
20606,20606,./../all_10_species/,XC546027 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3,46.13225,0,33.0,3.0,48000,Tolmomyias sulphurescens,0.5443668961524963,Yellow-olive Flatbill
20608,20608,./../all_10_species/,XC546027 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3,46.13225,0,39.0,3.0,48000,Tolmomyias sulphurescens,0.893895149230957,Yellow-olive Flatbill
20609,20609,./../all_10_species/,XC546027 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3,46.13225,0,42.0,3.0,48000,Tolmomyias sulphurescens,0.9094285368919371,Yellow-olive Flatbill
20610,20610,./../all_10_species/,XC38059 - Buff-throated Woodcreeper - Xiphorhynchus guttatus.mp3,55.222875,0,0.0,3.0,48000,Xiphorhynchus guttatus,0.8907324075698853,Buff-throated Woodcreeper
20612,20612,./../all_10_species/,XC38059 - Buff-throated Woodcreeper - Xiphorhynchus guttatus.mp3,55.222875,0,6.0,3.0,48000,Xiphorhynchus guttatus,0.8760145306587219,Buff-throated Woodcreeper
20614,20614,./../all_10_species/,XC38059 - Buff-throated Woodcreeper - Xiphorhynchus guttatus.mp3,55.222875,0,12.0,3.0,48000,Xiphorhynchus guttatus,0.9188973307609558,Buff-throated Woodcreeper
20616,20616,./../all_10_species/,XC38059 - Buff-throated Woodcreeper - Xiphorhynchus guttatus.mp3,55.222875,0,18.0,3.0,48000,Xiphorhynchus guttatus,0.8940680623054504,Buff-throated Woodcreeper
20617,20617,./../all_10_species/,XC38059 - Buff-throated Woodcreeper - Xiphorhynchus guttatus.mp3,55.222875,0,21.0,3.0,48000,Xiphorhynchus guttatus,0.8118059635162354,Buff-throated Woodcreeper
20618,20618,./../all_10_species/,XC38059 - Buff-throated Woodcreeper - Xiphorhynchus guttatus.mp3,55.222875,0,24.0,3.0,48000,Xiphorhynchus guttatus,0.9138496518135072,Buff-throated Woodcreeper
20619,20619,./../all_10_species/,XC38059 - Buff-throated Woodcreeper - Xiphorhynchus guttatus.mp3,55.222875,0,27.0,3.0,48000,Xiphorhynchus guttatus,0.8926389217376709,Buff-throated Woodcreeper
20621,20621,./../all_10_species/,XC38059 - Buff-throated Woodcreeper - Xiphorhynchus guttatus.mp3,55.222875,0,33.0,3.0,48000,Xiphorhynchus guttatus,0.779664158821106,Buff-throated Woodcreeper
20624,20624,./../all_10_species/,XC38059 - Buff-throated Woodcreeper - Xiphorhynchus guttatus.mp3,55.222875,0,42.0,3.0,48000,Xiphorhynchus guttatus,0.8355020880699158,Buff-throated Woodcreeper
20627,20627,./../all_10_species/,XC38059 - Buff-throated Woodcreeper - Xiphorhynchus guttatus.mp3,55.222875,0,51.0,3.0,48000,Xiphorhynchus guttatus,0.7100488543510437,Buff-throated Woodcreeper
20628,20628,./../all_10_species/,XC45232 - Yellow-olive Flatbill - Tolmomyias sulphurescens peruvianus.mp3,45.5575625,0,0.0,3.0,48000,Tolmomyias sulphurescens,0.8678964376449585,Yellow-olive Flatbill
20640,20640,./../all_10_species/,XC45232 - Yellow-olive Flatbill - Tolmomyias sulphurescens peruvianus.mp3,45.5575625,0,36.0,3.0,48000,Tolmomyias sulphurescens,0.5008131265640259,Yellow-olive Flatbill
20643,20643,./../all_10_species/,XC319609 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3,50.928,0,0.0,3.0,48000,Tolmomyias sulphurescens,0.8727150559425354,Yellow-olive Flatbill
20644,20644,./../all_10_species/,XC319609 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3,50.928,0,3.0,3.0,48000,Tolmomyias sulphurescens,0.9201312065124512,Yellow-olive Flatbill
20645,20645,./../all_10_species/,XC319609 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3,50.928,0,6.0,3.0,48000,Tolmomyias sulphurescens,0.9311698079109192,Yellow-olive Flatbill
20646,20646,./../all_10_species/,XC319609 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3,50.928,0,9.0,3.0,48000,Tolmomyias sulphurescens,0.7697573304176331,Yellow-olive Flatbill
20647,20647,./../all_10_species/,XC319609 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3,50.928,0,12.0,3.0,48000,Tolmomyias sulphurescens,0.9398289918899536,Yellow-olive Flatbill
20648,20648,./../all_10_species/,XC319609 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3,50.928,0,15.0,3.0,48000,Tolmomyias sulphurescens,0.6536166071891785,Yellow-olive Flatbill
20649,20649,./../all_10_species/,XC319609 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3,50.928,0,18.0,3.0,48000,Tolmomyias sulphurescens,0.9223397374153136,Yellow-olive Flatbill
20650,20650,./../all_10_species/,XC319609 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3,50.928,0,21.0,3.0,48000,Tolmomyias sulphurescens,0.9211878180503844,Yellow-olive Flatbill
20651,20651,./../all_10_species/,XC319609 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3,50.928,0,24.0,3.0,48000,Tolmomyias sulphurescens,0.9111627340316772,Yellow-olive Flatbill
20653,20653,./../all_10_species/,XC319609 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3,50.928,0,30.0,3.0,48000,Tolmomyias sulphurescens,0.9555208086967468,Yellow-olive Flatbill
20654,20654,./../all_10_species/,XC319609 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3,50.928,0,33.0,3.0,48000,Tolmomyias sulphurescens,0.9569281339645386,Yellow-olive Flatbill
20655,20655,./../all_10_species/,XC319609 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3,50.928,0,36.0,3.0,48000,Tolmomyias sulphurescens,0.9523658752441406,Yellow-olive Flatbill
20656,20656,./../all_10_species/,XC319609 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3,50.928,0,39.0,3.0,48000,Tolmomyias sulphurescens,0.930539608001709,Yellow-olive Flatbill
20657,20657,./../all_10_species/,XC319609 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3,50.928,0,42.0,3.0,48000,Tolmomyias sulphurescens,0.8098493218421936,Yellow-olive Flatbill
20658,20658,./../all_10_species/,XC319609 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3,50.928,0,45.0,3.0,48000,Tolmomyias sulphurescens,0.942722737789154,Yellow-olive Flatbill
20659,20659,./../all_10_species/,XC319609 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3,50.928,0,48.0,3.0,48000,Tolmomyias sulphurescens,0.8998473286628723,Yellow-olive Flatbill
20680,20680,./../all_10_species/,XC15083 - Southern Nightingale-Wren - Microcerculus marginatus.mp3,78.34122916666666,0,0.0,3.0,48000,Microcerculus marginatus,0.6212533116340637,Southern Nightingale-Wren
20681,20681,./../all_10_species/,XC15083 - Southern Nightingale-Wren - Microcerculus marginatus.mp3,78.34122916666666,0,3.0,3.0,48000,Microcerculus marginatus,0.7436175346374512,Southern Nightingale-Wren
20682,20682,./../all_10_species/,XC15083 - Southern Nightingale-Wren - Microcerculus marginatus.mp3,78.34122916666666,0,6.0,3.0,48000,Microcerculus marginatus,0.7812552452087402,Southern Nightingale-Wren
20683,20683,./../all_10_species/,XC15083 - Southern Nightingale-Wren - Microcerculus marginatus.mp3,78.34122916666666,0,9.0,3.0,48000,Microcerculus marginatus,0.6677910089492798,Southern Nightingale-Wren
20684,20684,./../all_10_species/,XC15083 - Southern Nightingale-Wren - Microcerculus marginatus.mp3,78.34122916666666,0,12.0,3.0,48000,Microcerculus marginatus,0.5679870247840881,Southern Nightingale-Wren
20692,20692,./../all_10_species/,XC15083 - Southern Nightingale-Wren - Microcerculus marginatus.mp3,78.34122916666666,0,36.0,3.0,48000,Microcerculus marginatus,0.5852534174919128,Southern Nightingale-Wren
20693,20693,./../all_10_species/,XC15083 - Southern Nightingale-Wren - Microcerculus marginatus.mp3,78.34122916666666,0,39.0,3.0,48000,Microcerculus marginatus,0.8073879480361938,Southern Nightingale-Wren
20697,20697,./../all_10_species/,XC15083 - Southern Nightingale-Wren - Microcerculus marginatus.mp3,78.34122916666666,0,51.0,3.0,48000,Microcerculus marginatus,0.6797243356704712,Southern Nightingale-Wren
20698,20698,./../all_10_species/,XC15083 - Southern Nightingale-Wren - Microcerculus marginatus.mp3,78.34122916666666,0,54.0,3.0,48000,Microcerculus marginatus,0.6685255765914917,Southern Nightingale-Wren
20699,20699,./../all_10_species/,XC15083 - Southern Nightingale-Wren - Microcerculus marginatus.mp3,78.34122916666666,0,57.0,3.0,48000,Microcerculus marginatus,0.6809158325195312,Southern Nightingale-Wren
20703,20703,./../all_10_species/,XC15083 - Southern Nightingale-Wren - Microcerculus marginatus.mp3,78.34122916666666,0,69.0,3.0,48000,Microcerculus marginatus,0.6263607740402222,Southern Nightingale-Wren
20706,20706,./../all_10_species/,XC261221 - Blue-grey Tanager - Thraupis episcopus coelestis.mp3,19.06939583333333,0,0.0,3.0,48000,Thraupis episcopus,0.9071221947669984,Blue-grey Tanager
20707,20707,./../all_10_species/,XC261221 - Blue-grey Tanager - Thraupis episcopus coelestis.mp3,19.06939583333333,0,3.0,3.0,48000,Thraupis episcopus,0.8179569244384766,Blue-grey Tanager
20708,20708,./../all_10_species/,XC261221 - Blue-grey Tanager - Thraupis episcopus coelestis.mp3,19.06939583333333,0,6.0,3.0,48000,Thraupis episcopus,0.6665394306182861,Blue-grey Tanager
20711,20711,./../all_10_species/,XC261221 - Blue-grey Tanager - Thraupis episcopus coelestis.mp3,19.06939583333333,0,15.0,3.0,48000,Thraupis episcopus,0.9740672707557678,Blue-grey Tanager
20734,20734,./../all_10_species/,XC122964 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3,60.8130625,0,54.0,3.0,48000,Tolmomyias sulphurescens,0.5965838432312012,Yellow-olive Flatbill
20737,20737,./../all_10_species/,XC609689 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3,5.6,0,3.0,3.0,48000,Tolmomyias sulphurescens,0.5679210424423218,Yellow-olive Flatbill
20740,20740,./../all_10_species/,XC201976 - Rufous-collared Sparrow - Zonotrichia capensis.mp3,2.5679375,0,0.0,3.0,48000,Zonotrichia capensis,0.6594065427780151,Rufous-collared Sparrow
20741,20741,./../all_10_species/,XC148039 - Scaly-breasted Woodpecker - Celeus grammicus.mp3,10.480020833333333,0,0.0,3.0,48000,Celeus grammicus,0.9877145290374756,Scaly-breasted Woodpecker
20744,20744,./../all_10_species/,XC45519 - Rufous-collared Sparrow - Zonotrichia capensis costaricensis.mp3,21.2375625,0,0.0,3.0,48000,Zonotrichia capensis,0.821069598197937,Rufous-collared Sparrow
20746,20746,./../all_10_species/,XC45519 - Rufous-collared Sparrow - Zonotrichia capensis costaricensis.mp3,21.2375625,0,6.0,3.0,48000,Zonotrichia capensis,0.594853401184082,Rufous-collared Sparrow
20748,20748,./../all_10_species/,XC45519 - Rufous-collared Sparrow - Zonotrichia capensis costaricensis.mp3,21.2375625,0,12.0,3.0,48000,Zonotrichia capensis,0.6732802391052246,Rufous-collared Sparrow
20750,20750,./../all_10_species/,XC45519 - Rufous-collared Sparrow - Zonotrichia capensis costaricensis.mp3,21.2375625,0,18.0,3.0,48000,Zonotrichia capensis,0.917233943939209,Rufous-collared Sparrow
20759,20759,./../all_10_species/,XC463235 - Green-backed Trogon - Trogon viridis.mp3,66.742875,0,0.0,3.0,48000,Trogon viridis,0.8615607619285583,Green-backed Trogon
20760,20760,./../all_10_species/,XC463235 - Green-backed Trogon - Trogon viridis.mp3,66.742875,0,3.0,3.0,48000,Trogon viridis,0.8824780583381653,Green-backed Trogon
20761,20761,./../all_10_species/,XC463235 - Green-backed Trogon - Trogon viridis.mp3,66.742875,0,6.0,3.0,48000,Trogon viridis,0.9343891739845276,Green-backed Trogon
20765,20765,./../all_10_species/,XC463235 - Green-backed Trogon - Trogon viridis.mp3,66.742875,0,18.0,3.0,48000,Trogon viridis,0.8935606479644775,Green-backed Trogon
20766,20766,./../all_10_species/,XC463235 - Green-backed Trogon - Trogon viridis.mp3,66.742875,0,21.0,3.0,48000,Trogon viridis,0.9032429456710817,Green-backed Trogon
20767,20767,./../all_10_species/,XC463235 - Green-backed Trogon - Trogon viridis.mp3,66.742875,0,24.0,3.0,48000,Trogon viridis,0.7034752368927002,Green-backed Trogon
20769,20769,./../all_10_species/,XC463235 - Green-backed Trogon - Trogon viridis.mp3,66.742875,0,30.0,3.0,48000,Trogon viridis,0.8985453248023987,Green-backed Trogon
20770,20770,./../all_10_species/,XC463235 - Green-backed Trogon - Trogon viridis.mp3,66.742875,0,33.0,3.0,48000,Trogon viridis,0.9236998558044434,Green-backed Trogon
20771,20771,./../all_10_species/,XC463235 - Green-backed Trogon - Trogon viridis.mp3,66.742875,0,36.0,3.0,48000,Trogon viridis,0.8145761489868164,Green-backed Trogon
20774,20774,./../all_10_species/,XC463235 - Green-backed Trogon - Trogon viridis.mp3,66.742875,0,45.0,3.0,48000,Trogon viridis,0.9281935095787048,Green-backed Trogon
20775,20775,./../all_10_species/,XC463235 - Green-backed Trogon - Trogon viridis.mp3,66.742875,0,48.0,3.0,48000,Trogon viridis,0.8651990294456482,Green-backed Trogon
20779,20779,./../all_10_species/,XC463235 - Green-backed Trogon - Trogon viridis.mp3,66.742875,0,60.0,3.0,48000,Trogon viridis,0.9426122307777404,Green-backed Trogon
20780,20780,./../all_10_species/,XC463235 - Green-backed Trogon - Trogon viridis.mp3,66.742875,0,63.0,3.0,48000,Trogon viridis,0.974493443965912,Green-backed Trogon
20781,20781,./../all_10_species/,XC704934 - Buff-throated Woodcreeper - Xiphorhynchus guttatus guttatoides.mp3,16.7445,0,0.0,3.0,48000,Xiphorhynchus guttatus,0.5852783918380737,Buff-throated Woodcreeper
20783,20783,./../all_10_species/,XC704934 - Buff-throated Woodcreeper - Xiphorhynchus guttatus guttatoides.mp3,16.7445,0,6.0,3.0,48000,Xiphorhynchus guttatus,0.5604609847068787,Buff-throated Woodcreeper
20786,20786,./../all_10_species/,XC704934 - Buff-throated Woodcreeper - Xiphorhynchus guttatus guttatoides.mp3,16.7445,0,15.0,3.0,48000,Xiphorhynchus guttatus,0.7724897861480713,Buff-throated Woodcreeper
20787,20787,./../all_10_species/,XC231858 - Pale-breasted Thrush - Turdus leucomelas.mp3,18.113041666666668,0,0.0,3.0,48000,Turdus leucomelas,0.7059937715530396,Pale-breasted Thrush
20788,20788,./../all_10_species/,XC231858 - Pale-breasted Thrush - Turdus leucomelas.mp3,18.113041666666668,0,3.0,3.0,48000,Turdus leucomelas,0.7279385924339294,Pale-breasted Thrush
20793,20793,./../all_10_species/,XC1957 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3,47.647354166666666,0,0.0,3.0,48000,Tolmomyias sulphurescens,0.9292737245559692,Yellow-olive Flatbill
