,FILE SPECIES,PATH,START,END,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400,401,402,403,404,405,406,407,408,409,410,411,412,413,414,415,416,417,418,419,IN FILE,LABELS
10474,Xiphorhynchus guttatus polystictus,./input/cosmos_embeddings/,0.0,3.0,1.3120843,1.0669861,0.4837489,0.6607691,0.72897017,0.49320328,2.0231237,1.0253838,0.8315704,0.48691374,0.95639,0.863564,0.9370916,0.8917941,0.42590082,0.8077733,0.72320414,0.22591281,1.0125607,0.484038,1.733528,0.2530552,1.1066384,1.5589942,1.1148379,0.6158236,1.0750307,1.2125016,0.33345443,1.8227562,0.789821,0.9058976,0.6297746,0.65903217,0.1351648,0.60389113,1.1271083,0.42696798,0.690771,1.5185043,0.14804372,0.60367554,1.3533949,0.7888932,0.56539446,1.0522717,0.54421616,1.4107267,0.35502273,2.4353578,0.8145131,0.9834087,0.46590054,0.62351817,0.48848712,0.737661,0.87673616,0.28368586,0.5342536,1.0069718,0.7666222,1.4330225,0.9786278,1.2192667,0.36215305,2.1807823,0.42042136,1.3543175,1.2638466,0.8463625,0.46483004,0.74471474,1.4410822,0.20649678,0.622314,0.37693548,0.45396644,0.58609915,0.8226104,1.3458753,0.5528097,0.81894845,0.74180233,1.1955041,1.170135,1.4671122,1.3492901,0.10407394,0.7084613,1.9789362,0.87965214,2.5610123,0.939299,0.6805692,1.1147455,0.54905903,0.49120766,0.24739057,0.39966953,0.75115645,0.5029306,0.2130155,0.72485256,1.4014221,1.2187612,0.7994373,0.38007975,0.088146985,1.1712456,1.0279449,0.5024669,0.2479459,0.24731028,0.5777469,1.0568253,2.0891848,1.2085533,0.3626356,0.521052,0.41741717,0.76680684,1.0659424,0.87286866,1.2118831,0.97630596,0.12873769,1.2296914,0.8435066,1.3367085,1.36934,0.79637975,0.23209107,0.5986415,0.5901774,1.3214226,0.70063156,1.2370969,0.32564133,0.6739444,1.9364104,0.50345016,0.60419965,0.6286578,0.48253828,0.82207286,0.6639501,0.78659415,1.1656505,1.4639975,0.474703,1.2064884,0.2983262,0.7405642,0.31741512,1.0683416,0.42637318,0.31498182,1.1070292,1.2706704,1.8691982,0.5481595,0.34684718,1.4464417,0.58460784,0.4346807,1.2687068,1.1955281,0.79904974,1.6720393,1.0422198,0.52464116,1.9739918,0.34282905,0.9102726,0.9638594,1.2994292,1.1440897,1.0542436,0.753885,0.6054137,1.2998217,0.807701,1.0923401,0.2977053,1.242009,0.2025131,0.38379788,1.2019255,1.4020466,0.27109468,0.34882677,0.5608219,0.42553324,0.9112152,1.2232802,0.42626098,0.70836115,0.7173804,0.9641457,1.7284659,0.078335434,0.41838002,1.0258613,0.34778517,1.2361476,1.3912636,0.37768307,0.48547357,0.66962457,0.394297,1.1938859,0.5576564,0.8879219,0.6557844,0.72584206,0.9855896,0.62950456,1.7653002,0.79810584,0.30022192,0.3965261,2.0724154,1.075072,0.96365535,0.6916184,1.3598334,0.64023626,0.79038906,0.6080123,0.43072778,0.7880993,1.9941858,1.9224694,0.79017854,1.4130065,1.0103085,0.42772856,0.9218378,0.9751978,0.96543276,0.5200618,0.7369531,0.73017395,1.034437,0.84752846,0.83493805,1.6695395,0.7826813,0.899544,0.43124244,1.4756231,0.22598737,0.47392666,1.4150302,0.5216392,0.67532325,1.413939,2.431324,0.8723859,0.27188748,0.66308844,0.9998143,0.6963134,0.9217477,0.33408594,0.415246,0.26775712,1.3590206,1.1912501,0.50812554,0.9869026,0.5439155,0.24900413,1.3064547,0.47202617,0.7990718,0.5972023,0.40779662,0.5762092,0.92560697,0.51995003,0.21323174,0.66271496,0.5018734,0.4379794,0.44655275,1.2892814,1.3533022,0.36434436,0.8931703,0.6659183,0.4808886,0.39521337,0.7104963,1.0531877,0.5235138,1.1823529,0.7171738,0.9074779,1.3582592,1.4716786,0.30601016,1.7338768,0.7303679,0.9661046,0.5997246,0.9317217,1.2918886,0.9266405,0.63927615,2.0140576,0.8453645,0.4736119,1.6356071,0.3179493,0.7418294,1.1758022,0.675115,0.4552706,0.6386188,0.39114165,0.85337055,0.7953384,0.16863483,0.28549927,1.276665,1.6102628,0.38688362,0.21057773,0.5781002,0.8990226,1.2049432,0.52539456,0.8367734,0.9557538,0.112392336,0.40788615,0.97707343,0.86001706,1.4093018,0.6048861,1.1788604,0.42488784,0.9677861,1.1395179,1.896533,1.0152631,0.6313721,0.97438395,0.44269466,1.2246171,2.8758302,0.9768014,0.5505767,0.7591305,0.69097483,0.23537195,0.55017436,0.8595842,0.69812787,0.33607197,0.6464273,1.2491708,1.4274559,1.2526902,0.2698254,0.7554874,1.4255272,0.48599553,1.0967697,0.6138212,1.2217773,0.94981253,1.7346733,0.7971696,0.33925748,1.1321548,0.21089703,0.71975327,1.1981419,0.62525487,0.96357644,0.512554,0.61575794,0.9771445,0.6981838,0.34248817,0.83429456,0.74843,0.470181,1.812143,1.1473253,0.3742265,1.5715865,0.65808374,2.7216945,0.6507616,0.18771562,1.1462598,0.7759284,0.5943458,0.59420425,0.77518296,1.0975451,1.0766908,1.3180953,0.70252573,1.073206,0.93493056,0.9438095,0.5674434,0.36763614,0.117592365,1.4551027,0.8627566,0.23668712,0.7959076,0.73690426,0.9314779,0.11004239,XC232397 - Buff-throated Woodcreeper - Xiphorhynchus guttatus polystictus.wav,-1
10475,Xiphorhynchus guttatus polystictus,./input/cosmos_embeddings/,3.0,6.0,0.5238469,0.4287849,0.4587624,0.4548691,0.50251615,0.4519329,0.36397272,0.37344736,0.7072164,0.5694083,0.80841184,0.35951293,1.5170033,0.9699149,0.2830694,0.39973366,0.3770134,0.38496602,0.89846647,0.2567768,1.5965159,0.012428194,0.69939065,1.475101,0.50586903,0.82461596,0.985196,0.68873125,0.58621037,1.1828753,0.22331333,0.2702096,0.24232072,0.32337767,0.58578,0.60192466,0.6796291,0.37374437,0.833675,0.51152575,0.18911302,0.5311314,1.2442484,0.59223616,0.45856124,0.9530127,0.30975294,1.2049187,0.051315457,2.0903215,0.8288135,1.0891764,0.7082853,0.40154576,0.47534853,0.56710863,0.40890104,0.80190885,0.21633902,0.5197256,0.601035,1.5382831,0.8608772,0.44578624,0.14077735,0.8243526,0.65000176,0.6952876,1.655999,0.3538651,0.10409826,0.6859665,0.7906094,0.6103611,0.99077636,0.5113561,0.44978932,0.3805018,0.28759605,0.9313744,1.3873616,0.81878686,0.4516909,0.56025386,1.0121827,1.5667995,0.19538528,0.12304023,0.5178474,1.8169457,0.21567994,1.6857907,0.51004857,0.69731617,1.0849355,0.35138482,0.57197064,0.0063095912,0.63577795,0.5913558,0.6602758,0.29580224,0.3051778,1.1829913,0.7795118,0.551274,0.14456025,0.283555,0.8759026,0.9538818,0.68718714,0.6343928,0.37301016,0.27873605,1.1919122,0.8442788,0.67903185,0.8341092,0.298203,0.8589165,0.6869951,0.5682809,0.891706,0.4635579,1.4802387,0.045323625,1.1872964,0.65564644,0.4829623,1.0533829,0.5201712,0.45883027,0.45374686,0.5427273,0.80832523,0.62330574,0.6104063,0.25944877,0.28652838,1.6312226,0.31468543,0.43160897,0.6297396,0.4350909,1.1784327,0.54155594,0.43831027,1.5420536,0.8515217,0.3922097,0.5332161,0.87191707,0.40347874,0.6686701,0.8256184,0.2487185,0.32420418,0.42558807,0.9903655,1.1494242,0.7384759,0.8438152,0.85336757,0.42362952,0.80872935,0.68397474,0.7315881,0.6078945,0.7769153,1.3216434,0.8420526,1.1548091,0.169056,0.71560144,0.55816734,1.041951,1.570138,0.8689973,0.34339845,0.09502047,1.471683,0.74702704,0.7089286,0.3254174,1.0791167,0.22819793,0.36237407,0.8482531,1.1531808,0.3340269,0.74647444,0.8815427,0.22845322,0.5851078,0.46034002,0.5665207,0.74032694,0.7058894,0.5605394,1.0021907,0.4035713,0.65900683,0.9262192,0.09755327,0.58738226,1.4483846,0.6000822,0.70759094,0.522159,0.04632643,0.61416876,0.7929219,0.74146175,0.6752259,0.8485799,0.1667437,0.32636005,0.6519061,0.3431024,0.47338843,0.075804055,1.0268707,1.077197,0.6480594,0.5686402,0.67454034,0.31428158,0.44384718,0.90780973,0.34570622,1.0359507,0.46888888,1.1639137,1.0367162,0.67694056,0.71156806,0.40148014,0.55153805,1.1090263,1.5801318,0.41062933,0.56556165,0.1426374,0.82610446,0.9617278,0.17255262,1.2112195,1.1875831,0.6699922,0.42386505,1.4620707,0.11575708,0.6601676,1.1107603,1.8952928,0.8984646,0.6031803,0.8939297,0.9447824,0.023437202,0.3731174,0.6199459,0.663633,0.72646266,0.5946126,0.48228556,0.24167809,1.2823256,0.5395404,0.4111359,0.9085027,0.678999,0.57357574,0.841491,0.38912314,0.6814004,0.556195,0.28430253,0.5389042,0.6677032,0.56188834,0.093717635,0.60835284,0.7643799,0.3093469,0.7068575,0.45545328,1.2321358,0.5815135,0.7307966,0.779462,0.45338494,0.23077416,0.60813046,0.6019631,0.39287078,0.8288841,0.79226875,0.60454327,1.6514602,0.90539205,0.2908365,1.4728873,0.33756524,0.69289,0.387096,0.7964312,0.519346,0.41982675,0.9353312,0.75323975,0.30722022,0.37280828,0.45405734,0.1159254,0.3523352,0.5670885,0.7222873,0.24207649,0.8793047,0.3911789,1.301343,0.99678355,0.17851189,0.67021334,0.7845359,1.2388875,0.75050306,0.2944994,1.1590083,1.1597139,0.7030457,0.27828154,0.58580905,0.3514803,0.7631483,0.81408215,0.41316092,0.75821507,1.2213192,0.68963367,0.89309406,1.0614107,1.1021447,0.6153735,1.0715789,1.2317581,0.5632642,0.8609546,0.7862943,0.96012855,1.6882993,1.0511645,0.50771666,0.50598615,0.7446986,0.53201574,0.3017854,0.6498227,0.014788181,0.114379704,0.25822484,1.0127587,0.76134706,1.077882,0.5110583,0.31432587,0.60600495,0.72709167,0.7443598,1.1761794,0.9551838,0.3665769,0.5106606,0.89947474,0.24175656,0.65841156,0.26619643,1.0160941,0.7339188,1.1529518,0.7785952,0.308674,0.49574745,1.6411955,0.6611079,0.36953497,1.167386,0.4786077,0.22090143,1.2860408,0.6523695,0.41824841,0.9400648,0.46217293,2.3306785,0.39685595,0.32113716,0.40500557,1.1848958,1.0903568,0.72805303,0.94935036,0.66416955,1.0963182,0.8296874,0.78459847,1.0221517,0.8324308,1.4181392,0.5262893,0.21255392,0.1433383,0.9398116,0.41237813,0.7701396,0.6155321,0.51231855,0.6535741,0.316624,XC232397 - Buff-throated Woodcreeper - Xiphorhynchus guttatus polystictus.wav,-1
10476,Xiphorhynchus guttatus polystictus,./input/cosmos_embeddings/,6.0,9.0,0.8276991,0.3079164,0.23881692,0.14740258,0.325903,0.3558715,0.19603872,0.18908897,0.5044062,0.6350259,0.6202232,0.38624412,0.3496435,0.07747927,0.5233487,0.40194565,0.40884796,0.14145318,0.38813645,0.5260982,0.31489366,0.15357381,0.69327873,0.6533937,0.9352835,0.5996903,0.45131475,0.29023302,0.45272917,1.0612259,0.4262386,0.45848495,0.2504446,0.42760944,0.05177681,0.19210592,0.459548,0.27003047,0.07902235,0.14550182,0.6614671,0.34997898,1.5725913,0.058541268,0.23892355,0.24700522,0.46606505,0.23028362,0.5506695,1.5956414,0.30446684,0.10771236,0.23941648,0.1026468,0.1607773,0.15805909,0.108440936,0.26309818,0.22481537,0.3070261,0.30723357,0.5903289,0.63834506,0.4479223,0.14109918,0.5596785,0.36827034,0.9880329,0.27405065,0.23082352,0.2155185,0.18899307,0.38630956,0.18754315,0.39620954,0.08704609,0.15426403,0.076064825,0.06391993,0.9699143,0.43995225,0.51452315,0.5175421,0.6457772,0.7512967,0.1275965,0.43141028,0.47461194,0.45322633,0.9877044,0.3932802,0.32560545,0.04252252,0.3308155,0.89185,0.1862374,0.19065022,0.20788437,0.3563289,0.25556433,0.52833784,0.21367276,0.31840557,0.42849922,0.67422485,0.18951517,0.52646947,0.08745748,0.3628531,0.988909,0.73441863,0.70398664,0.11074656,0.6001999,0.92409927,0.51799613,0.8078335,0.24232435,0.19766152,0.32933813,0.45898128,0.20795166,0.3917293,0.7048507,0.21361995,0.27315536,0.38050124,1.3866681,0.6765991,0.86303395,0.46834034,0.35557532,0.40700427,0.14105031,0.3573287,0.39795083,0.32694602,0.12006825,0.34591165,0.3922807,0.31380922,0.54953235,0.29786044,0.34036553,0.57310396,1.2736747,0.3221938,0.5795474,1.0167315,0.5964374,0.24199206,0.10773599,0.99734175,0.6785755,0.48118174,0.30885005,0.27836534,0.21258911,0.61982685,0.60552305,0.33793092,0.36869794,0.583166,0.15764523,0.13313225,0.5397834,0.16359144,0.3165239,0.07004866,0.69709694,0.47013026,0.10661459,0.1414358,0.4649551,1.1561217,0.4443311,0.63211685,0.2976612,0.7156964,0.09501922,0.25923854,0.8199345,0.62536615,0.04571137,0.5799381,0.04428968,0.35983807,0.30828696,0.52978855,0.21365088,0.28463405,0.28781426,0.22641143,0.44656152,0.13025317,0.4229757,0.2432394,0.3655672,0.43403956,0.4557051,0.13371147,0.3172387,0.16479355,0.21125928,0.4190272,0.58154535,0.6595318,0.72376496,0.36789173,0.86833084,0.4218517,0.14431599,0.24867868,0.1922375,0.41731793,0.33859462,0.41067582,0.47243512,0.4889629,0.009537853,0.45412195,1.10138,0.34099072,0.2986079,0.79503375,0.75247365,0.07062209,0.65369767,1.0249898,0.09039433,0.340303,0.7532755,0.9058124,0.44564235,0.15832138,0.14829466,0.57658815,0.87754947,0.76292014,0.5102883,0.47699296,0.24232632,0.2458077,0.69217914,0.4591418,0.4569335,0.104911774,0.4932416,0.49380666,0.9037611,0.4776153,0.09338215,0.2297833,0.7296206,0.07449582,0.4551242,0.41352165,0.369301,0.7651477,0.38189757,0.14954084,0.55010617,0.7642716,0.32126123,0.31525618,0.054737598,0.46207893,0.4417544,0.5989063,0.38005054,0.35399145,0.29502183,0.058712155,0.7304609,0.26439038,0.48909223,0.4815681,0.72726214,0.83672225,0.6368683,0.08686903,0.6400492,0.2822681,0.24700636,0.510674,0.15602899,0.72067344,0.752295,0.51443136,0.871266,0.096627206,0.393085,0.25825506,0.046918407,0.31466877,0.1536386,0.14056158,0.08572173,0.42338973,0.41520596,0.2210719,0.14622688,0.44846874,0.42905247,0.48346645,0.4083587,0.42229813,1.1838173,0.35727543,0.35325366,0.6123538,0.53659207,0.18478277,0.9845316,0.66891164,0.30315447,0.1781252,0.6344737,0.40483242,0.6079572,0.07907319,0.6226944,0.67149806,0.32360476,0.10656732,0.34481233,0.80398154,0.33798122,0.32294393,0.42367876,0.0,0.100562155,0.084866464,0.6020624,0.22436613,0.29279363,0.32313794,0.7855644,0.34597582,0.6692251,0.6005546,0.6380457,0.64300907,0.26290667,0.8418564,0.39060253,0.50123,0.1601618,0.2503171,0.43807954,0.96339047,0.4992382,0.7433732,0.14457554,0.36098325,0.6482481,0.41984528,0.1407786,0.5663151,0.5096951,0.532022,0.18999666,0.7813053,0.4952669,0.2872428,0.3829496,0.26726472,0.7716701,0.70219356,0.59461385,0.65001506,0.32382005,0.14376879,0.5626433,0.29431552,0.6428075,0.6011734,0.2495665,0.43317807,0.52660596,0.6066848,0.10010016,0.3835104,0.44179505,0.9264942,0.19533557,0.54671675,0.48048872,0.21255994,0.10476592,0.5708076,0.3517766,0.9433093,0.1796599,0.6008114,1.0470338,0.68231857,0.25637427,0.7383949,0.36279517,0.50216645,0.5360719,0.27949983,0.99539584,0.3615021,0.2383576,0.40869802,0.20420557,0.6141429,1.2504137,0.80001503,0.7176802,0.27825516,0.17910033,0.38749278,0.58769685,0.4527287,0.2708795,0.525972,0.5071663,XC232397 - Buff-throated Woodcreeper - Xiphorhynchus guttatus polystictus.wav,3
10477,Xiphorhynchus guttatus polystictus,./input/cosmos_embeddings/,9.0,12.0,0.7297009,0.312348,0.5048119,0.31010866,0.34707057,0.69302475,0.176108,0.3991474,0.31763119,1.1422334,0.8740258,0.45868373,0.46311426,0.011595592,0.21678323,0.6262194,0.9086915,0.3173716,0.378881,0.38570267,1.060316,0.23837847,0.42977214,1.5991391,0.8844379,0.7257678,0.7318475,0.72631025,0.49914753,1.4007335,0.5016905,0.23962116,0.716401,0.19902629,0.22060245,0.76166105,0.8702537,0.5242143,0.25022453,0.8245182,0.80783933,0.5823385,0.8261061,0.24932349,0.46042663,0.56059986,2.2776685,0.38686907,0.42732352,1.9624307,0.27910483,0.3342331,0.7474163,0.07017839,0.4062546,0.4604473,0.22374332,0.5699564,0.43266118,0.6090094,0.71303654,1.3572935,1.2019546,0.6078979,0.04075621,0.94284296,0.8189373,0.97856724,0.82722056,0.4972946,0.21139735,0.2359699,1.2931781,0.0,0.6591443,0.3004983,0.44579887,0.09637126,0.12801832,1.2566862,1.9742188,0.6554177,0.59872437,1.054504,0.8079047,0.51017344,0.9985764,0.48848057,0.65890235,1.7725867,1.371588,1.732117,0.7037792,0.38655943,1.5491152,0.5639793,0.7624655,0.06705713,0.572667,0.20798486,0.44074464,0.4714471,0.56460714,0.56504005,0.6344693,0.5512588,0.3552308,0.16650718,0.7903386,0.58747596,0.7217852,0.8706969,0.02470459,0.7794312,0.82101554,1.075995,1.0336847,0.40651166,0.6681024,0.21460888,0.7390867,0.37139624,0.20500076,0.9675624,0.4782148,1.1338637,0.26148435,0.62885463,0.8151016,1.6458561,0.6070378,0.7652781,0.30520952,0.3009879,0.30717236,0.86809945,0.42235315,0.39632756,0.7285677,0.7198652,0.4829551,0.87042797,1.0703467,0.24320543,0.8679285,0.7025924,0.15157765,1.4029701,0.9383423,0.11374307,0.39975983,0.40432096,0.46571594,0.27363354,0.77130866,0.2969941,0.45467162,0.8374528,1.0017041,0.6815024,0.84092075,0.63629246,0.5142423,0.7031905,0.8915775,1.4063412,0.18797415,0.50444835,0.17343998,0.37945545,0.91476965,1.2169236,0.32371128,0.5645428,1.5952492,0.96735424,2.081222,0.46359158,1.3477393,0.47698534,0.8793062,0.5236279,0.2563882,0.68987393,0.999998,0.30676544,0.15093601,1.2039818,0.76026857,0.41743714,0.85468423,0.53214943,0.12799004,1.2521311,1.2795478,0.8430853,0.38778907,0.90168166,0.6052748,0.61887217,0.69579947,0.6663515,0.068188965,0.21996856,0.87252796,1.0960743,1.0032377,0.61030626,0.5280085,0.45983952,0.14968067,0.110310435,0.8060556,0.65808797,0.5230802,0.2336362,0.12552506,0.4634776,0.43514752,0.054442734,0.4106545,1.1491281,0.82334375,0.50877154,0.54746664,1.1884695,0.26420295,0.6374013,1.7133902,0.85568917,0.1740132,0.64674044,1.3240292,0.6238053,1.069519,1.00364,1.0791191,0.35769725,0.59579617,0.55163664,1.1004943,0.93043864,0.2626589,0.6115447,0.737371,1.1110411,0.7314309,0.7229084,1.0195142,0.90376425,0.74048895,0.13941914,0.3722546,0.93225247,0.7054999,0.7051799,0.7070906,1.1068496,1.0280969,0.09469816,0.048424363,0.8317131,0.945832,0.38797027,1.0437977,0.28804845,0.18691128,0.77824664,0.7366124,0.20720479,0.4460972,0.021925934,0.17713162,0.44661862,0.52778876,0.31299707,0.4607309,0.5747243,0.61296624,0.852087,0.27527267,0.4885361,0.7030638,0.851411,0.101070255,0.77089465,0.7088812,1.4791342,0.45679295,0.6981934,0.5120839,0.43669087,0.60196036,0.24500555,1.2685503,0.12148616,0.5119144,0.2149952,0.48166615,1.4894631,0.41873503,0.45402402,2.2389855,0.9349236,0.98625785,0.50435203,0.37315542,0.6132231,0.42967975,0.98493093,0.550151,0.86151534,0.47656137,0.9977965,0.52353984,0.3338746,0.59653616,0.64662147,0.3632455,0.85006326,0.95461226,0.86409205,0.8896386,0.14154148,0.16030759,0.38662827,1.4238788,0.9820816,0.4103228,0.5230288,0.8376624,0.19152868,0.19284543,0.62036884,0.8975291,1.5509974,0.43581533,0.87827015,0.87918544,0.3686977,0.50430596,0.16416627,0.3415727,0.8540487,0.74889755,0.48959708,0.96325237,0.4290911,0.32181442,0.4529122,1.7296945,0.3743978,0.52078766,0.38012493,0.6877565,0.66846555,0.4500354,0.9589846,0.67319995,0.35298723,0.773099,0.38235992,1.2871581,0.7133601,0.6199961,1.3943927,0.35364544,0.6330259,0.8589464,1.1669084,0.9095755,0.6809889,0.40056807,1.2215062,0.793808,0.7165914,0.59750926,0.2703504,0.44844562,0.7957555,1.0163867,0.68587947,0.5594712,0.28187525,1.6456465,0.3163445,0.33075294,0.56628287,0.5096611,0.25361353,0.91424257,0.40260315,1.1631929,0.24124241,1.1612905,1.1853588,0.5365291,0.18528542,0.5593066,0.119365275,0.4435823,0.98846984,1.5210465,0.45908135,1.1932684,0.94466484,1.0912923,0.5117469,0.66949004,1.5952632,0.41222465,0.38921928,0.3439769,0.8412304,0.51480186,0.4302516,0.5027617,0.20695305,0.575751,0.36877567,XC232397 - Buff-throated Woodcreeper - Xiphorhynchus guttatus polystictus.wav,-1
10478,Xiphorhynchus guttatus polystictus,./input/cosmos_embeddings/,12.0,15.0,0.61701214,0.24842292,0.51018214,0.25597286,0.3369937,0.14591172,0.08910549,0.1184912,0.5333642,0.22506547,0.26385534,0.21588224,0.2707398,0.17476755,0.24855503,0.31185776,0.58995897,0.050819874,0.22651392,0.45431656,0.37895262,0.23647547,0.25185287,0.6194261,0.7038058,0.29313064,0.11182931,0.24005887,0.25070715,1.52289,0.3414232,0.17009634,0.27039313,0.4719671,0.141518,0.26635176,0.47613508,0.586715,0.43741202,0.2262637,0.10035679,0.28599334,0.69384646,0.3507436,0.26480317,0.3002169,0.6496724,0.19355792,0.81578964,1.2778181,0.30219433,0.20756319,0.15158993,0.22205418,0.07797676,0.44121695,0.14201319,0.10539135,0.28577262,0.493986,0.13729352,0.8728596,0.96536875,0.39076778,0.035741642,0.5268178,0.3510779,0.8541809,0.5080979,0.20179608,0.3161987,0.3534785,0.390028,0.21208978,0.50697947,0.098348856,0.011103354,0.100402236,0.65546983,0.91743386,0.531534,0.2119171,0.49112236,0.38577694,0.639515,0.3211804,0.18623745,0.32781398,0.6700018,1.2965361,0.7226387,0.55485255,0.27581778,0.53824323,0.5139991,0.101249024,0.58551216,0.12153441,0.26933062,0.15407646,0.15382075,0.25562668,0.82975245,0.13305151,0.39813155,0.4691224,0.29493165,0.11368841,0.5480954,0.4333796,0.3494364,0.8836372,0.14807609,0.57078683,0.67267567,0.52121866,0.71923566,0.50822914,0.8271336,0.44558573,0.7771611,0.48519617,0.29110238,0.5216655,0.41229635,0.5336977,0.02614817,0.6965692,0.97003347,1.7723006,0.47410333,0.72590744,0.5304523,0.4033444,0.44072247,0.52475095,0.42343676,0.15031779,0.21344298,0.6771947,0.11136711,0.43530372,0.19816583,0.14480644,0.86845356,0.6110768,0.13178071,1.2769917,0.72542304,0.5199155,0.24564248,0.31095183,0.6441126,0.3349524,0.8735806,0.13342845,0.34570837,0.57686913,0.8289865,0.33321178,0.8295288,0.4001571,0.7365955,0.4591472,0.098623216,0.4196192,0.56192565,0.5266279,0.22179997,0.28417352,0.1340512,0.13536865,0.29270893,0.11681399,1.1225125,0.3804654,0.6110846,0.2213822,0.7458741,0.27323586,0.32073337,0.4329375,0.15816176,0.24298859,0.17934015,0.10790762,0.36324763,0.22292417,0.4000947,0.24688715,0.030806616,0.23681617,0.6536351,1.012319,0.59230894,0.21927431,0.2216028,0.2914698,0.71711934,0.30628192,0.1469273,0.35906595,0.24312222,0.18194836,0.72889936,0.4169926,0.73801464,0.12794918,0.6337646,0.5040035,0.031410336,0.32006752,0.41203076,0.23045641,0.3628267,0.21744078,0.21853772,0.62699705,0.1084052,0.09032714,0.5943041,1.0548899,0.42226654,0.6039963,0.7288789,0.41721594,0.56259125,0.28059813,0.45718372,0.19968718,0.018332824,0.5516671,1.0136142,0.28020275,0.2718084,0.3996538,1.0994201,0.8521847,0.48553836,0.22583169,0.7698511,0.23174775,0.14397871,0.4995364,0.42211545,0.23842037,0.3567387,0.397583,0.3036424,0.7670285,0.7026038,0.13671395,0.22119993,1.0787225,0.1777494,0.86104405,0.2656048,0.46817565,0.801018,0.31033874,0.19363779,0.7900771,0.35991448,0.29461783,0.3328702,0.17832041,0.14971709,0.50731826,0.35027206,0.56427026,0.30528647,0.15786389,0.10377705,0.3240779,0.19816151,0.58210987,0.4580943,0.63943374,0.45937574,0.41065335,0.29850203,0.5402577,0.20278072,0.44010437,0.3289817,0.20115489,0.4120612,1.289643,0.3323344,0.7334009,0.34399533,0.3678195,0.29518336,0.24000561,0.7672578,0.027210176,0.29067913,0.28012455,0.8222253,0.586439,0.10899505,0.4648056,0.47299826,0.75223404,0.5767782,0.21029589,0.307231,0.77705145,0.35213953,0.5072397,0.12278402,0.32817423,0.68483967,1.1834725,0.863039,0.11541301,0.28958714,0.46925086,0.4784441,0.6458706,0.2514888,0.25064892,0.4962299,0.42289412,0.016392797,0.40863353,0.53364795,0.66326743,0.26923174,0.4965685,0.23976928,0.34921288,0.46505713,0.85704756,0.16375631,0.33781397,0.39623025,0.8116776,0.2976473,0.11029114,0.8291982,0.020007446,0.55392814,0.19855857,0.45204514,0.6841715,0.12156549,0.25293177,0.65990835,0.44211882,1.4226946,0.23570293,0.34627143,0.2258721,0.49449176,0.124516115,0.27230817,0.23979998,1.1799448,0.79400253,0.376899,0.38717377,0.6477822,0.17545706,0.3934302,0.32916737,0.41081953,0.9541732,0.72811043,0.29362953,0.37265664,0.16423476,0.25773174,0.43783796,0.15605456,0.12514886,0.6353308,0.12881792,0.35021394,0.58910197,0.49166054,0.06586215,0.16223216,0.2392236,1.129453,0.13534716,0.43880975,0.5841759,0.19505572,0.18664882,0.7671801,0.4460473,0.4849707,0.13785374,0.47827536,0.73091686,0.431589,0.53170824,0.5781766,0.35709363,0.25165498,0.6192986,0.359429,0.7862233,0.2618515,0.25315768,0.43422014,0.20021266,0.65916455,0.4527372,0.5922183,0.46611184,0.14288485,0.47078103,0.3373356,0.36423105,0.32547793,0.4708392,0.32598633,0.44643617,XC232397 - Buff-throated Woodcreeper - Xiphorhynchus guttatus polystictus.wav,3
