FILENAME;CLIP LENGTH;Start (s);End (s);Scientific name;Common name;Confidence
/media/jacob/Audio/Training_Xeno_Canto_2022/Hemitriccus-griseipectus-201998.wav;16.535520833333333;0.0;3.0;Hemitriccus griseipectus;White-bellied Tody-Tyrant;0.9954336
/media/jacob/Audio/Training_Xeno_Canto_2022/Hemitriccus-griseipectus-201998.wav;16.535520833333333;0.0;3.0;Blythipicus rubiginosus;Maroon Woodpecker;0.5293281
/media/jacob/Audio/Training_Xeno_Canto_2022/Hemitriccus-griseipectus-201998.wav;16.535520833333333;3.0;6.0;Hemitriccus griseipectus;White-bellied Tody-Tyrant;0.9701461
/media/jacob/Audio/Training_Xeno_Canto_2022/Hemitriccus-griseipectus-201998.wav;16.535520833333333;3.0;6.0;Blythipicus rubiginosus;Maroon Woodpecker;0.5646443
/media/jacob/Audio/Training_Xeno_Canto_2022/Hemitriccus-griseipectus-201998.wav;16.535520833333333;6.0;9.0;Hemitriccus griseipectus;White-bellied Tody-Tyrant;0.99912184
/media/jacob/Audio/Training_Xeno_Canto_2022/Hemitriccus-griseipectus-201998.wav;16.535520833333333;6.0;9.0;Blythipicus rubiginosus;Maroon Woodpecker;0.7873719
/media/jacob/Audio/Training_Xeno_Canto_2022/Hemitriccus-griseipectus-201998.wav;16.535520833333333;9.0;12.0;Hemitriccus griseipectus;White-bellied Tody-Tyrant;0.99120843
/media/jacob/Audio/Training_Xeno_Canto_2022/Hemitriccus-griseipectus-201998.wav;16.535520833333333;9.0;12.0;Blythipicus rubiginosus;Maroon Woodpecker;0.15343049
/media/jacob/Audio/Training_Xeno_Canto_2022/Hemitriccus-griseipectus-201998.wav;16.535520833333333;12.0;15.0;Hemitriccus griseipectus;White-bellied Tody-Tyrant;0.9358989
/media/jacob/Audio/Training_Xeno_Canto_2022/Hemitriccus-griseipectus-201998.wav;16.535520833333333;12.0;15.0;Blythipicus rubiginosus;Maroon Woodpecker;0.58870137
/media/jacob/Audio/Training_Xeno_Canto_2022/Hemitriccus-griseipectus-201998.wav;16.535520833333333;15.0;18.0;Hemitriccus griseipectus;White-bellied Tody-Tyrant;0.9621937
/media/jacob/Audio/Training_Xeno_Canto_2022/Hemitriccus-griseipectus-201998.wav;16.535520833333333;15.0;18.0;Blythipicus rubiginosus;Maroon Woodpecker;0.3027851
/media/jacob/Audio/Training_Xeno_Canto_2022/Hemitriccus-griseipectus-205247.wav;60.048;0.0;3.0;Hemitriccus griseipectus;White-bellied Tody-Tyrant;0.9947745
/media/jacob/Audio/Training_Xeno_Canto_2022/Hemitriccus-griseipectus-205247.wav;60.048;3.0;6.0;Hemitriccus griseipectus;White-bellied Tody-Tyrant;0.9822312
/media/jacob/Audio/Training_Xeno_Canto_2022/Hemitriccus-griseipectus-205247.wav;60.048;6.0;9.0;Hemitriccus griseipectus;White-bellied Tody-Tyrant;0.99806136
/media/jacob/Audio/Training_Xeno_Canto_2022/Hemitriccus-griseipectus-205247.wav;60.048;9.0;12.0;Hemitriccus griseipectus;White-bellied Tody-Tyrant;0.88864595
/media/jacob/Audio/Training_Xeno_Canto_2022/Hemitriccus-griseipectus-205247.wav;60.048;12.0;15.0;Hemitriccus griseipectus;White-bellied Tody-Tyrant;0.99840385
/media/jacob/Audio/Training_Xeno_Canto_2022/Hemitriccus-griseipectus-205247.wav;60.048;15.0;18.0;Hemitriccus griseipectus;White-bellied Tody-Tyrant;0.99859875
/media/jacob/Audio/Training_Xeno_Canto_2022/Hemitriccus-griseipectus-205247.wav;60.048;18.0;21.0;Hemitriccus griseipectus;White-bellied Tody-Tyrant;0.9981523
/media/jacob/Audio/Training_Xeno_Canto_2022/Hemitriccus-griseipectus-205247.wav;60.048;21.0;24.0;Hemitriccus griseipectus;White-bellied Tody-Tyrant;0.9983102
/media/jacob/Audio/Training_Xeno_Canto_2022/Hemitriccus-griseipectus-205247.wav;60.048;24.0;27.0;Hemitriccus griseipectus;White-bellied Tody-Tyrant;0.99792373
/media/jacob/Audio/Training_Xeno_Canto_2022/Hemitriccus-griseipectus-205247.wav;60.048;27.0;30.0;Hemitriccus griseipectus;White-bellied Tody-Tyrant;0.9919922
/media/jacob/Audio/Training_Xeno_Canto_2022/Hemitriccus-griseipectus-205247.wav;60.048;30.0;33.0;Hemitriccus griseipectus;White-bellied Tody-Tyrant;0.99878556
/media/jacob/Audio/Training_Xeno_Canto_2022/Hemitriccus-griseipectus-205247.wav;60.048;33.0;36.0;Hemitriccus griseipectus;White-bellied Tody-Tyrant;0.99885094
/media/jacob/Audio/Training_Xeno_Canto_2022/Hemitriccus-griseipectus-205247.wav;60.048;36.0;39.0;Hemitriccus griseipectus;White-bellied Tody-Tyrant;0.99737775
/media/jacob/Audio/Training_Xeno_Canto_2022/Hemitriccus-griseipectus-205247.wav;60.048;39.0;42.0;Hemitriccus griseipectus;White-bellied Tody-Tyrant;0.9997789
/media/jacob/Audio/Training_Xeno_Canto_2022/Hemitriccus-griseipectus-205247.wav;60.048;42.0;45.0;Hemitriccus griseipectus;White-bellied Tody-Tyrant;0.997471
