Start (s),End (s),Scientific name,Common name,Confidence
6.0,9.0,Eurillas latirostris,Yellow-whiskered Greenbul,0.3556
12.0,15.0,Dendrocolaptes picumnus,Black-banded Woodcreeper,0.1466
15.0,18.0,Lathrotriccus euleri,Euler's Flycatcher,0.1525
