Start (s),End (s),Scientific name,Common name,Confidence
6.0,9.0,Saltator maximus,Buff-throated Saltator,0.6800
9.0,12.0,Icterus cayanensis,Epaulet Oriole,0.2014
9.0,12.0,Saltator maximus,Buff-throated Saltator,0.1857
15.0,18.0,Pheugopedius genibarbis,Moustached Wren,0.9186
18.0,21.0,Saltator maximus,Buff-throated Saltator,0.7505
27.0,30.0,Saltator maximus,Buff-throated Saltator,0.7353
30.0,33.0,Pheugopedius genibarbis,Moustached Wren,0.8228
36.0,39.0,Saltator maximus,Buff-throated Saltator,0.6107
39.0,42.0,Saltator maximus,Buff-throated Saltator,0.9493
