Start (s),End (s),Scientific name,Common name,Confidence
9.0,12.0,Ceratopipra mentalis,Red-capped Manakin,0.4920
12.0,15.0,Tolmomyias sulphurescens,Yellow-olive Flycatcher,0.1648
15.0,18.0,Ceratopipra mentalis,Red-capped Manakin,0.2942
15.0,18.0,Tolmomyias sulphurescens,Yellow-olive Flycatcher,0.1941
18.0,21.0,Ceratopipra mentalis,Red-capped Manakin,0.3240
21.0,24.0,Fulica atra,Eurasian Coot,0.1375
24.0,27.0,Ceratopipra mentalis,Red-capped Manakin,0.2582
27.0,30.0,Ceratopipra mentalis,Red-capped Manakin,0.2295
