Start (s),End (s),Scientific name,Common name,Confidence
3.0,6.0,Microcerculus marginatus,Scaly-breasted Wren,0.6629
6.0,9.0,Icteria virens,Yellow-breasted Chat,0.1427
9.0,12.0,Crypturellus cinereus,Cinereous Tinamou,0.2571
9.0,12.0,Zoothera aurea,White's Thrush,0.1359
