Start (s),End (s),Scientific name,Common name,Confidence
0,3.0,Geotrygon montana,Ruddy Quail-Dove,0.6659
0,3.0,Gymnopithys bicolor,Bicolored Antbird,0.1037
3.0,6.0,Geotrygon montana,Ruddy Quail-Dove,0.5823
3.0,6.0,Zentrygon frenata,White-throated Quail-Dove,0.4198
6.0,9.0,Geotrygon montana,Ruddy Quail-Dove,0.9125
12.0,15.0,Geotrygon montana,Ruddy Quail-Dove,0.9422
