Start (s),End (s),Scientific name,Common name,Confidence
3.0,6.0,Myrmotherula axillaris,White-flanked Antwren,0.2243
6.0,9.0,Tolmomyias flaviventris,Yellow-breasted Flycatcher,0.1772
12.0,15.0,Myrmotherula axillaris,White-flanked Antwren,0.2127
