Start (s),End (s),Scientific name,Common name,Confidence
0,3.0,Chiroxiphia caudata,Swallow-tailed Manakin,0.9569
3.0,6.0,Accipiter tachiro,African Goshawk,0.3393
3.0,6.0,Eurillas virens,Little Greenbul,0.2022
6.0,9.0,Chiroxiphia linearis,Long-tailed Manakin,0.2729
9.0,12.0,Chiroxiphia caudata,Swallow-tailed Manakin,0.6172
12.0,15.0,Chiroxiphia caudata,Swallow-tailed Manakin,0.9781
18.0,21.0,Chiroxiphia caudata,Swallow-tailed Manakin,0.7075
18.0,21.0,Cantorchilus longirostris,Long-billed Wren,0.3776
