Start (s),End (s),Scientific name,Common name,Confidence
3.0,6.0,Cantorchilus leucotis,Buff-breasted Wren,0.7561
18.0,21.0,Cantorchilus leucotis,Buff-breasted Wren,0.3651
18.0,21.0,Pheugopedius coraya,Coraya Wren,0.1274
21.0,24.0,Myrmotherula axillaris,White-flanked Antwren,0.5531
24.0,27.0,Cantorchilus leucotis,Buff-breasted Wren,0.8819
24.0,27.0,Crypturellus undulatus,Undulated Tinamou,0.1006
27.0,30.0,Ceratopipra erythrocephala,Golden-headed Manakin,0.4305
30.0,33.0,Tolmomyias flaviventris,Yellow-breasted Flycatcher,0.1015
