Start (s),End (s),Scientific name,Common name,Confidence
24.0,27.0,Lurocalis semitorquatus,Short-tailed Nighthawk,0.1035
33.0,36.0,Eudynamys scolopaceus,Asian Koel,0.1100
42.0,45.0,Lurocalis semitorquatus,Short-tailed Nighthawk,0.3408
