Start (s),End (s),Scientific name,Common name,Confidence
0,3.0,Ara chloropterus,Red-and-green Macaw,0.7273
3.0,6.0,Ara chloropterus,Red-and-green Macaw,0.4759
3.0,6.0,Ara macao,Scarlet Macaw,0.1342
6.0,9.0,Ara macao,Scarlet Macaw,0.4559
6.0,9.0,Ara chloropterus,Red-and-green Macaw,0.1602
6.0,9.0,Ara ararauna,Blue-and-yellow Macaw,0.1231
9.0,12.0,Ara chloropterus,Red-and-green Macaw,0.8950
12.0,15.0,Ara chloropterus,Red-and-green Macaw,0.5222
