Start (s),End (s),Scientific name,Common name,Confidence
0,3.0,Turdus assimilis,White-throated Thrush,0.2095
0,3.0,Luscinia megarhynchos,Common Nightingale,0.2062
6.0,9.0,Attila rufus,Gray-hooded Attila,0.6428
6.0,9.0,Saltator similis,Green-winged Saltator,0.1563
9.0,12.0,Attila rufus,Gray-hooded Attila,0.1141
12.0,15.0,Attila rufus,Gray-hooded Attila,0.7311
15.0,18.0,Trogon collaris,Collared Trogon,0.1009
18.0,21.0,Attila rufus,Gray-hooded Attila,0.6740
