Start (s),End (s),Scientific name,Common name,Confidence
0,3.0,Todirostrum maculatum,Spotted Tody-Flycatcher,0.9910
3.0,6.0,Todirostrum maculatum,Spotted Tody-Flycatcher,0.9954
