Start (s),End (s),Scientific name,Common name,Confidence
3.0,6.0,Psarocolius angustifrons,Russet-backed Oropendola,0.1198
12.0,15.0,Drymophila striaticeps,Streak-headed Antbird,0.2972
12.0,15.0,Myioborus melanocephalus,Spectacled Redstart,0.1455
12.0,15.0,Atlapetes schistaceus,Slaty Brushfinch,0.1346
