Start (s),End (s),Scientific name,Common name,Confidence
0,3.0,Myrmotherula menetriesii,Gray Antwren,0.1802
3.0,6.0,Myrmotherula menetriesii,Gray Antwren,0.2769
6.0,9.0,Phaethornis ruber,Reddish Hermit,0.5649
6.0,9.0,Saltator grossus,Slate-colored Grosbeak,0.1005
9.0,12.0,Phaethornis ruber,Reddish Hermit,0.3146
15.0,18.0,Phaethornis ruber,Reddish Hermit,0.3242
18.0,21.0,Phaethornis ruber,Reddish Hermit,0.1272
21.0,24.0,Herpsilochmus atricapillus,Black-capped Antwren,0.4082
21.0,24.0,Phaethornis ruber,Reddish Hermit,0.1483
