Start (s),End (s),Scientific name,Common name,Confidence
0,3.0,Lochmias nematura,Sharp-tailed Streamcreeper,0.2422
3.0,6.0,Xenops minutus,Plain Xenops,0.1483
21.0,24.0,Lophophanes cristatus,Crested Tit,0.5172
24.0,27.0,Microrhopias quixensis,Dot-winged Antwren,0.1944
30.0,33.0,Cyanistes caeruleus,Eurasian Blue Tit,0.9333
