Start (s),End (s),Scientific name,Common name,Confidence
3.0,6.0,Rhynchocyclus olivaceus,Olivaceous Flatbill,0.5553
9.0,12.0,Rhynchocyclus olivaceus,Olivaceous Flatbill,0.5896
9.0,12.0,Myiopagis caniceps,Gray Elaenia,0.1338
15.0,18.0,Rhynchocyclus olivaceus,Olivaceous Flatbill,0.2362
