Start (s),End (s),Scientific name,Common name,Confidence
3.0,6.0,Milvago chimachima,Yellow-headed Caracara,0.1317
9.0,12.0,Piculus flavigula,Yellow-throated Woodpecker,0.8836
9.0,12.0,Mackenziaena severa,Tufted Antshrike,0.4911
9.0,12.0,Dendrocolaptes sanctithomae,Northern Barred-Woodcreeper,0.1994
15.0,18.0,Milvago chimachima,Yellow-headed Caracara,0.1503
