,Filename,Selection,View,Channel,Begin Time (s),End Time (s),Low Freq (Hz),High Freq (Hz),Species Code,Common Name,Confidence
731,Lipaugus-vociferans-200332,14,Spectrogram 1,1,33.0,36.0,150,12000,scrpih1,Screaming Piha,0.8710
1712,Lipaugus-vociferans-329197,11,Spectrogram 1,1,27.0,30.0,150,12000,scrpih1,Screaming Piha,0.8710
4621,Lipaugus-vociferans-68570,37,Spectrogram 1,1,57.0,60.0,150,12000,whltyr1,White-lored Tyrannulet,0.8709
2370,Lipaugus-vociferans-401390,11,Spectrogram 1,1,6.0,9.0,150,12000,scrpih1,Screaming Piha,0.8708
4298,Lipaugus-vociferans-544894,5,Spectrogram 1,1,15.0,18.0,150,12000,partan1,Paradise Tanager,0.8704
3603,Lipaugus-vociferans-519392,15,Spectrogram 1,1,141.0,144.0,150,12000,dwtman1,Dwarf Tyrant-Manakin,0.8701
62,Lipaugus-vociferans-104074,3,Spectrogram 1,1,15.0,18.0,150,12000,scrpih1,Screaming Piha,0.8700
2120,Lipaugus-vociferans-391890,8,Spectrogram 1,1,12.0,15.0,150,12000,scrpih1,Screaming Piha,0.8700
2580,Lipaugus-vociferans-430739,1,Spectrogram 1,1,6.0,9.0,150,12000,scrpih1,Screaming Piha,0.8698
1619,Lipaugus-vociferans-301423,16,Spectrogram 1,1,6.0,9.0,150,12000,scrpih1,Screaming Piha,0.8698
3578,Lipaugus-vociferans-512307,8,Spectrogram 1,1,30.0,33.0,150,12000,scrpih1,Screaming Piha,0.8688
3439,Lipaugus-vociferans-487954,86,Spectrogram 1,1,84.0,87.0,150,12000,scrpih1,Screaming Piha,0.8686
3343,Lipaugus-vociferans-483125,11,Spectrogram 1,1,36.0,39.0,150,12000,chbtou1,Channel-billed Toucan,0.8683
1535,Lipaugus-vociferans-27828,6,Spectrogram 1,1,24.0,27.0,150,12000,scrpih1,Screaming Piha,0.8679
4836,Lipaugus-vociferans-81842,1,Spectrogram 1,1,0,3.0,150,12000,scrpih1,Screaming Piha,0.8673
5095,Lipaugus-vociferans-98359,5,Spectrogram 1,1,3.0,6.0,150,12000,scrpih1,Screaming Piha,0.8669
3267,Lipaugus-vociferans-471357,7,Spectrogram 1,1,24.0,27.0,150,12000,scrpih1,Screaming Piha,0.8668
1557,Lipaugus-vociferans-284044,14,Spectrogram 1,1,39.0,42.0,150,12000,scrpih1,Screaming Piha,0.8663
1998,Lipaugus-vociferans-357225,52,Spectrogram 1,1,33.0,36.0,150,12000,scrpih1,Screaming Piha,0.8661
3357,Lipaugus-vociferans-487954,4,Spectrogram 1,1,108.0,111.0,150,12000,scrpih1,Screaming Piha,0.8659
326,Lipaugus-vociferans-129727,43,Spectrogram 1,1,51.0,54.0,150,12000,scrpih1,Screaming Piha,0.8657
46,Lipaugus-vociferans-102397,32,Spectrogram 1,1,9.0,12.0,150,12000,scrpih1,Screaming Piha,0.8656
4512,Lipaugus-vociferans-63615,4,Spectrogram 1,1,18.0,21.0,150,12000,scrpih1,Screaming Piha,0.8652
1575,Lipaugus-vociferans-29421,1,Spectrogram 1,1,0,3.0,150,12000,scrpih1,Screaming Piha,0.8641
1383,Lipaugus-vociferans-259072,2,Spectrogram 1,1,3.0,6.0,150,12000,scrpih1,Screaming Piha,0.8641
4889,Lipaugus-vociferans-81844,19,Spectrogram 1,1,6.0,9.0,150,12000,scrpih1,Screaming Piha,0.8636
3182,Lipaugus-vociferans-456389,3,Spectrogram 1,1,6.0,9.0,150,12000,scrpih1,Screaming Piha,0.8634
1700,Lipaugus-vociferans-325462,38,Spectrogram 1,1,96.0,99.0,150,12000,scrpih1,Screaming Piha,0.8632
670,Lipaugus-vociferans-194728,6,Spectrogram 1,1,24.0,27.0,150,12000,scrpih1,Screaming Piha,0.8631
785,Lipaugus-vociferans-200334,25,Spectrogram 1,1,9.0,12.0,150,12000,scrpih1,Screaming Piha,0.8631
4871,Lipaugus-vociferans-81844,1,Spectrogram 1,1,0,3.0,150,12000,scrpih1,Screaming Piha,0.8631
4984,Lipaugus-vociferans-84112,4,Spectrogram 1,1,6.0,9.0,150,12000,scrpih1,Screaming Piha,0.8629
3099,Lipaugus-vociferans-444908,1,Spectrogram 1,1,0,3.0,150,12000,scrpih1,Screaming Piha,0.8627
3890,Lipaugus-vociferans-520936,8,Spectrogram 1,1,117.0,120.0,150,12000,scrpih1,Screaming Piha,0.8626
3024,Lipaugus-vociferans-443978,32,Spectrogram 1,1,177.0,180.0,150,12000,scrpih1,Screaming Piha,0.8624
315,Lipaugus-vociferans-129727,32,Spectrogram 1,1,33.0,36.0,150,12000,scrpih1,Screaming Piha,0.8624
4092,Lipaugus-vociferans-525583,30,Spectrogram 1,1,54.0,57.0,150,12000,scrpih1,Screaming Piha,0.8623
2541,Lipaugus-vociferans-42952,8,Spectrogram 1,1,6.0,9.0,150,12000,scrpih1,Screaming Piha,0.8621
3749,Lipaugus-vociferans-520933,21,Spectrogram 1,1,150.0,153.0,150,12000,scrpih1,Screaming Piha,0.8620
3334,Lipaugus-vociferans-483125,2,Spectrogram 1,1,12.0,15.0,150,12000,scrpih1,Screaming Piha,0.8616
946,Lipaugus-vociferans-225159,11,Spectrogram 1,1,33.0,36.0,150,12000,ragmac1,Red-and-green Macaw,0.8616
1873,Lipaugus-vociferans-342764,5,Spectrogram 1,1,15.0,18.0,150,12000,scrpih1,Screaming Piha,0.8615
4372,Lipaugus-vociferans-56138,10,Spectrogram 1,1,9.0,12.0,150,12000,scrpih1,Screaming Piha,0.8609
637,Lipaugus-vociferans-18573,7,Spectrogram 1,1,3.0,6.0,150,12000,scrpih1,Screaming Piha,0.8608
724,Lipaugus-vociferans-200332,7,Spectrogram 1,1,24.0,27.0,150,12000,scrpih1,Screaming Piha,0.8608
484,Lipaugus-vociferans-145550,15,Spectrogram 1,1,48.0,51.0,150,12000,scrpih1,Screaming Piha,0.8606
4772,Lipaugus-vociferans-73779,43,Spectrogram 1,1,84.0,87.0,150,12000,perwaa1,Peruvian Warbling-Antbird,0.8603
592,Lipaugus-vociferans-167266,12,Spectrogram 1,1,36.0,39.0,150,12000,scrpih1,Screaming Piha,0.8602
3104,Lipaugus-vociferans-444908,6,Spectrogram 1,1,18.0,21.0,150,12000,scrpih1,Screaming Piha,0.8600
4604,Lipaugus-vociferans-68570,20,Spectrogram 1,1,21.0,24.0,150,12000,whltyr1,White-lored Tyrannulet,0.8597
2160,Lipaugus-vociferans-391890,48,Spectrogram 1,1,210.0,213.0,150,12000,scrpih1,Screaming Piha,0.8595
339,Lipaugus-vociferans-129727,56,Spectrogram 1,1,84.0,87.0,150,12000,scrpih1,Screaming Piha,0.8594
2664,Lipaugus-vociferans-431965,16,Spectrogram 1,1,42.0,45.0,150,12000,scrpih1,Screaming Piha,0.8584
111,Lipaugus-vociferans-10519,9,Spectrogram 1,1,24.0,27.0,150,12000,viojay1,Violaceous Jay,0.8581
2350,Lipaugus-vociferans-401389,1,Spectrogram 1,1,0,3.0,150,12000,scrpih1,Screaming Piha,0.8579
4011,Lipaugus-vociferans-523948,30,Spectrogram 1,1,60.0,63.0,150,12000,scrpih1,Screaming Piha,0.8578
3493,Lipaugus-vociferans-50382,1,Spectrogram 1,1,0,3.0,150,12000,scrpih1,Screaming Piha,0.8578
4239,Lipaugus-vociferans-527927,15,Spectrogram 1,1,51.0,54.0,150,12000,scrpih1,Screaming Piha,0.8577
18,Lipaugus-vociferans-102397,4,Spectrogram 1,1,18.0,21.0,150,12000,scrpih1,Screaming Piha,0.8576
2471,Lipaugus-vociferans-427546,20,Spectrogram 1,1,147.0,150.0,150,12000,scrpih1,Screaming Piha,0.8573
2846,Lipaugus-vociferans-440626,7,Spectrogram 1,1,27.0,30.0,150,12000,scrpih1,Screaming Piha,0.8571
255,Lipaugus-vociferans-123333,23,Spectrogram 1,1,6.0,9.0,150,12000,toctou1,Toco Toucan,0.8569
1173,Lipaugus-vociferans-24226,6,Spectrogram 1,1,21.0,24.0,150,12000,scrpih1,Screaming Piha,0.8569
3459,Lipaugus-vociferans-494078,1,Spectrogram 1,1,0,3.0,150,12000,scrpih1,Screaming Piha,0.8556
2703,Lipaugus-vociferans-433392,27,Spectrogram 1,1,78.0,81.0,150,12000,scrpih1,Screaming Piha,0.8554
3542,Lipaugus-vociferans-511111,8,Spectrogram 1,1,3.0,6.0,150,12000,scrpih1,Screaming Piha,0.8543
4491,Lipaugus-vociferans-63613,1,Spectrogram 1,1,0,3.0,150,12000,scrpih1,Screaming Piha,0.8542
639,Lipaugus-vociferans-18573,9,Spectrogram 1,1,9.0,12.0,150,12000,scrpih1,Screaming Piha,0.8541
2006,Lipaugus-vociferans-357225,60,Spectrogram 1,1,57.0,60.0,150,12000,scrpih1,Screaming Piha,0.8540
1060,Lipaugus-vociferans-225170,2,Spectrogram 1,1,6.0,9.0,150,12000,scrpih1,Screaming Piha,0.8539
2348,Lipaugus-vociferans-401256,24,Spectrogram 1,1,9.0,12.0,150,12000,scrpih1,Screaming Piha,0.8537
3119,Lipaugus-vociferans-445456,5,Spectrogram 1,1,21.0,24.0,150,12000,scrpih1,Screaming Piha,0.8530
4862,Lipaugus-vociferans-81843,16,Spectrogram 1,1,36.0,39.0,150,12000,litowl1,Little Owl,0.8530
580,Lipaugus-vociferans-165889,8,Spectrogram 1,1,9.0,12.0,150,12000,scrpih1,Screaming Piha,0.8527
3760,Lipaugus-vociferans-520933,32,Spectrogram 1,1,177.0,180.0,150,12000,scrpih1,Screaming Piha,0.8527
1555,Lipaugus-vociferans-284044,12,Spectrogram 1,1,36.0,39.0,150,12000,scrpih1,Screaming Piha,0.8525
286,Lipaugus-vociferans-129727,3,Spectrogram 1,1,108.0,111.0,150,12000,scrpih1,Screaming Piha,0.8524
1766,Lipaugus-vociferans-329364,28,Spectrogram 1,1,18.0,21.0,150,12000,scrpih1,Screaming Piha,0.8517
1175,Lipaugus-vociferans-24226,8,Spectrogram 1,1,27.0,30.0,150,12000,scrpih1,Screaming Piha,0.8514
4542,Lipaugus-vociferans-64950,1,Spectrogram 1,1,3.0,6.0,150,12000,scrpih1,Screaming Piha,0.8513
1650,Lipaugus-vociferans-323776,1,Spectrogram 1,1,0,3.0,150,12000,scrpih1,Screaming Piha,0.8511
1861,Lipaugus-vociferans-33929,2,Spectrogram 1,1,12.0,15.0,150,12000,scrpih1,Screaming Piha,0.8509
935,Lipaugus-vociferans-225158,30,Spectrogram 1,1,9.0,12.0,150,12000,scrpih1,Screaming Piha,0.8506
2115,Lipaugus-vociferans-391890,3,Spectrogram 1,1,105.0,108.0,150,12000,scrpih1,Screaming Piha,0.8504
1424,Lipaugus-vociferans-260994,15,Spectrogram 1,1,6.0,9.0,150,12000,scrpih1,Screaming Piha,0.8501
3158,Lipaugus-vociferans-453609,5,Spectrogram 1,1,6.0,9.0,150,12000,scrpih1,Screaming Piha,0.8500
589,Lipaugus-vociferans-167266,9,Spectrogram 1,1,3.0,6.0,150,12000,scrpih1,Screaming Piha,0.8500
1547,Lipaugus-vociferans-284044,4,Spectrogram 1,1,15.0,18.0,150,12000,scrpih1,Screaming Piha,0.8494
2730,Lipaugus-vociferans-436397,22,Spectrogram 1,1,27.0,30.0,150,12000,scrpih1,Screaming Piha,0.8492
3203,Lipaugus-vociferans-466203,1,Spectrogram 1,1,0,3.0,150,12000,scrpih1,Screaming Piha,0.8490
1181,Lipaugus-vociferans-24226,14,Spectrogram 1,1,42.0,45.0,150,12000,scrpih1,Screaming Piha,0.8488
2309,Lipaugus-vociferans-396043,4,Spectrogram 1,1,21.0,24.0,150,12000,scrpih1,Screaming Piha,0.8488
737,Lipaugus-vociferans-200332,20,Spectrogram 1,1,48.0,51.0,150,12000,scrpih1,Screaming Piha,0.8487
328,Lipaugus-vociferans-129727,45,Spectrogram 1,1,57.0,60.0,150,12000,scrpih1,Screaming Piha,0.8486
3752,Lipaugus-vociferans-520933,24,Spectrogram 1,1,156.0,159.0,150,12000,scrpih1,Screaming Piha,0.8485
3945,Lipaugus-vociferans-520937,12,Spectrogram 1,1,21.0,24.0,150,12000,scrpih1,Screaming Piha,0.8484
1288,Lipaugus-vociferans-249587,13,Spectrogram 1,1,138.0,141.0,150,12000,scrpih1,Screaming Piha,0.8483
588,Lipaugus-vociferans-167266,8,Spectrogram 1,1,27.0,30.0,150,12000,scrpih1,Screaming Piha,0.8481
1357,Lipaugus-vociferans-251068,3,Spectrogram 1,1,15.0,18.0,150,12000,scrpih1,Screaming Piha,0.8480
1920,Lipaugus-vociferans-34979,5,Spectrogram 1,1,18.0,21.0,150,12000,scrpih1,Screaming Piha,0.8472
2666,Lipaugus-vociferans-431965,18,Spectrogram 1,1,48.0,51.0,150,12000,scrpih1,Screaming Piha,0.8469
3742,Lipaugus-vociferans-520933,14,Spectrogram 1,1,138.0,141.0,150,12000,scrpih1,Screaming Piha,0.8464
184,Lipaugus-vociferans-114287,8,Spectrogram 1,1,3.0,6.0,150,12000,scrpih1,Screaming Piha,0.8459
2652,Lipaugus-vociferans-431965,4,Spectrogram 1,1,15.0,18.0,150,12000,scrpih1,Screaming Piha,0.8457
4599,Lipaugus-vociferans-68570,15,Spectrogram 1,1,126.0,129.0,150,12000,whltyr1,White-lored Tyrannulet,0.8454
120,Lipaugus-vociferans-10519,18,Spectrogram 1,1,9.0,12.0,150,12000,scrpih1,Screaming Piha,0.8443
1372,Lipaugus-vociferans-259071,2,Spectrogram 1,1,12.0,15.0,150,12000,scrpih1,Screaming Piha,0.8442
385,Lipaugus-vociferans-129738,41,Spectrogram 1,1,78.0,81.0,150,12000,scrpih1,Screaming Piha,0.8441
2834,Lipaugus-vociferans-44060,7,Spectrogram 1,1,27.0,30.0,150,12000,scrpih1,Screaming Piha,0.8440
2076,Lipaugus-vociferans-387512,9,Spectrogram 1,1,30.0,33.0,150,12000,scrpih1,Screaming Piha,0.8436
1585,Lipaugus-vociferans-29421,11,Spectrogram 1,1,6.0,9.0,150,12000,scrpih1,Screaming Piha,0.8429
4170,Lipaugus-vociferans-526104,15,Spectrogram 1,1,27.0,30.0,150,12000,scrpih1,Screaming Piha,0.8427
4610,Lipaugus-vociferans-68570,26,Spectrogram 1,1,3.0,6.0,150,12000,whltyr1,White-lored Tyrannulet,0.8427
3953,Lipaugus-vociferans-520937,20,Spectrogram 1,1,42.0,45.0,150,12000,scrpih1,Screaming Piha,0.8425
83,Lipaugus-vociferans-10517,12,Spectrogram 1,1,39.0,42.0,150,12000,scrpih1,Screaming Piha,0.8423
3854,Lipaugus-vociferans-520935,4,Spectrogram 1,1,15.0,18.0,150,12000,scrpih1,Screaming Piha,0.8420
4414,Lipaugus-vociferans-59791,6,Spectrogram 1,1,21.0,24.0,150,12000,meapar,Mealy Parrot,0.8417
1819,Lipaugus-vociferans-332894,15,Spectrogram 1,1,48.0,51.0,150,12000,scrpih1,Screaming Piha,0.8416
3473,Lipaugus-vociferans-4973,4,Spectrogram 1,1,15.0,18.0,150,12000,scrpih1,Screaming Piha,0.8413
4608,Lipaugus-vociferans-68570,24,Spectrogram 1,1,27.0,30.0,150,12000,whltyr1,White-lored Tyrannulet,0.8412
3681,Lipaugus-vociferans-519393,32,Spectrogram 1,1,84.0,87.0,150,12000,scrpih1,Screaming Piha,0.8407
4575,Lipaugus-vociferans-66186,14,Spectrogram 1,1,57.0,60.0,150,12000,scrpih1,Screaming Piha,0.8403
4570,Lipaugus-vociferans-66186,9,Spectrogram 1,1,42.0,45.0,150,12000,scrpih1,Screaming Piha,0.8403
2887,Lipaugus-vociferans-442393,20,Spectrogram 1,1,144.0,147.0,150,12000,scrpih1,Screaming Piha,0.8403
1332,Lipaugus-vociferans-249587,57,Spectrogram 1,1,87.0,90.0,150,12000,scrpih1,Screaming Piha,0.8398
1169,Lipaugus-vociferans-24226,2,Spectrogram 1,1,12.0,15.0,150,12000,scrpih1,Screaming Piha,0.8397
4057,Lipaugus-vociferans-525378,33,Spectrogram 1,1,78.0,81.0,150,12000,scrpih1,Screaming Piha,0.8388
1053,Lipaugus-vociferans-225169,4,Spectrogram 1,1,18.0,21.0,150,12000,scrpih1,Screaming Piha,0.8385
1811,Lipaugus-vociferans-332894,7,Spectrogram 1,1,27.0,30.0,150,12000,scrpih1,Screaming Piha,0.8377
1625,Lipaugus-vociferans-302763,6,Spectrogram 1,1,24.0,27.0,150,12000,scrpih1,Screaming Piha,0.8374
4434,Lipaugus-vociferans-59791,26,Spectrogram 1,1,9.0,12.0,150,12000,scamac1,Scarlet Macaw,0.8373
583,Lipaugus-vociferans-167266,3,Spectrogram 1,1,15.0,18.0,150,12000,scrpih1,Screaming Piha,0.8373
4756,Lipaugus-vociferans-73779,27,Spectrogram 1,1,51.0,54.0,150,12000,perwaa1,Peruvian Warbling-Antbird,0.8371
2035,Lipaugus-vociferans-377319,3,Spectrogram 1,1,6.0,9.0,150,12000,scrpih1,Screaming Piha,0.8370
1759,Lipaugus-vociferans-329364,21,Spectrogram 1,1,126.0,129.0,150,12000,gocspa1,Golden-crowned Spadebill,0.8369
1049,Lipaugus-vociferans-225168,9,Spectrogram 1,1,9.0,12.0,150,12000,scrpih1,Screaming Piha,0.8363
188,Lipaugus-vociferans-114287,12,Spectrogram 1,1,39.0,42.0,150,12000,scrpih1,Screaming Piha,0.8361
39,Lipaugus-vociferans-102397,25,Spectrogram 1,1,63.0,66.0,150,12000,gilbar1,Gilded Barbet,0.8360
2009,Lipaugus-vociferans-357225,63,Spectrogram 1,1,63.0,66.0,150,12000,scrpih1,Screaming Piha,0.8353
1848,Lipaugus-vociferans-332895,27,Spectrogram 1,1,51.0,54.0,150,12000,rucant2,Rufous-capped Antthrush,0.8352
3255,Lipaugus-vociferans-471086,25,Spectrogram 1,1,66.0,69.0,150,12000,scrpih1,Screaming Piha,0.8347
3177,Lipaugus-vociferans-456300,18,Spectrogram 1,1,45.0,48.0,150,12000,scrpih1,Screaming Piha,0.8339
2097,Lipaugus-vociferans-391874,11,Spectrogram 1,1,30.0,33.0,150,12000,scrpih1,Screaming Piha,0.8335
1963,Lipaugus-vociferans-357225,17,Spectrogram 1,1,135.0,138.0,150,12000,gohman1,Golden-headed Manakin,0.8328
1689,Lipaugus-vociferans-325462,27,Spectrogram 1,1,66.0,69.0,150,12000,scrpih1,Screaming Piha,0.8324
4125,Lipaugus-vociferans-526103,12,Spectrogram 1,1,33.0,36.0,150,12000,scrpih1,Screaming Piha,0.8324
2631,Lipaugus-vociferans-431956,13,Spectrogram 1,1,42.0,45.0,150,12000,scrpih1,Screaming Piha,0.8322
2204,Lipaugus-vociferans-391890,92,Spectrogram 1,1,303.0,306.0,150,12000,scrpih1,Screaming Piha,0.8316
2470,Lipaugus-vociferans-427546,19,Spectrogram 1,1,144.0,147.0,150,12000,scrpih1,Screaming Piha,0.8315
2512,Lipaugus-vociferans-427548,5,Spectrogram 1,1,21.0,24.0,150,12000,scrpih1,Screaming Piha,0.8313
4302,Lipaugus-vociferans-544894,9,Spectrogram 1,1,21.0,24.0,150,12000,scrpih1,Screaming Piha,0.8308
1543,Lipaugus-vociferans-282685,4,Spectrogram 1,1,9.0,12.0,150,12000,scrpih1,Screaming Piha,0.8307
755,Lipaugus-vociferans-200333,11,Spectrogram 1,1,36.0,39.0,150,12000,scrpih1,Screaming Piha,0.8305
336,Lipaugus-vociferans-129727,53,Spectrogram 1,1,72.0,75.0,150,12000,scrpih1,Screaming Piha,0.8304
5093,Lipaugus-vociferans-98359,3,Spectrogram 1,1,15.0,18.0,150,12000,scrpih1,Screaming Piha,0.8300
3174,Lipaugus-vociferans-456300,15,Spectrogram 1,1,36.0,39.0,150,12000,scrpih1,Screaming Piha,0.8297
613,Lipaugus-vociferans-167361,14,Spectrogram 1,1,6.0,9.0,150,12000,scrpih1,Screaming Piha,0.8295
3112,Lipaugus-vociferans-444908,14,Spectrogram 1,1,42.0,45.0,150,12000,scrpih1,Screaming Piha,0.8287
97,Lipaugus-vociferans-10518,6,Spectrogram 1,1,21.0,24.0,150,12000,scrpih1,Screaming Piha,0.8283
3114,Lipaugus-vociferans-444908,16,Spectrogram 1,1,9.0,12.0,150,12000,scrpih1,Screaming Piha,0.8283
3631,Lipaugus-vociferans-519392,43,Spectrogram 1,1,69.0,72.0,150,12000,scrpih1,Screaming Piha,0.8277
5039,Lipaugus-vociferans-88597,34,Spectrogram 1,1,60.0,63.0,150,12000,scrpih1,Screaming Piha,0.8277
4152,Lipaugus-vociferans-526103,39,Spectrogram 1,1,75.0,78.0,150,12000,scrpih1,Screaming Piha,0.8271
4783,Lipaugus-vociferans-75016,6,Spectrogram 1,1,6.0,9.0,150,12000,scrpih1,Screaming Piha,0.8271
3100,Lipaugus-vociferans-444908,2,Spectrogram 1,1,12.0,15.0,150,12000,scrpih1,Screaming Piha,0.8253
3415,Lipaugus-vociferans-487954,62,Spectrogram 1,1,261.0,264.0,150,12000,scrpih1,Screaming Piha,0.8253
3796,Lipaugus-vociferans-520933,68,Spectrogram 1,1,54.0,57.0,150,12000,scrpih1,Screaming Piha,0.8252
3669,Lipaugus-vociferans-519393,20,Spectrogram 1,1,51.0,54.0,150,12000,scrpih1,Screaming Piha,0.8247
4127,Lipaugus-vociferans-526103,14,Spectrogram 1,1,36.0,39.0,150,12000,scrpih1,Screaming Piha,0.8245
4606,Lipaugus-vociferans-68570,22,Spectrogram 1,1,24.0,27.0,150,12000,whltyr1,White-lored Tyrannulet,0.8244
