,Filename,Selection,View,Channel,Begin Time (s),End Time (s),Low Freq (Hz),High Freq (Hz),Species Code,Common Name,Confidence
4704,Lipaugus-vociferans-73778,1,Spectrogram 1,1,12.0,15.0,150,12000,scrpih1,Screaming Piha,1.0000
3030,Lipaugus-vociferans-443978,38,Spectrogram 1,1,192.0,195.0,150,12000,scrpih1,Screaming Piha,1.0000
2947,Lipaugus-vociferans-442394,8,Spectrogram 1,1,117.0,120.0,150,12000,scrpih1,Screaming Piha,1.0000
3012,Lipaugus-vociferans-443978,20,Spectrogram 1,1,147.0,150.0,150,12000,scrpih1,Screaming Piha,0.9999
4281,Lipaugus-vociferans-542536,3,Spectrogram 1,1,24.0,27.0,150,12000,scrpih1,Screaming Piha,0.9999
1460,Lipaugus-vociferans-271894,2,Spectrogram 1,1,3.0,6.0,150,12000,scrpih1,Screaming Piha,0.9999
237,Lipaugus-vociferans-123333,5,Spectrogram 1,1,15.0,18.0,150,12000,scrpih1,Screaming Piha,0.9999
2964,Lipaugus-vociferans-442394,25,Spectrogram 1,1,21.0,24.0,150,12000,scrpih1,Screaming Piha,0.9999
3023,Lipaugus-vociferans-443978,31,Spectrogram 1,1,174.0,177.0,150,12000,scrpih1,Screaming Piha,0.9999
3022,Lipaugus-vociferans-443978,30,Spectrogram 1,1,171.0,174.0,150,12000,scrpih1,Screaming Piha,0.9999
2810,Lipaugus-vociferans-436779,45,Spectrogram 1,1,78.0,81.0,150,12000,scrpih1,Screaming Piha,0.9999
2427,Lipaugus-vociferans-421081,1,Spectrogram 1,1,0,3.0,150,12000,scrpih1,Screaming Piha,0.9999
764,Lipaugus-vociferans-200334,4,Spectrogram 1,1,18.0,21.0,150,12000,scrpih1,Screaming Piha,0.9999
3951,Lipaugus-vociferans-520937,18,Spectrogram 1,1,36.0,39.0,150,12000,scrpih1,Screaming Piha,0.9999
3043,Lipaugus-vociferans-443978,51,Spectrogram 1,1,222.0,225.0,150,12000,scrpih1,Screaming Piha,0.9999
3718,Lipaugus-vociferans-519394,29,Spectrogram 1,1,9.0,12.0,150,12000,scrpih1,Screaming Piha,0.9999
3005,Lipaugus-vociferans-443978,13,Spectrogram 1,1,129.0,132.0,150,12000,scrpih1,Screaming Piha,0.9999
2999,Lipaugus-vociferans-443978,7,Spectrogram 1,1,114.0,117.0,150,12000,scrpih1,Screaming Piha,0.9999
2794,Lipaugus-vociferans-436779,29,Spectrogram 1,1,45.0,48.0,150,12000,scrpih1,Screaming Piha,0.9999
754,Lipaugus-vociferans-200333,10,Spectrogram 1,1,33.0,36.0,150,12000,scrpih1,Screaming Piha,0.9998
3041,Lipaugus-vociferans-443978,49,Spectrogram 1,1,216.0,219.0,150,12000,scrpih1,Screaming Piha,0.9998
4812,Lipaugus-vociferans-76028,25,Spectrogram 1,1,6.0,9.0,150,12000,scrpih1,Screaming Piha,0.9998
2378,Lipaugus-vociferans-40356,6,Spectrogram 1,1,9.0,12.0,150,12000,scrpih1,Screaming Piha,0.9998
3000,Lipaugus-vociferans-443978,8,Spectrogram 1,1,117.0,120.0,150,12000,scrpih1,Screaming Piha,0.9998
2971,Lipaugus-vociferans-442394,32,Spectrogram 1,1,39.0,42.0,150,12000,scrpih1,Screaming Piha,0.9998
3028,Lipaugus-vociferans-443978,36,Spectrogram 1,1,186.0,189.0,150,12000,scrpih1,Screaming Piha,0.9998
1459,Lipaugus-vociferans-271894,1,Spectrogram 1,1,0,3.0,150,12000,scrpih1,Screaming Piha,0.9998
4975,Lipaugus-vociferans-83477,14,Spectrogram 1,1,51.0,54.0,150,12000,scrpih1,Screaming Piha,0.9998
4925,Lipaugus-vociferans-81845,34,Spectrogram 1,1,9.0,12.0,150,12000,scrpih1,Screaming Piha,0.9998
793,Lipaugus-vociferans-200335,8,Spectrogram 1,1,3.0,6.0,150,12000,scrpih1,Screaming Piha,0.9998
1394,Lipaugus-vociferans-259073,9,Spectrogram 1,1,3.0,6.0,150,12000,scrpih1,Screaming Piha,0.9998
3967,Lipaugus-vociferans-520937,34,Spectrogram 1,1,81.0,84.0,150,12000,scrpih1,Screaming Piha,0.9998
749,Lipaugus-vociferans-200333,5,Spectrogram 1,1,21.0,24.0,150,12000,scrpih1,Screaming Piha,0.9998
4370,Lipaugus-vociferans-56138,8,Spectrogram 1,1,30.0,33.0,150,12000,scrpih1,Screaming Piha,0.9998
3076,Lipaugus-vociferans-443978,84,Spectrogram 1,1,93.0,96.0,150,12000,scrpih1,Screaming Piha,0.9998
2989,Lipaugus-vociferans-442394,50,Spectrogram 1,1,9.0,12.0,150,12000,scrpih1,Screaming Piha,0.9998
2974,Lipaugus-vociferans-442394,35,Spectrogram 1,1,48.0,51.0,150,12000,scrpih1,Screaming Piha,0.9998
2893,Lipaugus-vociferans-442393,26,Spectrogram 1,1,159.0,162.0,150,12000,scrpih1,Screaming Piha,0.9998
3955,Lipaugus-vociferans-520937,22,Spectrogram 1,1,48.0,51.0,150,12000,scrpih1,Screaming Piha,0.9998
3032,Lipaugus-vociferans-443978,40,Spectrogram 1,1,198.0,201.0,150,12000,scrpih1,Screaming Piha,0.9997
3007,Lipaugus-vociferans-443978,15,Spectrogram 1,1,135.0,138.0,150,12000,scrpih1,Screaming Piha,0.9997
4830,Lipaugus-vociferans-8075,5,Spectrogram 1,1,24.0,27.0,150,12000,scrpih1,Screaming Piha,0.9997
137,Lipaugus-vociferans-105496,16,Spectrogram 1,1,9.0,12.0,150,12000,scrpih1,Screaming Piha,0.9997
2995,Lipaugus-vociferans-443978,3,Spectrogram 1,1,105.0,108.0,150,12000,scrpih1,Screaming Piha,0.9997
3031,Lipaugus-vociferans-443978,39,Spectrogram 1,1,195.0,198.0,150,12000,scrpih1,Screaming Piha,0.9997
2994,Lipaugus-vociferans-443978,2,Spectrogram 1,1,102.0,105.0,150,12000,scrpih1,Screaming Piha,0.9997
4360,Lipaugus-vociferans-552343,1,Spectrogram 1,1,0,3.0,150,12000,scrpih1,Screaming Piha,0.9997
3690,Lipaugus-vociferans-519394,1,Spectrogram 1,1,0,3.0,150,12000,scrpih1,Screaming Piha,0.9997
2799,Lipaugus-vociferans-436779,34,Spectrogram 1,1,54.0,57.0,150,12000,scrpih1,Screaming Piha,0.9997
3461,Lipaugus-vociferans-4945,1,Spectrogram 1,1,0,3.0,150,12000,scrpih1,Screaming Piha,0.9997
3033,Lipaugus-vociferans-443978,41,Spectrogram 1,1,201.0,204.0,150,12000,scrpih1,Screaming Piha,0.9997
4366,Lipaugus-vociferans-56138,4,Spectrogram 1,1,21.0,24.0,150,12000,scrpih1,Screaming Piha,0.9997
827,Lipaugus-vociferans-201536,10,Spectrogram 1,1,9.0,12.0,150,12000,scrpih1,Screaming Piha,0.9997
4947,Lipaugus-vociferans-81846,20,Spectrogram 1,1,6.0,9.0,150,12000,scrpih1,Screaming Piha,0.9997
2761,Lipaugus-vociferans-436397,53,Spectrogram 1,1,9.0,12.0,150,12000,scrpih1,Screaming Piha,0.9997
882,Lipaugus-vociferans-225156,4,Spectrogram 1,1,15.0,18.0,150,12000,scrpih1,Screaming Piha,0.9997
2845,Lipaugus-vociferans-440626,6,Spectrogram 1,1,24.0,27.0,150,12000,scrpih1,Screaming Piha,0.9997
5106,XC552343 - Screaming Piha - Lipaugus vociferans,1,Spectrogram 1,1,0,3.0,150,12000,scrpih1,Screaming Piha,0.9997
2759,Lipaugus-vociferans-436397,51,Spectrogram 1,1,84.0,87.0,150,12000,scrpih1,Screaming Piha,0.9997
4283,Lipaugus-vociferans-542536,5,Spectrogram 1,1,3.0,6.0,150,12000,scrpih1,Screaming Piha,0.9997
848,Lipaugus-vociferans-216567,2,Spectrogram 1,1,3.0,6.0,150,12000,scrpih1,Screaming Piha,0.9996
768,Lipaugus-vociferans-200334,8,Spectrogram 1,1,3.0,6.0,150,12000,scrpih1,Screaming Piha,0.9996
3015,Lipaugus-vociferans-443978,23,Spectrogram 1,1,153.0,156.0,150,12000,scrpih1,Screaming Piha,0.9996
5044,Lipaugus-vociferans-88597,39,Spectrogram 1,1,69.0,72.0,150,12000,scrpih1,Screaming Piha,0.9996
102,Lipaugus-vociferans-10518,11,Spectrogram 1,1,9.0,12.0,150,12000,scrpih1,Screaming Piha,0.9996
2859,Lipaugus-vociferans-440626,20,Spectrogram 1,1,45.0,48.0,150,12000,scrpih1,Screaming Piha,0.9996
5047,Lipaugus-vociferans-93703,1,Spectrogram 1,1,0,3.0,150,12000,scrpih1,Screaming Piha,0.9996
960,Lipaugus-vociferans-225159,25,Spectrogram 1,1,72.0,75.0,150,12000,scrpih1,Screaming Piha,0.9996
504,Lipaugus-vociferans-148608,1,Spectrogram 1,1,0,3.0,150,12000,scrpih1,Screaming Piha,0.9996
981,Lipaugus-vociferans-225160,3,Spectrogram 1,1,15.0,18.0,150,12000,scrpih1,Screaming Piha,0.9996
2817,Lipaugus-vociferans-436779,52,Spectrogram 1,1,90.0,93.0,150,12000,scrpih1,Screaming Piha,0.9996
2803,Lipaugus-vociferans-436779,38,Spectrogram 1,1,60.0,63.0,150,12000,scrpih1,Screaming Piha,0.9996
3052,Lipaugus-vociferans-443978,60,Spectrogram 1,1,36.0,39.0,150,12000,scrpih1,Screaming Piha,0.9996
3006,Lipaugus-vociferans-443978,14,Spectrogram 1,1,132.0,135.0,150,12000,scrpih1,Screaming Piha,0.9996
2373,Lipaugus-vociferans-40356,1,Spectrogram 1,1,0,3.0,150,12000,scrpih1,Screaming Piha,0.9996
4560,Lipaugus-vociferans-65113,17,Spectrogram 1,1,6.0,9.0,150,12000,scrpih1,Screaming Piha,0.9996
4826,Lipaugus-vociferans-8075,1,Spectrogram 1,1,0,3.0,150,12000,scrpih1,Screaming Piha,0.9996
4371,Lipaugus-vociferans-56138,9,Spectrogram 1,1,6.0,9.0,150,12000,scrpih1,Screaming Piha,0.9996
269,Lipaugus-vociferans-123334,1,Spectrogram 1,1,0,3.0,150,12000,scrpih1,Screaming Piha,0.9995
3124,Lipaugus-vociferans-445456,10,Spectrogram 1,1,33.0,36.0,150,12000,scrpih1,Screaming Piha,0.9995
4234,Lipaugus-vociferans-527927,10,Spectrogram 1,1,3.0,6.0,150,12000,scrpih1,Screaming Piha,0.9995
2993,Lipaugus-vociferans-443978,1,Spectrogram 1,1,0,3.0,150,12000,scrpih1,Screaming Piha,0.9995
1391,Lipaugus-vociferans-259073,6,Spectrogram 1,1,21.0,24.0,150,12000,scrpih1,Screaming Piha,0.9995
773,Lipaugus-vociferans-200334,13,Spectrogram 1,1,42.0,45.0,150,12000,scrpih1,Screaming Piha,0.9995
3017,Lipaugus-vociferans-443978,25,Spectrogram 1,1,159.0,162.0,150,12000,scrpih1,Screaming Piha,0.9995
3011,Lipaugus-vociferans-443978,19,Spectrogram 1,1,144.0,147.0,150,12000,scrpih1,Screaming Piha,0.9995
514,Lipaugus-vociferans-150592,1,Spectrogram 1,1,0,3.0,150,12000,scrpih1,Screaming Piha,0.9995
4808,Lipaugus-vociferans-76028,21,Spectrogram 1,1,48.0,51.0,150,12000,scrpih1,Screaming Piha,0.9995
3070,Lipaugus-vociferans-443978,78,Spectrogram 1,1,81.0,84.0,150,12000,scrpih1,Screaming Piha,0.9995
3065,Lipaugus-vociferans-443978,73,Spectrogram 1,1,66.0,69.0,150,12000,scrpih1,Screaming Piha,0.9995
3056,Lipaugus-vociferans-443978,64,Spectrogram 1,1,42.0,45.0,150,12000,scrpih1,Screaming Piha,0.9995
3029,Lipaugus-vociferans-443978,37,Spectrogram 1,1,189.0,192.0,150,12000,scrpih1,Screaming Piha,0.9995
554,Lipaugus-vociferans-163803,1,Spectrogram 1,1,0,3.0,150,12000,scrpih1,Screaming Piha,0.9995
3045,Lipaugus-vociferans-443978,53,Spectrogram 1,1,228.0,231.0,150,12000,scrpih1,Screaming Piha,0.9995
2938,Lipaugus-vociferans-442393,71,Spectrogram 1,1,96.0,99.0,150,12000,scrpih1,Screaming Piha,0.9995
2884,Lipaugus-vociferans-442393,17,Spectrogram 1,1,135.0,138.0,150,12000,scrpih1,Screaming Piha,0.9994
752,Lipaugus-vociferans-200333,8,Spectrogram 1,1,3.0,6.0,150,12000,scrpih1,Screaming Piha,0.9994
5022,Lipaugus-vociferans-88597,17,Spectrogram 1,1,36.0,39.0,150,12000,scrpih1,Screaming Piha,0.9994
3370,Lipaugus-vociferans-487954,17,Spectrogram 1,1,144.0,147.0,150,12000,scrpih1,Screaming Piha,0.9994
826,Lipaugus-vociferans-201536,9,Spectrogram 1,1,6.0,9.0,150,12000,scrpih1,Screaming Piha,0.9994
966,Lipaugus-vociferans-225159,31,Spectrogram 1,1,90.0,93.0,150,12000,scrpih1,Screaming Piha,0.9994
3008,Lipaugus-vociferans-443978,16,Spectrogram 1,1,138.0,141.0,150,12000,scrpih1,Screaming Piha,0.9994
257,Lipaugus-vociferans-123333,25,Spectrogram 1,1,60.0,63.0,150,12000,scrpih1,Screaming Piha,0.9994
4979,Lipaugus-vociferans-83477,18,Spectrogram 1,1,63.0,66.0,150,12000,scrpih1,Screaming Piha,0.9994
4832,Lipaugus-vociferans-8075,7,Spectrogram 1,1,3.0,6.0,150,12000,scrpih1,Screaming Piha,0.9994
3260,Lipaugus-vociferans-471086,30,Spectrogram 1,1,9.0,12.0,150,12000,scrpih1,Screaming Piha,0.9994
3059,Lipaugus-vociferans-443978,67,Spectrogram 1,1,51.0,54.0,150,12000,scrpih1,Screaming Piha,0.9994
4363,Lipaugus-vociferans-56138,1,Spectrogram 1,1,12.0,15.0,150,12000,scrpih1,Screaming Piha,0.9994
4696,Lipaugus-vociferans-73777,28,Spectrogram 1,1,69.0,72.0,150,12000,scrpih1,Screaming Piha,0.9994
2914,Lipaugus-vociferans-442393,47,Spectrogram 1,1,36.0,39.0,150,12000,scrpih1,Screaming Piha,0.9994
1874,Lipaugus-vociferans-342764,6,Spectrogram 1,1,18.0,21.0,150,12000,scrpih1,Screaming Piha,0.9994
4725,Lipaugus-vociferans-73778,22,Spectrogram 1,1,6.0,9.0,150,12000,scrpih1,Screaming Piha,0.9994
2614,Lipaugus-vociferans-431391,21,Spectrogram 1,1,39.0,42.0,150,12000,scrpih1,Screaming Piha,0.9994
1399,Lipaugus-vociferans-259074,1,Spectrogram 1,1,0,3.0,150,12000,scrpih1,Screaming Piha,0.9994
68,Lipaugus-vociferans-104074,9,Spectrogram 1,1,3.0,6.0,150,12000,scrpih1,Screaming Piha,0.9994
4713,Lipaugus-vociferans-73778,10,Spectrogram 1,1,3.0,6.0,150,12000,scrpih1,Screaming Piha,0.9994
2161,Lipaugus-vociferans-391890,49,Spectrogram 1,1,213.0,216.0,150,12000,scrpih1,Screaming Piha,0.9994
1444,Lipaugus-vociferans-270766,6,Spectrogram 1,1,24.0,27.0,150,12000,scrpih1,Screaming Piha,0.9993
80,Lipaugus-vociferans-10517,9,Spectrogram 1,1,27.0,30.0,150,12000,scrpih1,Screaming Piha,0.9993
787,Lipaugus-vociferans-200335,2,Spectrogram 1,1,12.0,15.0,150,12000,scrpih1,Screaming Piha,0.9993
4932,Lipaugus-vociferans-81846,5,Spectrogram 1,1,21.0,24.0,150,12000,scrpih1,Screaming Piha,0.9993
1110,Lipaugus-vociferans-225287,6,Spectrogram 1,1,3.0,6.0,150,12000,scrpih1,Screaming Piha,0.9993
1449,Lipaugus-vociferans-270766,11,Spectrogram 1,1,33.0,36.0,150,12000,scrpih1,Screaming Piha,0.9993
3519,Lipaugus-vociferans-511110,3,Spectrogram 1,1,15.0,18.0,150,12000,scrpih1,Screaming Piha,0.9993
2377,Lipaugus-vociferans-40356,5,Spectrogram 1,1,6.0,9.0,150,12000,scrpih1,Screaming Piha,0.9993
1204,Lipaugus-vociferans-247091,6,Spectrogram 1,1,3.0,6.0,150,12000,scrpih1,Screaming Piha,0.9993
223,Lipaugus-vociferans-12100,2,Spectrogram 1,1,18.0,21.0,150,12000,scrpih1,Screaming Piha,0.9993
3958,Lipaugus-vociferans-520937,25,Spectrogram 1,1,57.0,60.0,150,12000,scrpih1,Screaming Piha,0.9993
1439,Lipaugus-vociferans-270766,1,Spectrogram 1,1,0,3.0,150,12000,scrpih1,Screaming Piha,0.9993
4809,Lipaugus-vociferans-76028,22,Spectrogram 1,1,51.0,54.0,150,12000,scrpih1,Screaming Piha,0.9993
238,Lipaugus-vociferans-123333,6,Spectrogram 1,1,21.0,24.0,150,12000,scrpih1,Screaming Piha,0.9993
239,Lipaugus-vociferans-123333,7,Spectrogram 1,1,24.0,27.0,150,12000,scrpih1,Screaming Piha,0.9993
873,Lipaugus-vociferans-216569,12,Spectrogram 1,1,30.0,33.0,150,12000,scrpih1,Screaming Piha,0.9993
2901,Lipaugus-vociferans-442393,34,Spectrogram 1,1,174.0,177.0,150,12000,scrpih1,Screaming Piha,0.9993
4585,Lipaugus-vociferans-68570,1,Spectrogram 1,1,0,3.0,150,12000,whltyr1,White-lored Tyrannulet,0.9993
3126,Lipaugus-vociferans-445456,12,Spectrogram 1,1,39.0,42.0,150,12000,scrpih1,Screaming Piha,0.9993
4944,Lipaugus-vociferans-81846,17,Spectrogram 1,1,51.0,54.0,150,12000,scrpih1,Screaming Piha,0.9993
3706,Lipaugus-vociferans-519394,17,Spectrogram 1,1,45.0,48.0,150,12000,scrpih1,Screaming Piha,0.9993
629,Lipaugus-vociferans-179836,2,Spectrogram 1,1,12.0,15.0,150,12000,scrpih1,Screaming Piha,0.9993
4707,Lipaugus-vociferans-73778,4,Spectrogram 1,1,21.0,24.0,150,12000,scrpih1,Screaming Piha,0.9993
4991,Lipaugus-vociferans-88353,6,Spectrogram 1,1,24.0,27.0,150,12000,scrpih1,Screaming Piha,0.9993
1157,Lipaugus-vociferans-22989,22,Spectrogram 1,1,54.0,57.0,150,12000,scrpih1,Screaming Piha,0.9993
5069,Lipaugus-vociferans-9585,13,Spectrogram 1,1,3.0,6.0,150,12000,scrpih1,Screaming Piha,0.9993
1136,Lipaugus-vociferans-22989,1,Spectrogram 1,1,0,3.0,150,12000,scrpih1,Screaming Piha,0.9993
763,Lipaugus-vociferans-200334,3,Spectrogram 1,1,15.0,18.0,150,12000,scrpih1,Screaming Piha,0.9993
1143,Lipaugus-vociferans-22989,8,Spectrogram 1,1,21.0,24.0,150,12000,scrpih1,Screaming Piha,0.9993
2791,Lipaugus-vociferans-436779,26,Spectrogram 1,1,36.0,39.0,150,12000,scrpih1,Screaming Piha,0.9993
4546,Lipaugus-vociferans-65113,3,Spectrogram 1,1,15.0,18.0,150,12000,scrpih1,Screaming Piha,0.9993
2880,Lipaugus-vociferans-442393,13,Spectrogram 1,1,123.0,126.0,150,12000,scrpih1,Screaming Piha,0.9992
4490,Lipaugus-vociferans-6225,12,Spectrogram 1,1,9.0,12.0,150,12000,scrpih1,Screaming Piha,0.9992
4950,Lipaugus-vociferans-81846,23,Spectrogram 1,1,66.0,69.0,150,12000,scrpih1,Screaming Piha,0.9992
3525,Lipaugus-vociferans-511110,9,Spectrogram 1,1,3.0,6.0,150,12000,scrpih1,Screaming Piha,0.9992
4365,Lipaugus-vociferans-56138,3,Spectrogram 1,1,18.0,21.0,150,12000,scrpih1,Screaming Piha,0.9992
2881,Lipaugus-vociferans-442393,14,Spectrogram 1,1,126.0,129.0,150,12000,scrpih1,Screaming Piha,0.9992
3067,Lipaugus-vociferans-443978,75,Spectrogram 1,1,72.0,75.0,150,12000,scrpih1,Screaming Piha,0.9992
2773,Lipaugus-vociferans-436779,8,Spectrogram 1,1,111.0,114.0,150,12000,scrpih1,Screaming Piha,0.9992
3851,Lipaugus-vociferans-520935,1,Spectrogram 1,1,0,3.0,150,12000,scrpih1,Screaming Piha,0.9992
1897,Lipaugus-vociferans-346015,15,Spectrogram 1,1,39.0,42.0,150,12000,scrpih1,Screaming Piha,0.9992
2735,Lipaugus-vociferans-436397,27,Spectrogram 1,1,36.0,39.0,150,12000,scrpih1,Screaming Piha,0.9992
1806,Lipaugus-vociferans-332894,2,Spectrogram 1,1,12.0,15.0,150,12000,scrpih1,Screaming Piha,0.9992
4271,Lipaugus-vociferans-540,6,Spectrogram 1,1,6.0,9.0,150,12000,scrpih1,Screaming Piha,0.9992
1402,Lipaugus-vociferans-259074,4,Spectrogram 1,1,3.0,6.0,150,12000,scrpih1,Screaming Piha,0.9992
3867,Lipaugus-vociferans-520935,17,Spectrogram 1,1,42.0,45.0,150,12000,scrpih1,Screaming Piha,0.9992
4279,Lipaugus-vociferans-542536,1,Spectrogram 1,1,0,3.0,150,12000,scrpih1,Screaming Piha,0.9992
2952,Lipaugus-vociferans-442394,13,Spectrogram 1,1,129.0,132.0,150,12000,scrpih1,Screaming Piha,0.9992
4954,Lipaugus-vociferans-81846,27,Spectrogram 1,1,78.0,81.0,150,12000,scrpih1,Screaming Piha,0.9992
2925,Lipaugus-vociferans-442393,58,Spectrogram 1,1,66.0,69.0,150,12000,scrpih1,Screaming Piha,0.9992
747,Lipaugus-vociferans-200333,3,Spectrogram 1,1,15.0,18.0,150,12000,scrpih1,Screaming Piha,0.9992
258,Lipaugus-vociferans-123333,26,Spectrogram 1,1,63.0,66.0,150,12000,scrpih1,Screaming Piha,0.9992
2051,Lipaugus-vociferans-38482,16,Spectrogram 1,1,48.0,51.0,150,12000,scrpih1,Screaming Piha,0.9992
3039,Lipaugus-vociferans-443978,47,Spectrogram 1,1,210.0,213.0,150,12000,scrpih1,Screaming Piha,0.9991
4946,Lipaugus-vociferans-81846,19,Spectrogram 1,1,57.0,60.0,150,12000,scrpih1,Screaming Piha,0.9991
3323,Lipaugus-vociferans-482063,1,Spectrogram 1,1,0,3.0,150,12000,scrpih1,Screaming Piha,0.9991
2788,Lipaugus-vociferans-436779,23,Spectrogram 1,1,3.0,6.0,150,12000,scrpih1,Screaming Piha,0.9991
96,Lipaugus-vociferans-10518,5,Spectrogram 1,1,18.0,21.0,150,12000,scrpih1,Screaming Piha,0.9991
126,Lipaugus-vociferans-105496,5,Spectrogram 1,1,18.0,21.0,150,12000,scrpih1,Screaming Piha,0.9991
2760,Lipaugus-vociferans-436397,52,Spectrogram 1,1,87.0,90.0,150,12000,scrpih1,Screaming Piha,0.9991
5010,Lipaugus-vociferans-88597,5,Spectrogram 1,1,21.0,24.0,150,12000,scrpih1,Screaming Piha,0.9991
3934,Lipaugus-vociferans-520937,1,Spectrogram 1,1,102.0,105.0,150,12000,scrpih1,Screaming Piha,0.9991
4558,Lipaugus-vociferans-65113,15,Spectrogram 1,1,48.0,51.0,150,12000,scrpih1,Screaming Piha,0.9991
2437,Lipaugus-vociferans-421081,11,Spectrogram 1,1,30.0,33.0,150,12000,scrpih1,Screaming Piha,0.9991
2891,Lipaugus-vociferans-442393,24,Spectrogram 1,1,153.0,156.0,150,12000,scrpih1,Screaming Piha,0.9991
4719,Lipaugus-vociferans-73778,16,Spectrogram 1,1,45.0,48.0,150,12000,scrpih1,Screaming Piha,0.9991
4547,Lipaugus-vociferans-65113,4,Spectrogram 1,1,18.0,21.0,150,12000,scrpih1,Screaming Piha,0.9991
2780,Lipaugus-vociferans-436779,15,Spectrogram 1,1,126.0,129.0,150,12000,scrpih1,Screaming Piha,0.9991
2809,Lipaugus-vociferans-436779,44,Spectrogram 1,1,75.0,78.0,150,12000,scrpih1,Screaming Piha,0.9991
4833,Lipaugus-vociferans-8075,8,Spectrogram 1,1,30.0,33.0,150,12000,scrpih1,Screaming Piha,0.9991
4378,Lipaugus-vociferans-59336,5,Spectrogram 1,1,21.0,24.0,150,12000,scrpih1,Screaming Piha,0.9991
3486,Lipaugus-vociferans-49831,8,Spectrogram 1,1,27.0,30.0,150,12000,scrpih1,Screaming Piha,0.9991
2983,Lipaugus-vociferans-442394,44,Spectrogram 1,1,72.0,75.0,150,12000,scrpih1,Screaming Piha,0.9991
3463,Lipaugus-vociferans-4945,3,Spectrogram 1,1,15.0,18.0,150,12000,scrpih1,Screaming Piha,0.9990
2902,Lipaugus-vociferans-442393,35,Spectrogram 1,1,177.0,180.0,150,12000,scrpih1,Screaming Piha,0.9990
4930,Lipaugus-vociferans-81846,3,Spectrogram 1,1,15.0,18.0,150,12000,scrpih1,Screaming Piha,0.9990
3391,Lipaugus-vociferans-487954,38,Spectrogram 1,1,198.0,201.0,150,12000,scrpih1,Screaming Piha,0.9990
4376,Lipaugus-vociferans-59336,3,Spectrogram 1,1,15.0,18.0,150,12000,scrpih1,Screaming Piha,0.9990
1593,Lipaugus-vociferans-296560,3,Spectrogram 1,1,15.0,18.0,150,12000,scrpih1,Screaming Piha,0.9990
3400,Lipaugus-vociferans-487954,47,Spectrogram 1,1,222.0,225.0,150,12000,scrpih1,Screaming Piha,0.9990
1899,Lipaugus-vociferans-346015,17,Spectrogram 1,1,45.0,48.0,150,12000,scrpih1,Screaming Piha,0.9990
2429,Lipaugus-vociferans-421081,3,Spectrogram 1,1,15.0,18.0,150,12000,scrpih1,Screaming Piha,0.9990
2367,Lipaugus-vociferans-401390,8,Spectrogram 1,1,3.0,6.0,150,12000,scrpih1,Screaming Piha,0.9990
2792,Lipaugus-vociferans-436779,27,Spectrogram 1,1,39.0,42.0,150,12000,scrpih1,Screaming Piha,0.9990
1926,Lipaugus-vociferans-357224,1,Spectrogram 1,1,0,3.0,150,12000,scrpih1,Screaming Piha,0.9990
4243,Lipaugus-vociferans-527927,19,Spectrogram 1,1,6.0,9.0,150,12000,scrpih1,Screaming Piha,0.9990
794,Lipaugus-vociferans-200335,9,Spectrogram 1,1,30.0,33.0,150,12000,scrpih1,Screaming Piha,0.9990
4326,Lipaugus-vociferans-544895,5,Spectrogram 1,1,15.0,18.0,150,12000,scrpih1,Screaming Piha,0.9990
672,Lipaugus-vociferans-194728,8,Spectrogram 1,1,3.0,6.0,150,12000,scrpih1,Screaming Piha,0.9990
4489,Lipaugus-vociferans-6225,11,Spectrogram 1,1,42.0,45.0,150,12000,scrpih1,Screaming Piha,0.9990
1407,Lipaugus-vociferans-259074,9,Spectrogram 1,1,9.0,12.0,150,12000,scrpih1,Screaming Piha,0.9990
757,Lipaugus-vociferans-200333,13,Spectrogram 1,1,42.0,45.0,150,12000,scrpih1,Screaming Piha,0.9990
4557,Lipaugus-vociferans-65113,14,Spectrogram 1,1,45.0,48.0,150,12000,scrpih1,Screaming Piha,0.9990
399,Lipaugus-vociferans-130373,9,Spectrogram 1,1,3.0,6.0,150,12000,scrpih1,Screaming Piha,0.9989
4282,Lipaugus-vociferans-542536,4,Spectrogram 1,1,27.0,30.0,150,12000,scrpih1,Screaming Piha,0.9989
2996,Lipaugus-vociferans-443978,4,Spectrogram 1,1,108.0,111.0,150,12000,scrpih1,Screaming Piha,0.9989
2959,Lipaugus-vociferans-442394,20,Spectrogram 1,1,153.0,156.0,150,12000,scrpih1,Screaming Piha,0.9989
266,Lipaugus-vociferans-123333,34,Spectrogram 1,1,90.0,93.0,150,12000,scrpih1,Screaming Piha,0.9989
2844,Lipaugus-vociferans-440626,5,Spectrogram 1,1,21.0,24.0,150,12000,scrpih1,Screaming Piha,0.9989
3125,Lipaugus-vociferans-445456,11,Spectrogram 1,1,36.0,39.0,150,12000,scrpih1,Screaming Piha,0.9989
2890,Lipaugus-vociferans-442393,23,Spectrogram 1,1,150.0,153.0,150,12000,scrpih1,Screaming Piha,0.9989
1109,Lipaugus-vociferans-225287,5,Spectrogram 1,1,21.0,24.0,150,12000,scrpih1,Screaming Piha,0.9989
2074,Lipaugus-vociferans-387512,7,Spectrogram 1,1,27.0,30.0,150,12000,scrpih1,Screaming Piha,0.9989
3018,Lipaugus-vociferans-443978,26,Spectrogram 1,1,162.0,165.0,150,12000,scrpih1,Screaming Piha,0.9989
1453,Lipaugus-vociferans-270766,15,Spectrogram 1,1,42.0,45.0,150,12000,scrpih1,Screaming Piha,0.9989
