IN FILE,MANUAL ID,OFFSET,DURATION,Confidence
20210819_155000_OTH1.csv,Blue-gray Gnatcatcher,42.0,3.0,0.11029285
20210819_155000_OTH1.csv,California Gnatcatcher,45.0,3.0,0.30399475
20210815_133000_OFF3.csv,California Thrasher,0.0,3.0,0.25470287
20210815_133000_OFF3.csv,Syrian Woodpecker,0.0,3.0,0.13610107
20210815_133000_OFF3.csv,California Thrasher,3.0,3.0,0.5310096
20210811_144000_OFF6.csv,House Finch,0.0,3.0,0.17197987
20210811_144000_OFF6.csv,White-throated Seedeater,0.0,3.0,0.11463791
20210811_144000_OFF6.csv,Saunders's Gull,3.0,3.0,0.109485395
20210811_144000_OFF6.csv,House Finch,51.0,3.0,0.4587134
20210811_144000_OFF6.csv,Orange-banded Flycatcher,51.0,3.0,0.13164720000000002
20210811_144000_OFF6.csv,Saxaul Sparrow,51.0,3.0,0.10075417
20210811_144000_OFF6.csv,Double-banded Plover,54.0,3.0,0.1389842
20210811_144000_OFF6.csv,House Finch,57.0,3.0,0.19342887
20210822_150000_OFF7.csv,Black-tailed Gnatcatcher,0.0,3.0,0.5756817
20210822_150000_OFF7.csv,White-lored Gnatcatcher,0.0,3.0,0.111219846
20210822_150000_OFF7.csv,American Woodcock,3.0,3.0,0.6188698
20210822_150000_OFF7.csv,Sage Thrasher,9.0,3.0,0.15305349
20210822_150000_OFF7.csv,Black-tailed Gnatcatcher,12.0,3.0,0.14759931
20210822_150000_OFF7.csv,American Woodcock,12.0,3.0,0.13686775
20210822_150000_OFF7.csv,Japanese Thrush,42.0,3.0,0.10265650000000001
20210822_150000_OFF7.csv,American Woodcock,45.0,3.0,0.3179781
20210822_150000_OFF7.csv,Black-tailed Gnatcatcher,45.0,3.0,0.13358401
20210822_150000_OFF7.csv,Black-tailed Gnatcatcher,48.0,3.0,0.31626028
20210822_150000_OFF7.csv,Band-tailed Seedeater,51.0,3.0,0.11086069999999999
20210822_150000_OFF7.csv,Malachite Kingfisher,54.0,3.0,0.10121396
20210821_010000_OFF0.csv,Plain Prinia,3.0,3.0,0.11947583
20210821_010000_OFF0.csv,Dwarf Tinamou,57.0,3.0,0.114431135
20210815_143000_OFF3.csv,Little Ringed Plover,18.0,3.0,0.17011106
20210815_143000_OFF3.csv,Willet,21.0,3.0,0.107495904
20210815_143000_OFF3.csv,Wrentit,24.0,3.0,0.83022326
20210815_143000_OFF3.csv,Rusty-backed Antwren,24.0,3.0,0.37134957
20210815_143000_OFF3.csv,Reed Parrotbill,24.0,3.0,0.10588879999999999
20210815_143000_OFF3.csv,Wrentit,27.0,3.0,0.12589751
20210823_152000_OFF6.csv,California Towhee,18.0,3.0,0.5546833999999999
20210819_135000_OFF4.csv,Anna's Hummingbird,24.0,3.0,0.95729786
20210819_135000_OFF4.csv,Anna's Hummingbird,27.0,3.0,0.97711164
20210819_135000_OFF4.csv,Anna's Hummingbird,30.0,3.0,0.98555225
20210819_135000_OFF4.csv,Anna's Hummingbird,33.0,3.0,0.79529107
20210819_135000_OFF4.csv,Anna's Hummingbird,36.0,3.0,0.86048436
20210819_135000_OFF4.csv,Boat-tailed Grackle,42.0,3.0,0.10573403
20210819_135000_OFF4.csv,Anna's Hummingbird,51.0,3.0,0.9837848
20210819_135000_OFF4.csv,Anna's Hummingbird,54.0,3.0,0.9703248999999999
20210819_135000_OFF4.csv,Anna's Hummingbird,57.0,3.0,0.9088294
20210815_125000_OFF6.csv,Malachite Kingfisher,6.0,3.0,0.30860406
20210815_125000_OFF6.csv,Malachite Kingfisher,36.0,3.0,0.13145415
20210815_125000_OFF6.csv,California Towhee,36.0,3.0,0.104770534
20210815_125000_OFF6.csv,Malachite Kingfisher,45.0,3.0,0.120325625
20210815_125000_OFF6.csv,Chestnut-bellied Sandgrouse,57.0,3.0,0.12368355
20210816_014000_OTH1.csv,California Towhee,18.0,3.0,0.8439235
20210816_151000_OFF1.csv,Turkey Vulture,33.0,3.0,0.20085579
20210816_151000_OFF1.csv,Turkey Vulture,42.0,3.0,0.41178685
20210816_151000_OFF1.csv,Turkey Vulture,45.0,3.0,0.1414594
20210816_151000_OFF1.csv,California Towhee,48.0,3.0,0.18887326
20210816_133000_OFF3.csv,California Thrasher,6.0,3.0,0.30095991
20210816_133000_OFF3.csv,Bahama Mockingbird,6.0,3.0,0.10628887
20210816_133000_OFF3.csv,Tropical Mockingbird,9.0,3.0,0.28983226
20210816_133000_OFF3.csv,California Thrasher,12.0,3.0,0.11821302
20210816_133000_OFF3.csv,Bewick's Wren,24.0,3.0,0.854664
20210816_133000_OFF3.csv,Bewick's Wren,30.0,3.0,0.25220296
20210816_133000_OFF3.csv,Thick-billed Parrot,36.0,3.0,0.16563417
20210816_133000_OFF3.csv,Bahama Mockingbird,51.0,3.0,0.3120088
20210816_133000_OFF3.csv,California Thrasher,51.0,3.0,0.15368411
20210816_133000_OFF3.csv,California Thrasher,54.0,3.0,0.116724804
20210816_133000_OFF3.csv,Crissal Thrasher,54.0,3.0,0.102147646
20210816_133000_OFF3.csv,California Thrasher,57.0,3.0,0.22300679999999998
20210813_162000_OFF4.csv,Wrentit,0.0,3.0,0.9136675999999999
20210813_162000_OFF4.csv,Reed Parrotbill,0.0,3.0,0.3780013
20210813_162000_OFF4.csv,Wrentit,3.0,3.0,0.94296944
20210813_162000_OFF4.csv,Reed Parrotbill,3.0,3.0,0.49401814
20210813_162000_OFF4.csv,Wrentit,9.0,3.0,0.8192574
20210813_162000_OFF4.csv,Reed Parrotbill,9.0,3.0,0.14207402
20210813_162000_OFF4.csv,Wrentit,12.0,3.0,0.5522684
20210813_162000_OFF4.csv,Wrentit,15.0,3.0,0.9734550999999999
20210813_162000_OFF4.csv,Reed Parrotbill,15.0,3.0,0.6405459
20210813_162000_OFF4.csv,Wrentit,24.0,3.0,0.93950456
20210813_162000_OFF4.csv,Reed Parrotbill,24.0,3.0,0.3886575
20210813_162000_OFF4.csv,Wrentit,30.0,3.0,0.91125786
20210813_162000_OFF4.csv,Wrentit,33.0,3.0,0.29341644
20210813_162000_OFF4.csv,Wrentit,39.0,3.0,0.9303465
20210813_162000_OFF4.csv,Reed Parrotbill,39.0,3.0,0.5977364000000001
20210812_030000_OFF1.csv,Sickle-winged Nightjar,0.0,3.0,0.18330848
20210816_004000_OTH1.csv,California Towhee,42.0,3.0,0.2636943
20210816_004000_OTH1.csv,California Towhee,45.0,3.0,0.54567695
20210816_004000_OTH1.csv,California Towhee,48.0,3.0,0.5941751000000001
20210816_004000_OTH1.csv,California Towhee,51.0,3.0,0.13807239
20210816_004000_OTH1.csv,Malachite Kingfisher,54.0,3.0,0.25142077
20210816_004000_OTH1.csv,California Towhee,54.0,3.0,0.17473157
20210816_004000_OTH1.csv,Water Pipit,54.0,3.0,0.14477895
20210816_004000_OTH1.csv,California Towhee,57.0,3.0,0.6335023
20210811_005000_OFF2.csv,Malachite Kingfisher,3.0,3.0,0.36958498
20210811_005000_OFF2.csv,California Towhee,3.0,3.0,0.14186664
20210811_005000_OFF2.csv,California Towhee,12.0,3.0,0.8981234
20210811_005000_OFF2.csv,Flavescent Warbler,12.0,3.0,0.12434314
20210811_005000_OFF2.csv,Malachite Kingfisher,15.0,3.0,0.11700923
20210811_005000_OFF2.csv,California Towhee,15.0,3.0,0.114890605
20210811_005000_OFF2.csv,California Towhee,18.0,3.0,0.23319347
20210811_005000_OFF2.csv,Malachite Kingfisher,18.0,3.0,0.16623513
20210811_005000_OFF2.csv,California Towhee,21.0,3.0,0.33276027
20210811_005000_OFF2.csv,Malachite Kingfisher,21.0,3.0,0.24573953
20210811_005000_OFF2.csv,Water Pipit,21.0,3.0,0.109432526
20210811_005000_OFF2.csv,Malachite Kingfisher,24.0,3.0,0.11732878
20210811_005000_OFF2.csv,California Towhee,30.0,3.0,0.22861174
20210811_005000_OFF2.csv,California Towhee,33.0,3.0,0.6814538
20210811_005000_OFF2.csv,Malachite Kingfisher,33.0,3.0,0.13744114
20210811_005000_OFF2.csv,California Towhee,36.0,3.0,0.88311476
20210811_005000_OFF2.csv,California Towhee,39.0,3.0,0.5214882000000001
20210811_005000_OFF2.csv,California Towhee,42.0,3.0,0.3796982
20210821_134000_OFF6.csv,California Thrasher,0.0,3.0,0.3291496
20210821_134000_OFF6.csv,California Thrasher,3.0,3.0,0.65555257
20210821_134000_OFF6.csv,California Thrasher,6.0,3.0,0.5367339
20210821_134000_OFF6.csv,Desert Finch,6.0,3.0,0.17590150000000002
20210821_134000_OFF6.csv,Song Thrush,6.0,3.0,0.106995836
20210821_134000_OFF6.csv,California Thrasher,9.0,3.0,0.75037503
20210821_134000_OFF6.csv,California Thrasher,12.0,3.0,0.5275844
20210821_134000_OFF6.csv,Cassin's Kingbird,15.0,3.0,0.25128216
20210821_134000_OFF6.csv,Desert Finch,15.0,3.0,0.10653854
20210821_134000_OFF6.csv,California Thrasher,21.0,3.0,0.5616726
20210821_134000_OFF6.csv,California Thrasher,24.0,3.0,0.3776414
20210821_134000_OFF6.csv,California Thrasher,27.0,3.0,0.7388066
20210821_134000_OFF6.csv,California Thrasher,30.0,3.0,0.42491835
20210821_134000_OFF6.csv,California Thrasher,33.0,3.0,0.45891488
20210821_134000_OFF6.csv,Creamy-bellied Thrush,33.0,3.0,0.14109322
20210821_134000_OFF6.csv,California Thrasher,36.0,3.0,0.7044056
20210821_134000_OFF6.csv,Southern Anteater-Chat,36.0,3.0,0.15935677
20210821_134000_OFF6.csv,Yellow-rumped Marshbird,39.0,3.0,0.23469879
20210821_134000_OFF6.csv,California Thrasher,39.0,3.0,0.22302559
20210821_134000_OFF6.csv,California Thrasher,42.0,3.0,0.390941
20210821_134000_OFF6.csv,Malachite Kingfisher,48.0,3.0,0.2945538
20210821_134000_OFF6.csv,California Towhee,48.0,3.0,0.27009502
20210821_134000_OFF6.csv,Tropical Mockingbird,51.0,3.0,0.19384548
20210821_134000_OFF6.csv,California Thrasher,51.0,3.0,0.15271081
20210821_134000_OFF6.csv,California Thrasher,54.0,3.0,0.21704276
20210821_134000_OFF6.csv,California Thrasher,57.0,3.0,0.5941649
20210822_125000_OTH1.csv,Western Gull,0.0,3.0,0.92532104
20210822_125000_OTH1.csv,Herring Gull,0.0,3.0,0.32782444
20210822_125000_OTH1.csv,White-winged Guan,0.0,3.0,0.18017247
20210822_125000_OTH1.csv,Western Gull,3.0,3.0,0.77260536
20210822_125000_OTH1.csv,Herring Gull,6.0,3.0,0.15000421
20210822_125000_OTH1.csv,Western Gull,9.0,3.0,0.19588350000000002
20210822_125000_OTH1.csv,Western Gull,12.0,3.0,0.88444173
20210822_125000_OTH1.csv,Herring Gull,12.0,3.0,0.10435597
20210822_125000_OTH1.csv,Western Gull,15.0,3.0,0.91370374
20210822_125000_OTH1.csv,Western Gull,18.0,3.0,0.8105498999999999
20210822_125000_OTH1.csv,American Herring Gull,18.0,3.0,0.14305921
20210822_125000_OTH1.csv,Western Gull,21.0,3.0,0.7021930000000001
20210822_125000_OTH1.csv,Herring Gull,21.0,3.0,0.36085555
20210822_125000_OTH1.csv,American Herring Gull,21.0,3.0,0.27553773
20210822_125000_OTH1.csv,Herring Gull,24.0,3.0,0.22020486
20210822_125000_OTH1.csv,American Herring Gull,24.0,3.0,0.18545642
20210822_125000_OTH1.csv,American Herring Gull,27.0,3.0,0.17731573
20210822_125000_OTH1.csv,Western Gull,27.0,3.0,0.16553579999999998
20210822_125000_OTH1.csv,Herring Gull,27.0,3.0,0.13991418
20210820_150000_OFF7.csv,California Towhee,0.0,3.0,0.21865124
20210820_150000_OFF7.csv,California Towhee,6.0,3.0,0.3040567
20210820_150000_OFF7.csv,California Towhee,18.0,3.0,0.9073533000000001
20210820_150000_OFF7.csv,California Towhee,24.0,3.0,0.9602396999999999
20210820_150000_OFF7.csv,California Towhee,27.0,3.0,0.10787242
20210820_150000_OFF7.csv,California Towhee,30.0,3.0,0.9780929
20210820_150000_OFF7.csv,California Towhee,33.0,3.0,0.9548428
20210820_150000_OFF7.csv,California Towhee,39.0,3.0,0.44479293
20210820_150000_OFF7.csv,California Towhee,42.0,3.0,0.9760271999999999
20210820_150000_OFF7.csv,California Towhee,45.0,3.0,0.9806684999999999
20210820_150000_OFF7.csv,Rufous Bristlebird,45.0,3.0,0.1788982
20210820_150000_OFF7.csv,California Towhee,51.0,3.0,0.97734934
20210820_150000_OFF7.csv,California Towhee,54.0,3.0,0.9590021999999999
20210824_140000_OFF6.csv,Pinyon Jay,36.0,3.0,0.21177219
20210823_163000_OFF3.csv,Yellow-bridled Finch,6.0,3.0,0.28767395
20210823_163000_OFF3.csv,Scaly-breasted Munia,6.0,3.0,0.28327078
20210823_163000_OFF3.csv,Scaly-breasted Munia,9.0,3.0,0.8060744000000001
20210823_163000_OFF3.csv,Scaly-breasted Munia,12.0,3.0,0.31930590000000003
20210823_163000_OFF3.csv,Eurasian Oystercatcher,12.0,3.0,0.117756344
20210822_022000_OFF2.csv,Wrentit,9.0,3.0,0.89602524
20210822_022000_OFF2.csv,Reed Parrotbill,9.0,3.0,0.57234025
20210822_022000_OFF2.csv,Bearded Woodpecker,18.0,3.0,0.10609051
20210812_011000_OFF7.csv,Wrentit,24.0,3.0,0.59473133
20210812_011000_OFF7.csv,Reed Parrotbill,24.0,3.0,0.10760777
20210811_011000_OFF2.csv,California Towhee,0.0,3.0,0.9955094000000001
20210811_011000_OFF2.csv,California Towhee,3.0,3.0,0.9521646999999999
20210811_011000_OFF2.csv,Flavescent Warbler,3.0,3.0,0.18057358
20210811_011000_OFF2.csv,California Towhee,6.0,3.0,0.9848555
20210811_011000_OFF2.csv,California Towhee,9.0,3.0,0.9814356
20210811_011000_OFF2.csv,California Towhee,12.0,3.0,0.9913469000000001
20210811_011000_OFF2.csv,California Towhee,15.0,3.0,0.9889233000000001
20210811_011000_OFF2.csv,California Towhee,18.0,3.0,0.9513688
20210811_011000_OFF2.csv,California Towhee,21.0,3.0,0.9751023999999999
20210811_011000_OFF2.csv,California Towhee,24.0,3.0,0.97205275
20210811_011000_OFF2.csv,California Towhee,27.0,3.0,0.9755186
20210811_011000_OFF2.csv,California Towhee,30.0,3.0,0.91731477
20210811_011000_OFF2.csv,California Towhee,33.0,3.0,0.9805415999999999
20210811_011000_OFF2.csv,California Towhee,36.0,3.0,0.8662652
20210811_011000_OFF2.csv,Malachite Kingfisher,36.0,3.0,0.12354464
20210811_011000_OFF2.csv,California Towhee,39.0,3.0,0.9257546
20210811_011000_OFF2.csv,California Towhee,42.0,3.0,0.95812887
20210811_011000_OFF2.csv,Scissor-tailed Nightjar,42.0,3.0,0.11277771
20210811_011000_OFF2.csv,California Towhee,45.0,3.0,0.92009234
20210811_011000_OFF2.csv,California Towhee,48.0,3.0,0.9163061
20210811_011000_OFF2.csv,California Towhee,51.0,3.0,0.97730356
20210811_011000_OFF2.csv,California Towhee,54.0,3.0,0.9406273999999999
20210811_011000_OFF2.csv,California Towhee,57.0,3.0,0.9814299999999999
20210811_011000_OFF2.csv,Scissor-tailed Nightjar,57.0,3.0,0.14724825
20210812_141000_OFF1.csv,Anna's Hummingbird,0.0,3.0,0.9078982
20210812_141000_OFF1.csv,Rusty-backed Antwren,48.0,3.0,0.1894981
20210812_141000_OFF1.csv,Rusty-backed Antwren,51.0,3.0,0.32284138
20210812_141000_OFF1.csv,Wrentit,51.0,3.0,0.13750789
20210812_141000_OFF1.csv,Anna's Hummingbird,54.0,3.0,0.8750154
20210812_141000_OFF1.csv,Wrentit,54.0,3.0,0.11211246
20210812_141000_OFF1.csv,Anna's Hummingbird,57.0,3.0,0.7716853
20210822_013000_OFF7.csv,California Towhee,0.0,3.0,0.969147
20210822_013000_OFF7.csv,California Towhee,3.0,3.0,0.98278457
20210822_013000_OFF7.csv,Malachite Kingfisher,3.0,3.0,0.12801234
20210822_013000_OFF7.csv,California Towhee,6.0,3.0,0.81837577
20210822_013000_OFF7.csv,California Towhee,9.0,3.0,0.65711045
20210822_013000_OFF7.csv,California Towhee,12.0,3.0,0.96774006
20210822_013000_OFF7.csv,California Towhee,15.0,3.0,0.9579209000000001
20210822_013000_OFF7.csv,California Towhee,18.0,3.0,0.75802034
20210822_013000_OFF7.csv,California Towhee,24.0,3.0,0.9367563
20210822_013000_OFF7.csv,Spotted Redshank,27.0,3.0,0.27941105
20210822_013000_OFF7.csv,Western Tanager,27.0,3.0,0.2029629
20210822_013000_OFF7.csv,California Thrasher,27.0,3.0,0.16846973
20210822_013000_OFF7.csv,California Towhee,30.0,3.0,0.92024285
20210822_013000_OFF7.csv,California Towhee,36.0,3.0,0.8634339
20210822_013000_OFF7.csv,Rufous Bristlebird,36.0,3.0,0.11814436
20210822_013000_OFF7.csv,California Towhee,39.0,3.0,0.9263940999999999
20210822_013000_OFF7.csv,California Towhee,48.0,3.0,0.8531225
20210822_013000_OFF7.csv,California Towhee,51.0,3.0,0.10107396
20210822_013000_OFF7.csv,California Towhee,54.0,3.0,0.8820804
20210822_013000_OFF7.csv,Malachite Kingfisher,54.0,3.0,0.46616077
20210821_164000_OFF5.csv,Reed Parrotbill,0.0,3.0,0.8329006999999999
20210821_164000_OFF5.csv,Wrentit,0.0,3.0,0.7747824000000001
20210821_164000_OFF5.csv,Corsican Nuthatch,0.0,3.0,0.21314162
20210821_164000_OFF5.csv,Cricket Longtail,0.0,3.0,0.21063335
20210821_164000_OFF5.csv,Cricket Longtail,3.0,3.0,0.12523182
20210811_164000_OFF0.csv,California Gnatcatcher,3.0,3.0,0.9443412
20210811_164000_OFF0.csv,Blue-gray Gnatcatcher,3.0,3.0,0.19211628
20210811_164000_OFF0.csv,Blue-gray Gnatcatcher,42.0,3.0,0.17235212
20210811_164000_OFF0.csv,California Gnatcatcher,42.0,3.0,0.121340916
20210811_164000_OFF0.csv,California Gnatcatcher,45.0,3.0,0.83735764
20210811_164000_OFF0.csv,Double-barred Finch,45.0,3.0,0.47902790000000006
20210811_164000_OFF0.csv,California Gnatcatcher,48.0,3.0,0.46173537
20210811_164000_OFF0.csv,Double-barred Finch,48.0,3.0,0.30980050000000003
20210811_164000_OFF0.csv,Northern Lapwing,48.0,3.0,0.27438968
20210820_145000_OFF7.csv,Bewick's Wren,3.0,3.0,0.26027992
20210820_145000_OFF7.csv,Bewick's Wren,9.0,3.0,0.20079969
20210820_145000_OFF7.csv,Bewick's Wren,15.0,3.0,0.8038352
20210820_145000_OFF7.csv,Southern Whiteface,18.0,3.0,0.13002025
20210820_145000_OFF7.csv,Bachman's Sparrow,18.0,3.0,0.119052626
20210820_145000_OFF7.csv,Bewick's Wren,21.0,3.0,0.9180558000000001
20210820_145000_OFF7.csv,Japanese Tit,21.0,3.0,0.26417434
20210820_145000_OFF7.csv,Stripe-capped Sparrow,21.0,3.0,0.10549755
20210820_145000_OFF7.csv,Bewick's Wren,30.0,3.0,0.8184591
20210820_145000_OFF7.csv,Bewick's Wren,36.0,3.0,0.8449222
20210820_145000_OFF7.csv,Bewick's Wren,45.0,3.0,0.91438806
20210820_145000_OFF7.csv,Bachman's Sparrow,48.0,3.0,0.13746554
20210820_145000_OFF7.csv,Bewick's Wren,51.0,3.0,0.56954414
20210820_145000_OFF7.csv,Bewick's Wren,54.0,3.0,0.47757322
20210822_151000_OFF1.csv,Black Skimmer,27.0,3.0,0.14119951
20210814_153000_OFF2.csv,Yellow Thornbill,15.0,3.0,0.32140690000000005
20210814_153000_OFF2.csv,Mottled Flowerpecker,15.0,3.0,0.24582721
20210814_153000_OFF2.csv,Masked Tanager,15.0,3.0,0.1004424
20210811_144000_OFF0.csv,Wrentit,15.0,3.0,0.19013688
20210811_144000_OFF0.csv,Wrentit,18.0,3.0,0.43924943
20210818_005000_OTH0.csv,Horned Lark,54.0,3.0,0.17242557
20210818_005000_OTH0.csv,California Towhee,54.0,3.0,0.14911577
20210821_125000_OFF3.csv,Malachite Kingfisher,45.0,3.0,0.90417105
20210821_125000_OFF3.csv,California Towhee,45.0,3.0,0.3272997
20210821_125000_OFF3.csv,Water Pipit,45.0,3.0,0.10151261
20210821_125000_OFF3.csv,Malachite Kingfisher,48.0,3.0,0.23041838
20210818_023000_OTH0.csv,Greater Sand-Plover,24.0,3.0,0.19250241
20210818_023000_OTH0.csv,Eastern Bluebird,42.0,3.0,0.17654702
20210818_023000_OTH0.csv,Pearl Kite,48.0,3.0,0.17657943
20210818_023000_OTH0.csv,Wrentit,48.0,3.0,0.11857239
20210818_023000_OTH0.csv,Reed Parrotbill,51.0,3.0,0.10504985
20210823_152000_OTH1.csv,Anna's Hummingbird,0.0,3.0,0.9740899
20210823_152000_OTH1.csv,Anna's Hummingbird,3.0,3.0,0.94895214
20210823_152000_OTH1.csv,Anna's Hummingbird,6.0,3.0,0.91905636
20210823_152000_OTH1.csv,Anna's Hummingbird,12.0,3.0,0.9734501
20210823_152000_OTH1.csv,Anna's Hummingbird,15.0,3.0,0.6224295999999999
20210823_152000_OTH1.csv,Anna's Hummingbird,21.0,3.0,0.96917254
20210823_152000_OTH1.csv,Anna's Hummingbird,27.0,3.0,0.99084693
20210823_152000_OTH1.csv,European Serin,27.0,3.0,0.10234138
20210823_152000_OTH1.csv,Anna's Hummingbird,30.0,3.0,0.90008134
20210823_152000_OTH1.csv,Spotted Towhee,39.0,3.0,0.20961635
20210823_152000_OTH1.csv,Southern Masked-Weaver,39.0,3.0,0.12669241
20210823_152000_OTH1.csv,Anna's Hummingbird,45.0,3.0,0.78803974
20210823_152000_OTH1.csv,Anna's Hummingbird,51.0,3.0,0.9870869000000001
20210823_152000_OTH1.csv,European Serin,51.0,3.0,0.118473165
20210823_152000_OTH1.csv,Spotted Towhee,54.0,3.0,0.39645877
20210823_152000_OTH1.csv,Anna's Hummingbird,57.0,3.0,0.9628739
20210816_132000_OFF7.csv,California Towhee,6.0,3.0,0.28231922
20210816_132000_OFF7.csv,Short-toed Treecreeper,6.0,3.0,0.14584368
20210816_132000_OFF7.csv,California Towhee,42.0,3.0,0.10989673
20210816_132000_OFF7.csv,California Towhee,48.0,3.0,0.2646366
20210816_140000_OFF4.csv,Anna's Hummingbird,3.0,3.0,0.6452244
20210816_140000_OFF4.csv,Anna's Hummingbird,6.0,3.0,0.7935186
20210816_140000_OFF4.csv,California Towhee,30.0,3.0,0.9566563
20210816_140000_OFF4.csv,Scissor-tailed Nightjar,30.0,3.0,0.30329138
20210816_140000_OFF4.csv,California Towhee,42.0,3.0,0.185596
20210824_125000_OFF2.csv,Dwarf Tinamou,3.0,3.0,0.17831236
20210824_125000_OFF2.csv,Dwarf Tinamou,18.0,3.0,0.13876927
20210811_145000_OTH0.csv,Pearl Kite,3.0,3.0,0.32323298
20210819_023000_OFF2.csv,California Towhee,12.0,3.0,0.5991631
20210817_130000_OFF2.csv,California Towhee,48.0,3.0,0.98936874
20210817_130000_OFF2.csv,California Towhee,51.0,3.0,0.84414786
20210817_130000_OFF2.csv,Gray-chinned Hermit,54.0,3.0,0.3521783
20210817_130000_OFF2.csv,Worthen's Sparrow,54.0,3.0,0.17365104
20210813_154000_OFF2.csv,Wrentit,9.0,3.0,0.1829025
20210813_154000_OFF2.csv,Cricket Longtail,9.0,3.0,0.12044302400000001
20210813_154000_OFF2.csv,Wrentit,12.0,3.0,0.6145153
20210813_154000_OFF2.csv,Reed Parrotbill,12.0,3.0,0.49437287
20210813_154000_OFF2.csv,Little Ringed Plover,39.0,3.0,0.19404258
20210813_154000_OFF2.csv,Wrentit,42.0,3.0,0.5546647
20210813_154000_OFF2.csv,Reed Parrotbill,42.0,3.0,0.24120119
20210813_154000_OFF2.csv,Madagascar Flufftail,42.0,3.0,0.11230403
20210813_154000_OFF2.csv,Wrentit,45.0,3.0,0.9572318999999999
20210813_154000_OFF2.csv,Reed Parrotbill,45.0,3.0,0.6039215
20210813_154000_OFF2.csv,Corsican Nuthatch,45.0,3.0,0.5051468
20210813_154000_OFF2.csv,White-browed Antbird,45.0,3.0,0.17788413
20210813_154000_OFF2.csv,Wrentit,48.0,3.0,0.23557085
20210813_154000_OFF2.csv,Wrentit,51.0,3.0,0.9805024
20210813_154000_OFF2.csv,Reed Parrotbill,51.0,3.0,0.7580176
20210814_153000_OFF0.csv,California Towhee,0.0,3.0,0.8736834000000001
20210814_153000_OFF0.csv,California Towhee,3.0,3.0,0.91467613
20210814_153000_OFF0.csv,California Towhee,6.0,3.0,0.81231767
20210814_153000_OFF0.csv,California Towhee,9.0,3.0,0.2719581
20210814_153000_OFF0.csv,Anna's Hummingbird,45.0,3.0,0.5462283
20210814_153000_OFF0.csv,Green-backed Firecrown,45.0,3.0,0.26350498
20210820_004000_OFF1.csv,Wrentit,3.0,3.0,0.85197276
20210820_004000_OFF1.csv,Reed Parrotbill,3.0,3.0,0.23485944
20210820_004000_OFF1.csv,Wrentit,6.0,3.0,0.9144597
20210820_004000_OFF1.csv,Reed Parrotbill,6.0,3.0,0.54175395
20210820_004000_OFF1.csv,Wrentit,12.0,3.0,0.89598006
20210820_004000_OFF1.csv,Reed Parrotbill,12.0,3.0,0.45838776
20210820_004000_OFF1.csv,Pearl Kite,12.0,3.0,0.12582022
20210820_004000_OFF1.csv,Wrentit,18.0,3.0,0.82930064
20210820_004000_OFF1.csv,Reed Parrotbill,18.0,3.0,0.12058305
20210820_004000_OFF1.csv,Wrentit,21.0,3.0,0.81780106
20210820_004000_OFF1.csv,Reed Parrotbill,21.0,3.0,0.19765538
