Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Species Code	Common Name	Confidence
1	Spectrogram 1	1	0	3.0	150	12000	scrpih1	Screaming Piha	0.9984
2	Spectrogram 1	1	12.0	15.0	150	12000	scrpih1	Screaming Piha	0.9989
3	Spectrogram 1	1	15.0	18.0	150	12000	scrpih1	Screaming Piha	0.9990
4	Spectrogram 1	1	18.0	21.0	150	12000	scrpih1	Screaming Piha	0.9977
5	Spectrogram 1	1	21.0	24.0	150	12000	scrpih1	Screaming Piha	0.9993
6	Spectrogram 1	1	24.0	27.0	150	12000	scrpih1	Screaming Piha	0.9922
7	Spectrogram 1	1	27.0	30.0	150	12000	scrpih1	Screaming Piha	0.9978
8	Spectrogram 1	1	3.0	6.0	150	12000	scrpih1	Screaming Piha	0.9986
9	Spectrogram 1	1	30.0	33.0	150	12000	scrpih1	Screaming Piha	0.9985
10	Spectrogram 1	1	33.0	36.0	150	12000	scrpih1	Screaming Piha	0.9973
11	Spectrogram 1	1	36.0	39.0	150	12000	scrpih1	Screaming Piha	0.9907
12	Spectrogram 1	1	39.0	42.0	150	12000	scrpih1	Screaming Piha	0.9928
13	Spectrogram 1	1	39.0	42.0	150	12000	rucant2	Rufous-capped Antthrush	0.2040
14	Spectrogram 1	1	42.0	45.0	150	12000	scrpih1	Screaming Piha	0.9929
15	Spectrogram 1	1	45.0	48.0	150	12000	scrpih1	Screaming Piha	0.9986
16	Spectrogram 1	1	48.0	51.0	150	12000	scrpih1	Screaming Piha	0.9638
17	Spectrogram 1	1	51.0	54.0	150	12000	scrpih1	Screaming Piha	0.9993
18	Spectrogram 1	1	54.0	57.0	150	12000	scrpih1	Screaming Piha	0.9870
19	Spectrogram 1	1	57.0	60.0	150	12000	scrpih1	Screaming Piha	0.9991
20	Spectrogram 1	1	6.0	9.0	150	12000	scrpih1	Screaming Piha	0.9997
21	Spectrogram 1	1	60.0	63.0	150	12000	scrpih1	Screaming Piha	0.9960
22	Spectrogram 1	1	63.0	66.0	150	12000	scrpih1	Screaming Piha	0.9923
23	Spectrogram 1	1	66.0	69.0	150	12000	scrpih1	Screaming Piha	0.9992
24	Spectrogram 1	1	69.0	72.0	150	12000	scrpih1	Screaming Piha	0.9874
25	Spectrogram 1	1	72.0	75.0	150	12000	scrpih1	Screaming Piha	0.9625
26	Spectrogram 1	1	75.0	78.0	150	12000	scrpih1	Screaming Piha	0.9880
27	Spectrogram 1	1	78.0	81.0	150	12000	scrpih1	Screaming Piha	0.9992
28	Spectrogram 1	1	81.0	84.0	150	12000	scrpih1	Screaming Piha	0.9820
29	Spectrogram 1	1	84.0	87.0	150	12000	scrpih1	Screaming Piha	0.9354
30	Spectrogram 1	1	87.0	90.0	150	12000	scrpih1	Screaming Piha	0.9929
31	Spectrogram 1	1	9.0	12.0	150	12000	scrpih1	Screaming Piha	0.9784
32	Spectrogram 1	1	90.0	93.0	150	12000	scrpih1	Screaming Piha	0.9958
33	Spectrogram 1	1	93.0	96.0	150	12000	scrpih1	Screaming Piha	0.9974
34	Spectrogram 1	1	96.0	99.0	150	12000	scrpih1	Screaming Piha	0.9978
