Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Species Code	Common Name	Confidence
1	Spectrogram 1	1	0	3.0	150	12000	scrpih1	Screaming Piha	0.7189
2	Spectrogram 1	1	102.0	105.0	150	12000	scrpih1	Screaming Piha	0.9666
3	Spectrogram 1	1	105.0	108.0	150	12000	scrpih1	Screaming Piha	0.9881
4	Spectrogram 1	1	108.0	111.0	150	12000	scrpih1	Screaming Piha	0.9180
5	Spectrogram 1	1	111.0	114.0	150	12000	scrpih1	Screaming Piha	0.7995
6	Spectrogram 1	1	114.0	117.0	150	12000	scrpih1	Screaming Piha	0.9129
7	Spectrogram 1	1	117.0	120.0	150	12000	scrpih1	Screaming Piha	0.9721
8	Spectrogram 1	1	12.0	15.0	150	12000	scrpih1	Screaming Piha	0.8966
9	Spectrogram 1	1	120.0	123.0	150	12000	scrpih1	Screaming Piha	0.9487
10	Spectrogram 1	1	123.0	126.0	150	12000	scrpih1	Screaming Piha	0.9231
11	Spectrogram 1	1	126.0	129.0	150	12000	scrpih1	Screaming Piha	0.9752
12	Spectrogram 1	1	129.0	132.0	150	12000	scrpih1	Screaming Piha	0.7828
13	Spectrogram 1	1	132.0	135.0	150	12000	scrpih1	Screaming Piha	0.6562
14	Spectrogram 1	1	135.0	138.0	150	12000	scrpih1	Screaming Piha	0.9869
15	Spectrogram 1	1	138.0	141.0	150	12000	scrpih1	Screaming Piha	0.9597
16	Spectrogram 1	1	138.0	141.0	150	12000	stptyr1	Short-tailed Pygmy-Tyrant	0.3056
17	Spectrogram 1	1	141.0	144.0	150	12000	scrpih1	Screaming Piha	0.2602
18	Spectrogram 1	1	141.0	144.0	150	12000	stptyr1	Short-tailed Pygmy-Tyrant	0.1100
19	Spectrogram 1	1	144.0	147.0	150	12000	scrpih1	Screaming Piha	0.8315
20	Spectrogram 1	1	147.0	150.0	150	12000	scrpih1	Screaming Piha	0.8573
21	Spectrogram 1	1	15.0	18.0	150	12000	blttro2	Black-throated Trogon	0.8996
22	Spectrogram 1	1	150.0	153.0	150	12000	scrpih1	Screaming Piha	0.5653
23	Spectrogram 1	1	18.0	21.0	150	12000	blttro2	Black-throated Trogon	0.7171
24	Spectrogram 1	1	21.0	24.0	150	12000	scrpih1	Screaming Piha	0.9759
25	Spectrogram 1	1	24.0	27.0	150	12000	scrpih1	Screaming Piha	0.9594
26	Spectrogram 1	1	27.0	30.0	150	12000	blttro2	Black-throated Trogon	0.5830
27	Spectrogram 1	1	3.0	6.0	150	12000	scrpih1	Screaming Piha	0.9763
28	Spectrogram 1	1	30.0	33.0	150	12000	scrpih1	Screaming Piha	0.5492
29	Spectrogram 1	1	33.0	36.0	150	12000	blttro2	Black-throated Trogon	0.1506
30	Spectrogram 1	1	36.0	39.0	150	12000	scrpih1	Screaming Piha	0.2630
31	Spectrogram 1	1	39.0	42.0	150	12000	scrpih1	Screaming Piha	0.9951
32	Spectrogram 1	1	42.0	45.0	150	12000	scrpih1	Screaming Piha	0.9904
33	Spectrogram 1	1	45.0	48.0	150	12000	scrpih1	Screaming Piha	0.9652
34	Spectrogram 1	1	48.0	51.0	150	12000	scrpih1	Screaming Piha	0.9854
35	Spectrogram 1	1	51.0	54.0	150	12000	blttro2	Black-throated Trogon	0.3890
36	Spectrogram 1	1	51.0	54.0	150	12000	scrpih1	Screaming Piha	0.3667
37	Spectrogram 1	1	54.0	57.0	150	12000	scrpih1	Screaming Piha	0.4354
38	Spectrogram 1	1	57.0	60.0	150	12000	scrpih1	Screaming Piha	0.9963
39	Spectrogram 1	1	6.0	9.0	150	12000	scrpih1	Screaming Piha	0.9365
40	Spectrogram 1	1	60.0	63.0	150	12000	scrpih1	Screaming Piha	0.9580
41	Spectrogram 1	1	63.0	66.0	150	12000	scrpih1	Screaming Piha	0.2998
42	Spectrogram 1	1	66.0	69.0	150	12000	blttro2	Black-throated Trogon	0.3248
43	Spectrogram 1	1	69.0	72.0	150	12000	scrpih1	Screaming Piha	0.9954
44	Spectrogram 1	1	72.0	75.0	150	12000	scrpih1	Screaming Piha	0.1989
45	Spectrogram 1	1	75.0	78.0	150	12000	scrpih1	Screaming Piha	0.9851
46	Spectrogram 1	1	78.0	81.0	150	12000	scrpih1	Screaming Piha	0.9988
47	Spectrogram 1	1	81.0	84.0	150	12000	scrpih1	Screaming Piha	0.9977
48	Spectrogram 1	1	84.0	87.0	150	12000	scrpih1	Screaming Piha	0.9903
49	Spectrogram 1	1	87.0	90.0	150	12000	scrpih1	Screaming Piha	0.8810
50	Spectrogram 1	1	9.0	12.0	150	12000	scrpih1	Screaming Piha	0.9956
51	Spectrogram 1	1	90.0	93.0	150	12000	scrpih1	Screaming Piha	0.9073
52	Spectrogram 1	1	93.0	96.0	150	12000	scrpih1	Screaming Piha	0.9949
53	Spectrogram 1	1	96.0	99.0	150	12000	scrpih1	Screaming Piha	0.9973
54	Spectrogram 1	1	99.0	102.0	150	12000	scrpih1	Screaming Piha	0.9140
