Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Species Code	Common Name	Confidence
1	Spectrogram 1	1	102.0	105.0	150	12000	blttro1	Black-tailed Trogon	0.5577
2	Spectrogram 1	1	102.0	105.0	150	12000	plupig2	Plumbeous Pigeon	0.1447
3	Spectrogram 1	1	102.0	105.0	150	12000	gocspa1	Golden-crowned Spadebill	0.1232
4	Spectrogram 1	1	105.0	108.0	150	12000	scrpih1	Screaming Piha	0.8795
5	Spectrogram 1	1	105.0	108.0	150	12000	gocspa1	Golden-crowned Spadebill	0.1741
6	Spectrogram 1	1	108.0	111.0	150	12000	gocspa1	Golden-crowned Spadebill	0.7804
7	Spectrogram 1	1	108.0	111.0	150	12000	scrpih1	Screaming Piha	0.2933
8	Spectrogram 1	1	108.0	111.0	150	12000	plupig2	Plumbeous Pigeon	0.2911
9	Spectrogram 1	1	111.0	114.0	150	12000	gocspa1	Golden-crowned Spadebill	0.9335
10	Spectrogram 1	1	111.0	114.0	150	12000	scrpih1	Screaming Piha	0.7479
11	Spectrogram 1	1	114.0	117.0	150	12000	gocspa1	Golden-crowned Spadebill	0.8824
12	Spectrogram 1	1	114.0	117.0	150	12000	scrpih1	Screaming Piha	0.7705
13	Spectrogram 1	1	117.0	120.0	150	12000	scrpih1	Screaming Piha	0.8138
14	Spectrogram 1	1	117.0	120.0	150	12000	gocspa1	Golden-crowned Spadebill	0.5245
15	Spectrogram 1	1	117.0	120.0	150	12000	plupig2	Plumbeous Pigeon	0.2936
16	Spectrogram 1	1	12.0	15.0	150	12000	scrpih1	Screaming Piha	0.9470
17	Spectrogram 1	1	120.0	123.0	150	12000	gocspa1	Golden-crowned Spadebill	0.6542
18	Spectrogram 1	1	120.0	123.0	150	12000	plupig2	Plumbeous Pigeon	0.5530
19	Spectrogram 1	1	123.0	126.0	150	12000	plupig2	Plumbeous Pigeon	0.5557
20	Spectrogram 1	1	123.0	126.0	150	12000	gocspa1	Golden-crowned Spadebill	0.2603
21	Spectrogram 1	1	126.0	129.0	150	12000	gocspa1	Golden-crowned Spadebill	0.8369
22	Spectrogram 1	1	126.0	129.0	150	12000	scrpih1	Screaming Piha	0.5754
23	Spectrogram 1	1	129.0	132.0	150	12000	scrpih1	Screaming Piha	0.4691
24	Spectrogram 1	1	129.0	132.0	150	12000	gocspa1	Golden-crowned Spadebill	0.1497
25	Spectrogram 1	1	132.0	135.0	150	12000	scrpih1	Screaming Piha	0.7401
26	Spectrogram 1	1	132.0	135.0	150	12000	plupig2	Plumbeous Pigeon	0.5703
27	Spectrogram 1	1	15.0	18.0	150	12000	scrpih1	Screaming Piha	0.9648
28	Spectrogram 1	1	18.0	21.0	150	12000	scrpih1	Screaming Piha	0.8517
29	Spectrogram 1	1	21.0	24.0	150	12000	scrpih1	Screaming Piha	0.8993
30	Spectrogram 1	1	21.0	24.0	150	12000	mocant1	Mouse-colored Antshrike	0.1586
31	Spectrogram 1	1	24.0	27.0	150	12000	webwoo1	Wedge-billed Woodcreeper	0.1758
32	Spectrogram 1	1	27.0	30.0	150	12000	scrpih1	Screaming Piha	0.8172
33	Spectrogram 1	1	3.0	6.0	150	12000	scrpih1	Screaming Piha	0.9972
34	Spectrogram 1	1	30.0	33.0	150	12000	scrpih1	Screaming Piha	0.7190
35	Spectrogram 1	1	36.0	39.0	150	12000	scrpih1	Screaming Piha	0.9063
36	Spectrogram 1	1	39.0	42.0	150	12000	scrpih1	Screaming Piha	0.9363
37	Spectrogram 1	1	42.0	45.0	150	12000	scrpih1	Screaming Piha	0.8713
38	Spectrogram 1	1	45.0	48.0	150	12000	scrpih1	Screaming Piha	0.7410
39	Spectrogram 1	1	48.0	51.0	150	12000	scrpih1	Screaming Piha	0.9157
40	Spectrogram 1	1	51.0	54.0	150	12000	gohman1	Golden-headed Manakin	0.1407
41	Spectrogram 1	1	51.0	54.0	150	12000	webwoo1	Wedge-billed Woodcreeper	0.1380
42	Spectrogram 1	1	54.0	57.0	150	12000	scrpih1	Screaming Piha	0.9649
43	Spectrogram 1	1	57.0	60.0	150	12000	scrpih1	Screaming Piha	0.8119
44	Spectrogram 1	1	6.0	9.0	150	12000	scrpih1	Screaming Piha	0.9747
45	Spectrogram 1	1	60.0	63.0	150	12000	scrpih1	Screaming Piha	0.9719
46	Spectrogram 1	1	63.0	66.0	150	12000	scrpih1	Screaming Piha	0.9800
47	Spectrogram 1	1	63.0	66.0	150	12000	mocant1	Mouse-colored Antshrike	0.1202
48	Spectrogram 1	1	66.0	69.0	150	12000	scrpih1	Screaming Piha	0.9792
49	Spectrogram 1	1	66.0	69.0	150	12000	gocspa1	Golden-crowned Spadebill	0.2576
50	Spectrogram 1	1	69.0	72.0	150	12000	scrpih1	Screaming Piha	0.8871
51	Spectrogram 1	1	72.0	75.0	150	12000	fasant1	Fasciated Antshrike	0.1247
52	Spectrogram 1	1	72.0	75.0	150	12000	gohman1	Golden-headed Manakin	0.1113
53	Spectrogram 1	1	75.0	78.0	150	12000	scrpih1	Screaming Piha	0.9061
54	Spectrogram 1	1	78.0	81.0	150	12000	scrpih1	Screaming Piha	0.9653
55	Spectrogram 1	1	81.0	84.0	150	12000	scrpih1	Screaming Piha	0.5568
56	Spectrogram 1	1	84.0	87.0	150	12000	scrpih1	Screaming Piha	0.7688
57	Spectrogram 1	1	87.0	90.0	150	12000	scrpih1	Screaming Piha	0.9612
58	Spectrogram 1	1	87.0	90.0	150	12000	gocspa1	Golden-crowned Spadebill	0.2844
59	Spectrogram 1	1	9.0	12.0	150	12000	scrpih1	Screaming Piha	0.4820
60	Spectrogram 1	1	90.0	93.0	150	12000	plupig2	Plumbeous Pigeon	0.6210
61	Spectrogram 1	1	90.0	93.0	150	12000	scrpih1	Screaming Piha	0.5950
62	Spectrogram 1	1	93.0	96.0	150	12000	scrpih1	Screaming Piha	0.6535
63	Spectrogram 1	1	93.0	96.0	150	12000	gocspa1	Golden-crowned Spadebill	0.1314
64	Spectrogram 1	1	96.0	99.0	150	12000	gocspa1	Golden-crowned Spadebill	0.7000
65	Spectrogram 1	1	99.0	102.0	150	12000	gocspa1	Golden-crowned Spadebill	0.4993
66	Spectrogram 1	1	99.0	102.0	150	12000	scrpih1	Screaming Piha	0.3261
