Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Species Code	Common Name	Confidence
1	Spectrogram 1	1	0	3.0	150	12000	scrpih1	Screaming Piha	0.4553
2	Spectrogram 1	1	0	3.0	150	12000	pygant1	Pygmy Antwren	0.2353
3	Spectrogram 1	1	102.0	105.0	150	12000	scrpih1	Screaming Piha	0.9987
4	Spectrogram 1	1	105.0	108.0	150	12000	scrpih1	Screaming Piha	0.9984
5	Spectrogram 1	1	108.0	111.0	150	12000	scrpih1	Screaming Piha	0.9961
6	Spectrogram 1	1	111.0	114.0	150	12000	scrpih1	Screaming Piha	0.1221
7	Spectrogram 1	1	114.0	117.0	150	12000	scrpih1	Screaming Piha	0.9989
8	Spectrogram 1	1	117.0	120.0	150	12000	scrpih1	Screaming Piha	1.0000
9	Spectrogram 1	1	12.0	15.0	150	12000	scrpih1	Screaming Piha	0.9705
10	Spectrogram 1	1	120.0	123.0	150	12000	scrpih1	Screaming Piha	0.9979
11	Spectrogram 1	1	123.0	126.0	150	12000	scrpih1	Screaming Piha	0.9937
12	Spectrogram 1	1	126.0	129.0	150	12000	scrpih1	Screaming Piha	0.9983
13	Spectrogram 1	1	129.0	132.0	150	12000	scrpih1	Screaming Piha	0.9992
14	Spectrogram 1	1	138.0	141.0	150	12000	scrpih1	Screaming Piha	0.2689
15	Spectrogram 1	1	141.0	144.0	150	12000	scrpih1	Screaming Piha	0.9734
16	Spectrogram 1	1	144.0	147.0	150	12000	scrpih1	Screaming Piha	0.9972
17	Spectrogram 1	1	147.0	150.0	150	12000	scrpih1	Screaming Piha	0.9977
18	Spectrogram 1	1	15.0	18.0	150	12000	scrpih1	Screaming Piha	0.7000
19	Spectrogram 1	1	150.0	153.0	150	12000	scrpih1	Screaming Piha	0.9961
20	Spectrogram 1	1	153.0	156.0	150	12000	scrpih1	Screaming Piha	0.9989
21	Spectrogram 1	1	156.0	159.0	150	12000	scrpih1	Screaming Piha	0.9984
22	Spectrogram 1	1	159.0	162.0	150	12000	scrpih1	Screaming Piha	0.9983
23	Spectrogram 1	1	162.0	165.0	150	12000	scrpih1	Screaming Piha	0.5249
24	Spectrogram 1	1	18.0	21.0	150	12000	scrpih1	Screaming Piha	0.9979
25	Spectrogram 1	1	21.0	24.0	150	12000	scrpih1	Screaming Piha	0.9999
26	Spectrogram 1	1	24.0	27.0	150	12000	scrpih1	Screaming Piha	0.9938
27	Spectrogram 1	1	27.0	30.0	150	12000	scrpih1	Screaming Piha	0.9951
28	Spectrogram 1	1	3.0	6.0	150	12000	scrpih1	Screaming Piha	0.9973
29	Spectrogram 1	1	30.0	33.0	150	12000	scrpih1	Screaming Piha	0.9979
30	Spectrogram 1	1	33.0	36.0	150	12000	scrpih1	Screaming Piha	0.9978
31	Spectrogram 1	1	36.0	39.0	150	12000	scrpih1	Screaming Piha	0.9912
32	Spectrogram 1	1	39.0	42.0	150	12000	scrpih1	Screaming Piha	0.9998
33	Spectrogram 1	1	42.0	45.0	150	12000	scrpih1	Screaming Piha	0.9987
34	Spectrogram 1	1	45.0	48.0	150	12000	scrpih1	Screaming Piha	0.9884
35	Spectrogram 1	1	48.0	51.0	150	12000	scrpih1	Screaming Piha	0.9998
36	Spectrogram 1	1	51.0	54.0	150	12000	scrpih1	Screaming Piha	0.9952
37	Spectrogram 1	1	54.0	57.0	150	12000	scrpih1	Screaming Piha	0.7238
38	Spectrogram 1	1	57.0	60.0	150	12000	scrpih1	Screaming Piha	0.9964
39	Spectrogram 1	1	6.0	9.0	150	12000	scrpih1	Screaming Piha	0.9863
40	Spectrogram 1	1	60.0	63.0	150	12000	scrpih1	Screaming Piha	0.9984
41	Spectrogram 1	1	63.0	66.0	150	12000	scrpih1	Screaming Piha	0.9988
42	Spectrogram 1	1	66.0	69.0	150	12000	scrpih1	Screaming Piha	0.9979
43	Spectrogram 1	1	69.0	72.0	150	12000	scrpih1	Screaming Piha	0.9867
44	Spectrogram 1	1	72.0	75.0	150	12000	scrpih1	Screaming Piha	0.9991
45	Spectrogram 1	1	75.0	78.0	150	12000	scrpih1	Screaming Piha	0.9983
46	Spectrogram 1	1	78.0	81.0	150	12000	scrpih1	Screaming Piha	0.9986
47	Spectrogram 1	1	81.0	84.0	150	12000	scrpih1	Screaming Piha	0.9912
48	Spectrogram 1	1	84.0	87.0	150	12000	scrpih1	Screaming Piha	0.9979
49	Spectrogram 1	1	87.0	90.0	150	12000	scrpih1	Screaming Piha	0.9871
50	Spectrogram 1	1	9.0	12.0	150	12000	scrpih1	Screaming Piha	0.9998
51	Spectrogram 1	1	93.0	96.0	150	12000	scrpih1	Screaming Piha	0.9635
52	Spectrogram 1	1	96.0	99.0	150	12000	scrpih1	Screaming Piha	0.9916
53	Spectrogram 1	1	99.0	102.0	150	12000	scrpih1	Screaming Piha	0.9967
